Year,Region,Round,TeamA,SeedA,ScoreA,TeamB,SeedB,ScoreB,Winner,Location
2013,East,R64,UNLV,5,61,California,12,64,California,"San Jose, CA"
2013,East,R64,Syracuse,4,81,Montana,13,34,Syracuse,"San Jose, CA"
2013,East,R64,Butler,6,68,Bucknell,11,56,Butler,"Lexington, KY"
2013,East,R64,Marquette,3,59,Davidson,14,58,Marquette,"Lexington, KY"
2013,East,R64,Illinois,7,57,Colorado,10,49,Illinois,"Austin, TX"
2013,East,R64,Miami (FL),2,78,Pacific,15,49,Miami (FL),"Austin, TX"
2013,East,R32,Indiana,1,58,Temple,9,52,Indiana,"Dayton, OH"
2013,East,R32,California,12,60,Syracuse,4,66,Syracuse,"San Jose, CA"
2013,East,R32,Butler,6,72,Marquette,3,74,Marquette,"Lexington, KY"
2013,East,R32,Illinois,7,59,Miami (FL),2,63,Miami (FL),"Austin, TX"
2013,East,S16,Indiana,1,50,Syracuse,4,61,Syracuse,"Washington, DC"
2013,East,S16,Marquette,3,71,Miami (FL),2,61,Marquette,"Washington, DC"
2013,East,E8,Syracuse,4,55,Marquette,3,39,Syracuse,"Washington, DC"
2013,Midwest,R64,Louisville,1,79,North Carolina A&T,16,48,Louisville,"Lexington, KY"
2013,Midwest,R64,Colorado State,8,84,Missouri,9,72,Colorado State,"Lexington, KY"
2013,Midwest,R64,Oklahoma State,5,55,Oregon,12,68,Oregon,"San Jose, CA"
2013,Midwest,R64,Saint Louis,4,64,New Mexico State,13,44,Saint Louis,"San Jose, CA"
2013,Midwest,R64,Memphis,6,54,Saint Mary's,11,52,Memphis,"Auburn Hills, MI"
2013,Midwest,R64,Michigan State,3,65,Valparaiso,14,54,Michigan State,"Auburn Hills, MI"
2013,Midwest,R64,Creighton,7,67,Cincinnati,10,63,Creighton,"Philadelphia, PA"
2013,Midwest,R64,Duke,2,73,Albany (NY),15,61,Duke,"Philadelphia, PA"
2013,Midwest,R32,Louisville,1,82,Colorado State,8,56,Louisville,"Lexington, KY"
2013,Midwest,R32,Oregon,12,74,Saint Louis,4,57,Oregon,"San Jose, CA"
2013,Midwest,R32,Memphis,6,48,Michigan State,3,70,Michigan State,"Auburn Hills, MI"
2013,Midwest,R32,Creighton,7,50,Duke,2,66,Duke,"Philadelphia, PA"
2013,Midwest,S16,Louisville,1,77,Oregon,12,69,Louisville,"Indianapolis, IN"
2013,Midwest,S16,Michigan State,3,61,Duke,2,71,Duke,"Indianapolis, IN"
2013,Midwest,E8,Louisville,1,85,Duke,2,63,Louisville,"Indianapolis, IN"
2013,South,R64,Kansas,1,64,Western Kentucky,16,57,Kansas,"Kansas City, MO"
2013,South,R64,UNC,8,78,Villanova,9,71,UNC,"Kansas City, MO"
2013,South,R64,VCU,5,88,Akron,12,42,VCU,"Auburn Hills, MI"
2013,South,R64,Michigan,4,71,South Dakota State,13,56,Michigan,"Auburn Hills, MI"
2013,South,R64,UCLA,6,63,Minnesota,11,83,Minnesota,"Austin, TX"
2013,South,R64,Florida,3,79,Northwestern State,14,47,Florida,"Austin, TX"
2013,South,R64,San Diego State,7,70,Oklahoma,10,55,San Diego State,"Philadelphia, PA"
2013,South,R64,Georgetown,2,68,Florida Gulf Coast,15,78,Florida Gulf Coast,"Philadelphia, PA"
2013,South,R32,Kansas,1,70,UNC,8,58,Kansas,"Kansas City, MO"
2013,South,R32,VCU,5,53,Michigan,4,78,Michigan,"Auburn Hills, MI"
2013,South,R32,Minnesota,11,64,Florida,3,78,Florida,"Austin, TX"
2013,South,R32,San Diego State,7,71,Florida Gulf Coast,15,81,Florida Gulf Coast,"Philadelphia, PA"
2013,South,S16,Kansas,1,85,Michigan,4,87,Michigan,"Arlington, TX"
2013,South,S16,Florida,3,62,Florida Gulf Coast,15,50,Florida,"Arlington, TX"
2013,South,E8,Michigan,4,79,Florida,3,59,Michigan,"Arlington, TX"
2013,West,R64,Gonzaga,1,64,Southern,16,58,Gonzaga,"Salt Lake City, UT"
2013,West,R64,Pitt,8,55,Wichita State,9,73,Wichita State,"Salt Lake City, UT"
2013,West,R64,Wisconsin,5,46,Ole Miss,12,57,Ole Miss,"Kansas City, MO"
2013,West,R64,Kansas State,4,61,La Salle,13,63,La Salle,"Kansas City, MO"
2013,West,R64,Arizona,6,81,Belmont,11,64,Arizona,"Salt Lake City, UT"
2013,West,R64,New Mexico,3,62,Harvard,14,68,Harvard,"Salt Lake City, UT"
2013,West,R64,Notre Dame,7,58,Iowa State,10,76,Iowa State,"Dayton, OH"
2013,West,R64,Ohio State,2,95,Iona,15,70,Ohio State,"Dayton, OH"
2013,West,R32,Gonzaga,1,70,Wichita State,9,76,Wichita State,"Salt Lake City, UT"
2013,West,R32,Ole Miss,12,74,La Salle,13,76,La Salle,"Kansas City, MO"
2013,West,R32,Arizona,6,74,Harvard,14,51,Arizona,"Salt Lake City, UT"
2013,West,R32,Iowa State,10,75,Ohio State,2,78,Ohio State,"Dayton, OH"
2013,West,S16,Wichita State,9,72,La Salle,13,58,Wichita State,"Los Angeles, CA"
2013,West,S16,Arizona,6,70,Ohio State,2,73,Ohio State,"Los Angeles, CA"
2013,West,E8,Wichita State,9,70,Ohio State,2,66,Wichita State,"Los Angeles, CA"
2013,National,F4,Louisville,1,72,Wichita State,9,68,Louisville,"Atlanta, GA"
2013,National,F4,Syracuse,4,56,Michigan,4,61,Michigan,"Atlanta, GA"
2013,National,Championship,Louisville,1,82,Michigan,4,76,Louisville,"Atlanta, GA"
2014,East,R64,Virginia,1,70,Coastal Carolina,16,59,Virginia,"Raleigh, NC"
2014,East,R64,Memphis,8,71,George Washington,9,66,Memphis,"Raleigh, NC"
2014,East,R64,Cincinnati,5,57,Harvard,12,61,Harvard,"Spokane, WA"
2014,East,R64,Michigan State,4,93,Delaware,13,78,Michigan State,"Spokane, WA"
2014,East,R64,UNC,6,79,Providence,11,77,UNC,"San Antonio, TX"
2014,East,R64,Iowa State,3,93,North Carolina Central,14,75,Iowa State,"San Antonio, TX"
2014,East,R64,UConn,7,89,St. Joseph's,10,81,UConn,"Buffalo, NY"
2014,East,R64,Villanova,2,73,Milwaukee,15,53,Villanova,"Buffalo, NY"
2014,East,R32,Virginia,1,78,Memphis,8,60,Virginia,"Raleigh, NC"
2014,East,R32,Harvard,12,73,Michigan State,4,80,Michigan State,"Spokane, WA"
2014,East,R32,UNC,6,83,Iowa State,3,85,Iowa State,"San Antonio, TX"
2014,East,R32,UConn,7,77,Villanova,2,65,UConn,"Buffalo, NY"
2014,East,S16,Virginia,1,59,Michigan State,4,61,Michigan State,"New York, NY"
2014,East,S16,Iowa State,3,76,UConn,7,81,UConn,"New York, NY"
2014,East,E8,Michigan State,4,54,UConn,7,60,UConn,"New York, NY"
2014,Midwest,R64,Wichita State,1,64,Cal Poly,16,37,Wichita State,"St. Louis, MO"
2014,Midwest,R64,Kentucky,8,56,Kansas State,9,49,Kentucky,"St. Louis, MO"
2014,Midwest,R64,Saint Louis,5,83,NC State,12,80,Saint Louis,"Orlando, FL"
2014,Midwest,R64,Louisville,4,71,Manhattan,13,64,Louisville,"Orlando, FL"
2014,Midwest,R64,UMass,6,67,Tennessee,11,86,Tennessee,"Raleigh, NC"
2014,Midwest,R64,Duke,3,71,Mercer,14,78,Mercer,"Raleigh, NC"
2014,Midwest,R64,Texas,7,87,Arizona State,10,85,Texas,"Milwaukee, WI"
2014,Midwest,R64,Michigan,2,57,Wofford,15,40,Michigan,"Milwaukee, WI"
2014,Midwest,R32,Wichita State,1,76,Kentucky,8,78,Kentucky,"St. Louis, MO"
2014,Midwest,R32,Saint Louis,5,51,Louisville,4,66,Louisville,"Orlando, FL"
2014,Midwest,R32,Tennessee,11,83,Mercer,14,63,Tennessee,"Raleigh, NC"
2014,Midwest,R32,Texas,7,65,Michigan,2,79,Michigan,"Milwaukee, WI"
2014,Midwest,S16,Kentucky,8,74,Louisville,4,69,Kentucky,"Indianapolis, IN"
2014,Midwest,S16,Tennessee,11,71,Michigan,2,73,Michigan,"Indianapolis, IN"
2014,Midwest,E8,Kentucky,8,75,Michigan,2,72,Kentucky,"Indianapolis, IN"
2014,South,R64,Florida,1,67,Albany (NY),16,55,Florida,"Orlando, FL"
2014,South,R64,Colorado,8,48,Pitt,9,77,Pitt,"Orlando, FL"
2014,South,R64,VCU,5,75,Stephen F. Austin,12,77,Stephen F. Austin,"San Diego, CA"
2014,South,R64,UCLA,4,76,Tulsa,13,59,UCLA,"San Diego, CA"
2014,South,R64,Ohio State,6,59,Dayton,11,60,Dayton,"Buffalo, NY"
2014,South,R64,Syracuse,3,77,Western Michigan,14,53,Syracuse,"Buffalo, NY"
2014,South,R64,New Mexico,7,53,Stanford,10,58,Stanford,"St. Louis, MO"
2014,South,R64,Kansas,2,80,Eastern Kentucky,15,69,Kansas,"St. Louis, MO"
2014,South,R32,Florida,1,61,Pitt,9,45,Florida,"Orlando, FL"
2014,South,R32,Stephen F. Austin,12,60,UCLA,4,77,UCLA,"San Diego, CA"
2014,South,R32,Dayton,11,55,Syracuse,3,53,Dayton,"Buffalo, NY"
2014,South,R32,Stanford,10,60,Kansas,2,57,Stanford,"St. Louis, MO"
2014,South,S16,Florida,1,79,UCLA,4,68,Florida,"Memphis, TN"
2014,South,S16,Dayton,11,82,Stanford,10,72,Dayton,"Memphis, TN"
2014,South,E8,Florida,1,62,Dayton,11,52,Florida,"Memphis, TN"
2014,West,R64,Arizona,1,68,Weber State,16,59,Arizona,"San Diego, CA"
2014,West,R64,Gonzaga,8,85,Oklahoma State,9,77,Gonzaga,"San Diego, CA"
2014,West,R64,Oklahoma,5,75,North Dakota State,12,80,North Dakota State,"Spokane, WA"
2014,West,R64,San Diego State,4,73,New Mexico State,13,69,San Diego State,"Spokane, WA"
2014,West,R64,Baylor,6,74,Nebraska,11,60,Baylor,"San Antonio, TX"
2014,West,R64,Creighton,3,76,Louisiana,14,66,Creighton,"San Antonio, TX"
2014,West,R64,Oregon,7,87,BYU,10,68,Oregon,"Milwaukee, WI"
2014,West,R64,Wisconsin,2,75,American,15,35,Wisconsin,"Milwaukee, WI"
2014,West,R32,Arizona,1,84,Gonzaga,8,61,Arizona,"San Diego, CA"
2014,West,R32,North Dakota State,12,44,San Diego State,4,63,San Diego State,"Spokane, WA"
2014,West,R32,Baylor,6,85,Creighton,3,55,Baylor,"San Antonio, TX"
2014,West,R32,Oregon,7,77,Wisconsin,2,85,Wisconsin,"Milwaukee, WI"
2014,West,S16,Arizona,1,70,San Diego State,4,64,Arizona,"Anaheim, CA"
2014,West,S16,Baylor,6,52,Wisconsin,2,69,Wisconsin,"Anaheim, CA"
2014,West,E8,Arizona,1,63,Wisconsin,2,64,Wisconsin,"Anaheim, CA"
2014,National,F4,UConn,7,63,Florida,1,53,UConn,"Arlington, TX"
2014,National,F4,Wisconsin,2,73,Kentucky,8,74,Kentucky,"Arlington, TX"
2014,National,Championship,UConn,7,60,Kentucky,8,54,UConn,"Arlington, TX"
2015,East,R64,Villanova,1,93,Lafayette,16,52,Villanova,"Pittsburgh, PA"
2015,East,R64,NC State,8,66,LSU,9,65,NC State,"Pittsburgh, PA"
2015,East,R64,Northern Iowa,5,71,Wyoming,12,54,Northern Iowa,"Seattle, WA"
2015,East,R64,Louisville,4,57,UC-Irvine,13,55,Louisville,"Seattle, WA"
2015,East,R64,Providence,6,53,Dayton,11,66,Dayton,"Columbus, OH"
2015,East,R64,Oklahoma,3,69,Albany (NY),14,60,Oklahoma,"Columbus, OH"
2015,East,R64,Michigan State,7,70,Georgia,10,63,Michigan State,"Charlotte, NC"
2015,East,R64,Virginia,2,79,Belmont,15,67,Virginia,"Charlotte, NC"
2015,East,R32,Villanova,1,68,NC State,8,71,NC State,"Pittsburgh, PA"
2015,East,R32,Northern Iowa,5,53,Louisville,4,66,Louisville,"Seattle, WA"
2015,East,R32,Dayton,11,66,Oklahoma,3,72,Oklahoma,"Columbus, OH"
2015,East,R32,Michigan State,7,60,Virginia,2,54,Michigan State,"Charlotte, NC"
2015,East,S16,NC State,8,65,Louisville,4,75,Louisville,"Syracuse, NY"
2015,East,S16,Oklahoma,3,58,Michigan State,7,62,Michigan State,"Syracuse, NY"
2015,East,E8,Louisville,4,70,Michigan State,7,76,Michigan State,"Syracuse, NY"
2015,Midwest,R64,Kentucky,1,79,Hampton,16,56,Kentucky,"Louisville, KY"
2015,Midwest,R64,Cincinnati,8,66,Purdue,9,65,Cincinnati,"Louisville, KY"
2015,Midwest,R64,West Virginia,5,68,Buffalo,12,62,West Virginia,"Columbus, OH"
2015,Midwest,R64,Maryland,4,65,Valparaiso,13,62,Maryland,"Columbus, OH"
2015,Midwest,R64,Butler,6,56,Texas,11,48,Butler,"Pittsburgh, PA"
2015,Midwest,R64,Notre Dame,3,69,Northeastern,14,65,Notre Dame,"Pittsburgh, PA"
2015,Midwest,R64,Wichita State,7,81,Indiana,10,76,Wichita State,"Omaha, NE"
2015,Midwest,R64,Kansas,2,75,New Mexico State,15,56,Kansas,"Omaha, NE"
2015,Midwest,R32,Kentucky,1,64,Cincinnati,8,51,Kentucky,"Louisville, KY"
2015,Midwest,R32,West Virginia,5,69,Maryland,4,59,West Virginia,"Columbus, OH"
2015,Midwest,R32,Butler,6,64,Notre Dame,3,67,Notre Dame,"Pittsburgh, PA"
2015,Midwest,R32,Wichita State,7,78,Kansas,2,65,Wichita State,"Omaha, NE"
2015,Midwest,S16,Kentucky,1,78,West Virginia,5,39,Kentucky,"Cleveland, OH"
2015,Midwest,S16,Notre Dame,3,81,Wichita State,7,70,Notre Dame,"Cleveland, OH"
2015,Midwest,E8,Kentucky,1,68,Notre Dame,3,66,Kentucky,"Cleveland, OH"
2015,South,R64,Duke,1,85,Robert Morris,16,56,Duke,"Charlotte, NC"
2015,South,R64,San Diego State,8,76,St. John's (NY),9,64,San Diego State,"Charlotte, NC"
2015,South,R64,Utah,5,57,Stephen F. Austin,12,50,Utah,"Portland, OR"
2015,South,R64,Georgetown,4,84,Eastern Washington,13,74,Georgetown,"Portland, OR"
2015,South,R64,SMU,6,59,UCLA,11,60,UCLA,"Louisville, KY"
2015,South,R64,Iowa State,3,59,UAB,14,60,UAB,"Louisville, KY"
2015,South,R64,Iowa,7,83,Davidson,10,52,Iowa,"Seattle, WA"
2015,South,R64,Gonzaga,2,86,North Dakota State,15,76,Gonzaga,"Seattle, WA"
2015,South,R32,Duke,1,68,San Diego State,8,49,Duke,"Charlotte, NC"
2015,South,R32,Utah,5,75,Georgetown,4,64,Utah,"Portland, OR"
2015,South,R32,UCLA,11,92,UAB,14,75,UCLA,"Louisville, KY"
2015,South,R32,Iowa,7,68,Gonzaga,2,87,Gonzaga,"Seattle, WA"
2015,South,S16,Duke,1,63,Utah,5,57,Duke,"Houston, TX"
2015,South,S16,UCLA,11,62,Gonzaga,2,74,Gonzaga,"Houston, TX"
2015,South,E8,Duke,1,66,Gonzaga,2,52,Duke,"Houston, TX"
2015,West,R64,Wisconsin,1,86,Coastal Carolina,16,72,Wisconsin,"Omaha, NE"
2015,West,R64,Oregon,8,79,Oklahoma State,9,73,Oregon,"Omaha, NE"
2015,West,R64,Arkansas,5,56,Wofford,12,53,Arkansas,"Jacksonville, FL"
2015,West,R64,UNC,4,67,Harvard,13,65,UNC,"Jacksonville, FL"
2015,West,R64,Xavier,6,76,Ole Miss,11,57,Xavier,"Jacksonville, FL"
2015,West,R64,Baylor,3,56,Georgia State,14,57,Georgia State,"Jacksonville, FL"
2015,West,R64,VCU,7,72,Ohio State,10,75,Ohio State,"Portland, OR"
2015,West,R64,Arizona,2,93,Texas Southern,15,72,Arizona,"Portland, OR"
2015,West,R32,Wisconsin,1,72,Oregon,8,65,Wisconsin,"Omaha, NE"
2015,West,R32,Arkansas,5,78,UNC,4,87,UNC,"Jacksonville, FL"
2015,West,R32,Xavier,6,75,Georgia State,14,67,Xavier,"Jacksonville, FL"
2015,West,R32,Ohio State,10,58,Arizona,2,73,Arizona,"Portland, OR"
2015,West,S16,Wisconsin,1,79,UNC,4,72,Wisconsin,"Los Angeles, CA"
2015,West,S16,Xavier,6,60,Arizona,2,68,Arizona,"Los Angeles, CA"
2015,West,E8,Wisconsin,1,85,Arizona,2,78,Wisconsin,"Los Angeles, CA"
2015,National,F4,Duke,1,81,Michigan State,7,61,Duke,"Indianapolis, IN"
2015,National,F4,Kentucky,1,64,Wisconsin,1,71,Wisconsin,"Indianapolis, IN"
2015,National,Championship,Duke,1,68,Wisconsin,1,63,Duke,"Indianapolis, IN"
2016,East,R64,UNC,1,83,Florida Gulf Coast,16,67,UNC,"Raleigh, NC"
2016,East,R64,USC,8,69,Providence,9,70,Providence,"Raleigh, NC"
2016,East,R64,Indiana,5,99,Chattanooga,12,74,Indiana,"Des Moines, IA"
2016,East,R64,Kentucky,4,85,Stony Brook,13,57,Kentucky,"Des Moines, IA"
2016,East,R64,Notre Dame,6,70,Michigan,11,63,Notre Dame,"Brooklyn, NY"
2016,East,R64,West Virginia,3,56,Stephen F. Austin,14,70,Stephen F. Austin,"Brooklyn, NY"
2016,East,R64,Wisconsin,7,47,Pitt,10,43,Wisconsin,"St. Louis, MO"
2016,East,R64,Xavier,2,71,Weber State,15,53,Xavier,"St. Louis, MO"
2016,East,R32,UNC,1,85,Providence,9,66,UNC,"Raleigh, NC"
2016,East,R32,Indiana,5,73,Kentucky,4,67,Indiana,"Des Moines, IA"
2016,East,R32,Notre Dame,6,76,Stephen F. Austin,14,75,Notre Dame,"Brooklyn, NY"
2016,East,R32,Wisconsin,7,66,Xavier,2,63,Wisconsin,"St. Louis, MO"
2016,East,S16,UNC,1,101,Indiana,5,86,UNC,
2016,East,S16,Notre Dame,6,61,Wisconsin,7,56,Notre Dame,
2016,East,E8,UNC,1,88,Notre Dame,6,74,UNC,
2016,Midwest,R64,Virginia,1,81,Hampton,16,45,Virginia,"Raleigh, NC"
2016,Midwest,R64,Texas Tech,8,61,Butler,9,71,Butler,"Raleigh, NC"
2016,Midwest,R64,Purdue,5,83,Little Rock,12,85,Little Rock,
2016,Midwest,R64,Iowa State,4,94,Iona,13,81,Iowa State,
2016,Midwest,R64,Seton Hall,6,52,Gonzaga,11,68,Gonzaga,
2016,Midwest,R64,Utah,3,80,Fresno State,14,69,Utah,
2016,Midwest,R64,Dayton,7,51,Syracuse,10,70,Syracuse,"St. Louis, MO"
2016,Midwest,R64,Michigan State,2,81,Middle Tennessee,15,90,Middle Tennessee,"St. Louis, MO"
2016,Midwest,R32,Virginia,1,77,Butler,9,69,Virginia,"Raleigh, NC"
2016,Midwest,R32,Little Rock,12,61,Iowa State,4,78,Iowa State,
2016,Midwest,R32,Gonzaga,11,82,Utah,3,59,Gonzaga,
2016,Midwest,R32,Syracuse,10,75,Middle Tennessee,15,50,Syracuse,"St. Louis, MO"
2016,Midwest,S16,Virginia,1,84,Iowa State,4,71,Virginia,"Chicago, IL"
2016,Midwest,S16,Gonzaga,11,60,Syracuse,10,63,Syracuse,"Chicago, IL"
2016,Midwest,E8,Virginia,1,62,Syracuse,10,68,Syracuse,"Chicago, IL"
2016,South,R64,Kansas,1,105,Austin Peay,16,79,Kansas,"Des Moines, IA"
2016,South,R64,Colorado,8,67,UConn,9,74,UConn,"Des Moines, IA"
2016,South,R64,Maryland,5,79,South Dakota State,12,74,Maryland,
2016,South,R64,California,4,66,Hawaii,13,77,Hawaii,
2016,South,R64,Arizona,6,55,Wichita State,11,65,Wichita State,"Providence, RI"
2016,South,R64,Miami (FL),3,79,Buffalo,14,72,Miami (FL),"Providence, RI"
2016,South,R64,Iowa,7,72,Temple,10,70,Iowa,"Brooklyn, NY"
2016,South,R64,Villanova,2,86,UNC Asheville,15,56,Villanova,"Brooklyn, NY"
2016,South,R32,Kansas,1,73,UConn,9,61,Kansas,"Des Moines, IA"
2016,South,R32,Maryland,5,73,Hawaii,13,60,Maryland,
2016,South,R32,Wichita State,11,57,Miami (FL),3,65,Miami (FL),"Providence, RI"
2016,South,R32,Iowa,7,68,Villanova,2,87,Villanova,"Brooklyn, NY"
2016,South,S16,Kansas,1,79,Maryland,5,63,Kansas,"Louisville, KY"
2016,South,S16,Miami (FL),3,69,Villanova,2,92,Villanova,"Louisville, KY"
2016,South,E8,Kansas,1,59,Villanova,2,64,Villanova,"Louisville, KY"
2016,West,R64,Oregon,1,91,Holy Cross,16,52,Oregon,
2016,West,R64,St. Joseph's,8,78,Cincinnati,9,76,St. Joseph's,
2016,West,R64,Baylor,5,75,Yale,12,79,Yale,"Providence, RI"
2016,West,R64,Duke,4,93,UNC Wilmington,13,85,Duke,"Providence, RI"
2016,West,R64,Texas,6,72,Northern Iowa,11,75,Northern Iowa,
2016,West,R64,Texas A&M,3,92,Green Bay,14,65,Texas A&M,
2016,West,R64,Oregon State,7,67,VCU,10,75,VCU,
2016,West,R64,Oklahoma,2,82,Cal State Bakersfield,15,68,Oklahoma,
2016,West,R32,Oregon,1,69,St. Joseph's,8,64,Oregon,
2016,West,R32,Yale,12,64,Duke,4,71,Duke,"Providence, RI"
2016,West,R32,Northern Iowa,11,88,Texas A&M,3,92,Texas A&M,
2016,West,R32,VCU,10,81,Oklahoma,2,85,Oklahoma,
2016,West,S16,Oregon,1,82,Duke,4,68,Oregon,"Anaheim, CA"
2016,West,S16,Texas A&M,3,63,Oklahoma,2,77,Oklahoma,"Anaheim, CA"
2016,West,E8,Oregon,1,68,Oklahoma,2,80,Oklahoma,"Anaheim, CA"
2016,National,F4,Villanova,2,95,Oklahoma,2,51,Villanova,
2016,National,F4,Syracuse,10,66,UNC,1,83,UNC,
2016,National,Championship,Villanova,2,77,UNC,1,74,Villanova,
2017,East,R64,Villanova,1,76,Mount St. Mary's,16,56,Villanova,"Buffalo, NY"
2017,East,R64,Wisconsin,8,84,Virginia Tech,9,74,Wisconsin,"Buffalo, NY"
2017,East,R64,Virginia,5,76,UNC Wilmington,12,71,Virginia,"Orlando, FL"
2017,East,R64,Florida,4,80,ETSU,13,65,Florida,"Orlando, FL"
2017,East,R64,SMU,6,65,USC,11,66,USC,"Tulsa, OK"
2017,East,R64,Baylor,3,91,New Mexico State,14,73,Baylor,"Tulsa, OK"
2017,East,R64,South Carolina,7,93,Marquette,10,73,South Carolina,"Greenville, SC"
2017,East,R64,Duke,2,87,Troy,15,65,Duke,"Greenville, SC"
2017,East,R32,Villanova,1,62,Wisconsin,8,65,Wisconsin,"Buffalo, NY"
2017,East,R32,Virginia,5,39,Florida,4,65,Florida,"Orlando, FL"
2017,East,R32,USC,11,78,Baylor,3,82,Baylor,"Tulsa, OK"
2017,East,R32,South Carolina,7,88,Duke,2,81,South Carolina,"Greenville, SC"
2017,East,S16,Wisconsin,8,83,Florida,4,84,Florida,"New York, NY"
2017,East,S16,Baylor,3,50,South Carolina,7,70,South Carolina,"New York, NY"
2017,East,E8,Florida,4,70,South Carolina,7,77,South Carolina,"New York, NY"
2017,Midwest,R64,Kansas,1,100,UC-Davis,16,62,Kansas,"Tulsa, OK"
2017,Midwest,R64,Miami (FL),8,58,Michigan State,9,78,Michigan State,"Tulsa, OK"
2017,Midwest,R64,Iowa State,5,84,Nevada,12,73,Iowa State,"Milwaukee, WI"
2017,Midwest,R64,Purdue,4,80,Vermont,13,70,Purdue,"Milwaukee, WI"
2017,Midwest,R64,Creighton,6,72,Rhode Island,11,84,Rhode Island,"Sacramento, CA"
2017,Midwest,R64,Oregon,3,93,Iona,14,77,Oregon,"Sacramento, CA"
2017,Midwest,R64,Michigan,7,92,Oklahoma State,10,91,Michigan,"Indianapolis, IN"
2017,Midwest,R64,Louisville,2,78,Jacksonville State,15,63,Louisville,"Indianapolis, IN"
2017,Midwest,R32,Kansas,1,90,Michigan State,9,70,Kansas,"Tulsa, OK"
2017,Midwest,R32,Iowa State,5,76,Purdue,4,80,Purdue,"Milwaukee, WI"
2017,Midwest,R32,Rhode Island,11,72,Oregon,3,75,Oregon,"Sacramento, CA"
2017,Midwest,R32,Michigan,7,73,Louisville,2,69,Michigan,"Indianapolis, IN"
2017,Midwest,S16,Kansas,1,98,Purdue,4,66,Kansas,"Kansas City, MO"
2017,Midwest,S16,Oregon,3,69,Michigan,7,68,Oregon,"Kansas City, MO"
2017,Midwest,E8,Kansas,1,60,Oregon,3,74,Oregon,"Kansas City, MO"
2017,South,R64,UNC,1,103,Texas Southern,16,64,UNC,"Greenville, SC"
2017,South,R64,Arkansas,8,77,Seton Hall,9,71,Arkansas,"Greenville, SC"
2017,South,R64,Minnesota,5,72,Middle Tennessee,12,81,Middle Tennessee,"Milwaukee, WI"
2017,South,R64,Butler,4,76,Winthrop,13,64,Butler,"Milwaukee, WI"
2017,South,R64,Cincinnati,6,75,Kansas State,11,61,Cincinnati,"Sacramento, CA"
2017,South,R64,UCLA,3,97,Kent State,14,80,UCLA,"Sacramento, CA"
2017,South,R64,Dayton,7,58,Wichita State,10,64,Wichita State,"Indianapolis, IN"
2017,South,R64,Kentucky,2,79,Northern Kentucky,15,70,Kentucky,"Indianapolis, IN"
2017,South,R32,UNC,1,72,Arkansas,8,65,UNC,"Greenville, SC"
2017,South,R32,Middle Tennessee,12,65,Butler,4,74,Butler,"Milwaukee, WI"
2017,South,R32,Cincinnati,6,67,UCLA,3,79,UCLA,"Sacramento, CA"
2017,South,R32,Wichita State,10,62,Kentucky,2,65,Kentucky,"Indianapolis, IN"
2017,South,S16,UNC,1,92,Butler,4,80,UNC,"Memphis, TN"
2017,South,S16,UCLA,3,75,Kentucky,2,86,Kentucky,"Memphis, TN"
2017,South,E8,UNC,1,75,Kentucky,2,73,UNC,"Memphis, TN"
2017,West,R64,Gonzaga,1,66,South Dakota State,16,46,Gonzaga,"Salt Lake City, UT"
2017,West,R64,Northwestern,8,68,Vanderbilt,9,66,Northwestern,"Salt Lake City, UT"
2017,West,R64,Notre Dame,5,60,Princeton,12,58,Notre Dame,"Buffalo, NY"
2017,West,R64,West Virginia,4,86,Bucknell,13,80,West Virginia,"Buffalo, NY"
2017,West,R64,Maryland,6,65,Xavier,11,76,Xavier,"Orlando, FL"
2017,West,R64,Florida State,3,86,Florida Gulf Coast,14,80,Florida State,"Orlando, FL"
2017,West,R64,Saint Mary's,7,85,VCU,10,77,Saint Mary's,"Salt Lake City, UT"
2017,West,R64,Arizona,2,100,North Dakota,15,82,Arizona,"Salt Lake City, UT"
2017,West,R32,Gonzaga,1,79,Northwestern,8,73,Gonzaga,"Salt Lake City, UT"
2017,West,R32,Notre Dame,5,71,West Virginia,4,83,West Virginia,"Buffalo, NY"
2017,West,R32,Xavier,11,91,Florida State,3,66,Xavier,"Orlando, FL"
2017,West,R32,Saint Mary's,7,60,Arizona,2,69,Arizona,"Salt Lake City, UT"
2017,West,S16,Gonzaga,1,61,West Virginia,4,58,Gonzaga,"San Jose, CA"
2017,West,S16,Xavier,11,73,Arizona,2,71,Xavier,"San Jose, CA"
2017,West,E8,Gonzaga,1,83,Xavier,11,59,Gonzaga,"San Jose, CA"
2017,National,F4,Oregon,3,76,UNC,1,77,UNC,"Glendale, AZ"
2017,National,F4,South Carolina,7,73,Gonzaga,1,77,Gonzaga,"Glendale, AZ"
2017,National,Championship,UNC,1,71,Gonzaga,1,65,UNC,"Glendale, AZ"
2018,East,R64,Villanova,1,87,Radford,16,61,Villanova,"Pittsburgh, PA"
2018,East,R64,Virginia Tech,8,83,Alabama,9,86,Alabama,"Pittsburgh, PA"
2018,East,R64,West Virginia,5,85,Murray State,12,68,West Virginia,"San Diego, CA"
2018,East,R64,Wichita State,4,75,Marshall,13,81,Marshall,"San Diego, CA"
2018,East,R64,Florida,6,77,St. Bonaventure,11,62,Florida,"Dallas, TX"
2018,East,R64,Texas Tech,3,70,Stephen F. Austin,14,60,Texas Tech,"Dallas, TX"
