Year,Region,Round,TeamA,SeedA,ScoreA,TeamB,SeedB,ScoreB,Winner,Location
2018,East,R64,Arkansas,7,62,Butler,10,79,Butler,"Detroit, MI"
2018,East,R64,Purdue,2,74,Cal State Fullerton,15,48,Purdue,"Detroit, MI"
2018,East,R32,Villanova,1,81,Alabama,9,58,Villanova,"Pittsburgh, PA"
2018,East,R32,West Virginia,5,94,Marshall,13,71,West Virginia,"San Diego, CA"
2018,East,R32,Florida,6,66,Texas Tech,3,69,Texas Tech,"Dallas, TX"
2018,East,R32,Butler,10,73,Purdue,2,76,Purdue,"Detroit, MI"
2018,East,S16,Villanova,1,90,West Virginia,5,78,Villanova,"Boston, MA"
2018,East,S16,Texas Tech,3,78,Purdue,2,65,Texas Tech,"Boston, MA"
2018,East,E8,Villanova,1,71,Texas Tech,3,59,Villanova,"Boston, MA"
2018,Midwest,R64,Kansas,1,76,Penn,16,60,Kansas,"Wichita, KS"
2018,Midwest,R64,Seton Hall,8,94,NC State,9,83,Seton Hall,"Wichita, KS"
2018,Midwest,R64,Clemson,5,79,New Mexico State,12,68,Clemson,"San Diego, CA"
2018,Midwest,R64,Auburn,4,62,College of Charleston,13,58,Auburn,"San Diego, CA"
2018,Midwest,R64,TCU,6,52,Syracuse,11,57,Syracuse,"Detroit, MI"
2018,Midwest,R64,Michigan State,3,82,Bucknell,14,78,Michigan State,"Detroit, MI"
2018,Midwest,R64,Rhode Island,7,83,Oklahoma,10,78,Rhode Island,"Pittsburgh, PA"
2018,Midwest,R64,Duke,2,89,Iona,15,67,Duke,"Pittsburgh, PA"
2018,Midwest,R32,Kansas,1,83,Seton Hall,8,79,Kansas,"Wichita, KS"
2018,Midwest,R32,Clemson,5,84,Auburn,4,53,Clemson,"San Diego, CA"
2018,Midwest,R32,Syracuse,11,55,Michigan State,3,53,Syracuse,"Detroit, MI"
2018,Midwest,R32,Rhode Island,7,62,Duke,2,87,Duke,"Pittsburgh, PA"
2018,Midwest,S16,Kansas,1,80,Clemson,5,76,Kansas,"Omaha, NE"
2018,Midwest,S16,Syracuse,11,65,Duke,2,69,Duke,"Omaha, NE"
2018,Midwest,E8,Kansas,1,85,Duke,2,81,Kansas,"Omaha, NE"
2018,South,R64,Virginia,1,54,UMBC,16,74,UMBC,"Charlotte, NC"
2018,South,R64,Creighton,8,59,Kansas State,9,69,Kansas State,"Charlotte, NC"
2018,South,R64,Kentucky,5,78,Davidson,12,73,Kentucky,"Boise, ID"
2018,South,R64,Arizona,4,68,Buffalo,13,89,Buffalo,"Boise, ID"
2018,South,R64,Miami (FL),6,62,Loyola (IL),11,64,Loyola (IL),"Dallas, TX"
2018,South,R64,Tennessee,3,73,Wright State,14,47,Tennessee,"Dallas, TX"
2018,South,R64,Nevada,7,87,Texas,10,83,Nevada,"Nashville, TN"
2018,South,R64,Cincinnati,2,68,Georgia State,15,53,Cincinnati,"Nashville, TN"
2018,South,R32,UMBC,16,43,Kansas State,9,50,Kansas State,"Charlotte, NC"
2018,South,R32,Kentucky,5,95,Buffalo,13,75,Kentucky,"Boise, ID"
2018,South,R32,Loyola (IL),11,63,Tennessee,3,62,Loyola (IL),"Dallas, TX"
2018,South,R32,Nevada,7,75,Cincinnati,2,73,Nevada,"Nashville, TN"
2018,South,S16,Kansas State,9,61,Kentucky,5,58,Kansas State,"Atlanta, GA"
2018,South,S16,Loyola (IL),11,69,Nevada,7,68,Loyola (IL),"Atlanta, GA"
2018,South,E8,Kansas State,9,62,Loyola (IL),11,78,Loyola (IL),"Atlanta, GA"
2018,West,R64,Xavier,1,102,Texas Southern,16,83,Xavier,"Nashville, TN"
2018,West,R64,Missouri,8,54,Florida State,9,67,Florida State,"Nashville, TN"
2018,West,R64,Ohio State,5,81,South Dakota State,12,73,Ohio State,"Boise, ID"
2018,West,R64,Gonzaga,4,68,UNC Greensboro,13,64,Gonzaga,"Boise, ID"
2018,West,R64,Houston,6,67,San Diego State,11,65,Houston,"Wichita, KS"
2018,West,R64,Michigan,3,61,Montana,14,47,Michigan,"Wichita, KS"
2018,West,R64,Texas A&M,7,73,Providence,10,69,Texas A&M,"Charlotte, NC"
2018,West,R64,UNC,2,84,Lipscomb,15,66,UNC,"Charlotte, NC"
2018,West,R32,Xavier,1,70,Florida State,9,75,Florida State,"Nashville, TN"
2018,West,R32,Ohio State,5,84,Gonzaga,4,90,Gonzaga,"Boise, ID"
2018,West,R32,Houston,6,63,Michigan,3,64,Michigan,"Wichita, KS"
2018,West,R32,Texas A&M,7,86,UNC,2,65,Texas A&M,"Charlotte, NC"
2018,West,S16,Florida State,9,75,Gonzaga,4,60,Florida State,"Los Angeles, CA"
2018,West,S16,Michigan,3,99,Texas A&M,7,72,Michigan,"Los Angeles, CA"
2018,West,E8,Florida State,9,54,Michigan,3,58,Michigan,"Los Angeles, CA"
2018,National,F4,Villanova,1,95,Kansas,1,79,Villanova,"San Antonio, TX"
2018,National,F4,Loyola (IL),11,57,Michigan,3,69,Michigan,"San Antonio, TX"
2018,National,Championship,Villanova,1,79,Michigan,3,62,Villanova,"San Antonio, TX"
2019,East,R64,Duke,1,85,North Dakota State,16,62,Duke,"Columbia, SC"
2019,East,R64,VCU,8,58,UCF,9,73,UCF,"Columbia, SC"
2019,East,R64,Mississippi State,5,76,Liberty,12,80,Liberty,"San Jose, CA"
2019,East,R64,Virginia Tech,4,66,Saint Louis,13,52,Virginia Tech,"San Jose, CA"
2019,East,R64,Maryland,6,79,Belmont,11,77,Maryland,"Jacksonville, FL"
2019,East,R64,LSU,3,79,Yale,14,74,LSU,"Jacksonville, FL"
2019,East,R64,Louisville,7,76,Minnesota,10,86,Minnesota,"Des Moines, IA"
2019,East,R64,Michigan State,2,76,Bradley,15,65,Michigan State,"Des Moines, IA"
2019,East,R32,Duke,1,77,UCF,9,76,Duke,"Columbia, SC"
2019,East,R32,Liberty,12,58,Virginia Tech,4,67,Virginia Tech,"San Jose, CA"
2019,East,R32,Maryland,6,67,LSU,3,69,LSU,"Jacksonville, FL"
2019,East,R32,Minnesota,10,50,Michigan State,2,70,Michigan State,"Des Moines, IA"
2019,East,S16,Duke,1,75,Virginia Tech,4,73,Duke,"Washington, DC"
2019,East,S16,LSU,3,63,Michigan State,2,80,Michigan State,"Washington, DC"
2019,East,E8,Duke,1,67,Michigan State,2,68,Michigan State,"Washington, DC"
2019,Midwest,R64,UNC,1,88,Iona,16,73,UNC,"Columbus, OH"
2019,Midwest,R64,Utah State,8,61,Washington,9,78,Washington,"Columbus, OH"
2019,Midwest,R64,Auburn,5,78,New Mexico State,12,77,Auburn,"Salt Lake City, UT"
2019,Midwest,R64,Kansas,4,87,Northeastern,13,53,Kansas,"Salt Lake City, UT"
2019,Midwest,R64,Iowa State,6,59,Ohio State,11,62,Ohio State,"Tulsa, OK"
2019,Midwest,R64,Houston,3,84,Georgia State,14,55,Houston,"Tulsa, OK"
2019,Midwest,R64,Wofford,7,84,Seton Hall,10,68,Wofford,"Jacksonville, FL"
2019,Midwest,R64,Kentucky,2,79,Abilene Christian,15,44,Kentucky,"Jacksonville, FL"
2019,Midwest,R32,UNC,1,81,Washington,9,59,UNC,"Columbus, OH"
2019,Midwest,R32,Auburn,5,89,Kansas,4,75,Auburn,"Salt Lake City, UT"
2019,Midwest,R32,Ohio State,11,59,Houston,3,74,Houston,"Tulsa, OK"
2019,Midwest,R32,Wofford,7,56,Kentucky,2,62,Kentucky,"Jacksonville, FL"
2019,Midwest,S16,UNC,1,80,Auburn,5,97,Auburn,"Kansas City, MO"
2019,Midwest,S16,Houston,3,58,Kentucky,2,62,Kentucky,"Kansas City, MO"
2019,Midwest,E8,Auburn,5,77,Kentucky,2,71,Auburn,"Kansas City, MO"
2019,South,R64,Virginia,1,71,Gardner-Webb,16,56,Virginia,"Columbia, SC"
2019,South,R64,Ole Miss,8,72,Oklahoma,9,95,Oklahoma,"Columbia, SC"
2019,South,R64,Wisconsin,5,54,Oregon,12,72,Oregon,"San Jose, CA"
2019,South,R64,Kansas State,4,64,UC-Irvine,13,70,UC-Irvine,"San Jose, CA"
2019,South,R64,Villanova,6,61,Saint Mary's,11,57,Villanova,"Hartford, CT"
2019,South,R64,Purdue,3,61,Old Dominion,14,48,Purdue,"Hartford, CT"
2019,South,R64,Cincinnati,7,72,Iowa,10,79,Iowa,"Columbus, OH"
2019,South,R64,Tennessee,2,77,Colgate,15,70,Tennessee,"Columbus, OH"
2019,South,R32,Virginia,1,63,Oklahoma,9,51,Virginia,"Columbia, SC"
2019,South,R32,Oregon,12,73,UC-Irvine,13,54,Oregon,"San Jose, CA"
2019,South,R32,Villanova,6,61,Purdue,3,87,Purdue,"Hartford, CT"
2019,South,R32,Iowa,10,77,Tennessee,2,83,Tennessee,"Columbus, OH"
2019,South,S16,Virginia,1,53,Oregon,12,49,Virginia,"Louisville, KY"
2019,South,S16,Purdue,3,99,Tennessee,2,94,Purdue,"Louisville, KY"
2019,South,E8,Virginia,1,80,Purdue,3,75,Virginia,"Louisville, KY"
2019,West,R64,Gonzaga,1,87,FDU,16,49,Gonzaga,"Salt Lake City, UT"
2019,West,R64,Syracuse,8,69,Baylor,9,78,Baylor,"Salt Lake City, UT"
2019,West,R64,Marquette,5,64,Murray State,12,83,Murray State,"Hartford, CT"
2019,West,R64,Florida State,4,76,Vermont,13,69,Florida State,"Hartford, CT"
2019,West,R64,Buffalo,6,91,Arizona State,11,74,Buffalo,"Tulsa, OK"
2019,West,R64,Texas Tech,3,72,Northern Kentucky,14,57,Texas Tech,"Tulsa, OK"
2019,West,R64,Nevada,7,61,Florida,10,70,Florida,"Des Moines, IA"
2019,West,R64,Michigan,2,74,Montana,15,55,Michigan,"Des Moines, IA"
2019,West,R32,Gonzaga,1,83,Baylor,9,71,Gonzaga,"Salt Lake City, UT"
2019,West,R32,Murray State,12,62,Florida State,4,90,Florida State,"Hartford, CT"
2019,West,R32,Buffalo,6,58,Texas Tech,3,78,Texas Tech,"Tulsa, OK"
2019,West,R32,Florida,10,49,Michigan,2,64,Michigan,"Des Moines, IA"
2019,West,S16,Gonzaga,1,72,Florida State,4,58,Gonzaga,"Anaheim, CA"
2019,West,S16,Texas Tech,3,63,Michigan,2,44,Texas Tech,"Anaheim, CA"
2019,West,E8,Gonzaga,1,69,Texas Tech,3,75,Texas Tech,"Anaheim, CA"
2019,National,F4,Virginia,1,63,Auburn,5,62,Virginia,"Minneapolis, MN"
2019,National,F4,Texas Tech,3,61,Michigan State,2,51,Texas Tech,"Minneapolis, MN"
2019,National,Championship,Virginia,1,85,Texas Tech,3,77,Virginia,"Minneapolis, MN"
2021,East,R64,Michigan,1,82,Texas Southern,16,66,Michigan,"West Lafayette, IN"
2021,East,R64,LSU,8,76,St. Bonaventure,9,61,LSU,"Bloomington, IN"
2021,East,R64,Colorado,5,96,Georgetown,12,73,Colorado,"Indianapolis, IN"
2021,East,R64,Florida State,4,64,UNC Greensboro,13,54,Florida State,"Indianapolis, IN"
2021,East,R64,BYU,6,62,UCLA,11,73,UCLA,"Indianapolis, IN"
2021,East,R64,Texas,3,52,Abilene Christian,14,53,Abilene Christian,"Indianapolis, IN"
2021,East,R64,UConn,7,54,Maryland,10,63,Maryland,"West Lafayette, IN"
2021,East,R64,Alabama,2,68,Iona,15,55,Alabama,"Indianapolis, IN"
2021,East,R32,Michigan,1,86,LSU,8,78,Michigan,"Indianapolis, IN"
2021,East,R32,Colorado,5,53,Florida State,4,71,Florida State,"Indianapolis, IN"
2021,East,R32,UCLA,11,67,Abilene Christian,14,47,UCLA,"Indianapolis, IN"
2021,East,R32,Maryland,10,77,Alabama,2,96,Alabama,"Indianapolis, IN"
2021,East,S16,Michigan,1,76,Florida State,4,58,Michigan,"Indianapolis, IN"
2021,East,S16,UCLA,11,88,Alabama,2,78,UCLA,"Indianapolis, IN"
2021,East,E8,Michigan,1,49,UCLA,11,51,UCLA,"Indianapolis, IN"
2021,Midwest,R64,Illinois,1,78,Drexel,16,49,Illinois,"Indianapolis, IN"
2021,Midwest,R64,Loyola (IL),8,71,Georgia Tech,9,60,Loyola (IL),"Indianapolis, IN"
2021,Midwest,R64,Tennessee,5,56,Oregon State,12,70,Oregon State,"Indianapolis, IN"
2021,Midwest,R64,Oklahoma State,4,69,Liberty,13,60,Oklahoma State,"Indianapolis, IN"
2021,Midwest,R64,San Diego State,6,62,Syracuse,11,78,Syracuse,"Indianapolis, IN"
2021,Midwest,R64,West Virginia,3,84,Morehead State,14,67,West Virginia,"Indianapolis, IN"
2021,Midwest,R64,Clemson,7,56,Rutgers,10,60,Rutgers,"Indianapolis, IN"
2021,Midwest,R64,Houston,2,87,Cleveland State,15,56,Houston,"Bloomington, IN"
2021,Midwest,R32,Illinois,1,58,Loyola (IL),8,71,Loyola (IL),"Indianapolis, IN"
2021,Midwest,R32,Oregon State,12,80,Oklahoma State,4,70,Oregon State,"Indianapolis, IN"
2021,Midwest,R32,Syracuse,11,75,West Virginia,3,72,Syracuse,"Indianapolis, IN"
2021,Midwest,R32,Rutgers,10,60,Houston,2,63,Houston,"Indianapolis, IN"
2021,Midwest,S16,Loyola (IL),8,58,Oregon State,12,65,Oregon State,"Indianapolis, IN"
2021,Midwest,S16,Syracuse,11,46,Houston,2,62,Houston,"Indianapolis, IN"
2021,Midwest,E8,Oregon State,12,61,Houston,2,67,Houston,"Indianapolis, IN"
2021,South,R64,Baylor,1,79,Hartford,16,55,Baylor,"Indianapolis, IN"
2021,South,R64,UNC,8,62,Wisconsin,9,85,Wisconsin,"West Lafayette, IN"
2021,South,R64,Villanova,5,73,Winthrop,12,63,Villanova,"Indianapolis, IN"
2021,South,R64,Purdue,4,69,North Texas,13,78,North Texas,"Indianapolis, IN"
2021,South,R64,Texas Tech,6,65,Utah State,11,53,Texas Tech,"Bloomington, IN"
2021,South,R64,Arkansas,3,85,Colgate,14,68,Arkansas,"Indianapolis, IN"
2021,South,R64,Florida,7,75,Virginia Tech,10,70,Florida,"Indianapolis, IN"
2021,South,R64,Ohio State,2,72,Oral Roberts,15,75,Oral Roberts,"West Lafayette, IN"
2021,South,R32,Baylor,1,76,Wisconsin,9,63,Baylor,"Indianapolis, IN"
2021,South,R32,Villanova,5,84,North Texas,13,61,Villanova,"Indianapolis, IN"
2021,South,R32,Texas Tech,6,66,Arkansas,3,68,Arkansas,"Indianapolis, IN"
2021,South,R32,Florida,7,78,Oral Roberts,15,81,Oral Roberts,"Indianapolis, IN"
2021,South,S16,Baylor,1,62,Villanova,5,51,Baylor,"Indianapolis, IN"
2021,South,S16,Arkansas,3,72,Oral Roberts,15,70,Arkansas,"Indianapolis, IN"
2021,South,E8,Baylor,1,81,Arkansas,3,72,Baylor,"Indianapolis, IN"
2021,West,R64,Gonzaga,1,98,Norfolk State,16,55,Gonzaga,"Indianapolis, IN"
2021,West,R64,Oklahoma,8,72,Missouri,9,68,Oklahoma,"Indianapolis, IN"
2021,West,R64,Creighton,5,63,UCSB,12,62,Creighton,"Indianapolis, IN"
2021,West,R64,Virginia,4,58,Ohio,13,62,Ohio,"Bloomington, IN"
2021,West,R64,USC,6,72,Drake,11,56,USC,"Indianapolis, IN"
2021,West,R64,Kansas,3,93,Eastern Washington,14,84,Kansas,"Indianapolis, IN"
2021,West,R64,Oregon,7,,VCU,10,,,"Indianapolis, IN"
2021,West,R64,Iowa,2,86,Grand Canyon,15,74,Iowa,"Indianapolis, IN"
2021,West,R32,Gonzaga,1,87,Oklahoma,8,71,Gonzaga,"Indianapolis, IN"
2021,West,R32,Creighton,5,72,Ohio,13,58,Creighton,"Indianapolis, IN"
2021,West,R32,USC,6,85,Kansas,3,51,USC,"Indianapolis, IN"
2021,West,R32,Oregon,7,95,Iowa,2,80,Oregon,"Indianapolis, IN"
2021,West,S16,Gonzaga,1,83,Creighton,5,65,Gonzaga,"Indianapolis, IN"
2021,West,S16,USC,6,82,Oregon,7,68,USC,"Indianapolis, IN"
2021,West,E8,Gonzaga,1,85,USC,6,66,Gonzaga,"Indianapolis, IN"
2021,National,F4,Baylor,1,78,Houston,2,59,Baylor,"Indianapolis, IN"
2021,National,F4,Gonzaga,1,93,UCLA,11,90,Gonzaga,"Indianapolis, IN"
2021,National,Championship,Baylor,1,86,Gonzaga,1,70,Baylor,"Indianapolis, IN"
2022,East,R64,Baylor,1,85,Norfolk State,16,49,Baylor,"Fort Worth, TX"
2022,East,R64,UNC,8,95,Marquette,9,63,UNC,"Fort Worth, TX"
2022,East,R64,Saint Mary's,5,82,Indiana,12,53,Saint Mary's,"Portland, OR"
2022,East,R64,UCLA,4,57,Akron,13,53,UCLA,"Portland, OR"
2022,East,R64,Texas,6,81,Virginia Tech,11,73,Texas,"Milwaukee, WI"
2022,East,R64,Purdue,3,78,Yale,14,56,Purdue,"Milwaukee, WI"
2022,East,R64,Murray State,7,92,San Francisco,10,87,Murray State,"Indianapolis, IN"
2022,East,R64,Kentucky,2,79,St. Peter's,15,85,St. Peter's,"Indianapolis, IN"
2022,East,R32,Baylor,1,86,UNC,8,93,UNC,"Fort Worth, TX"
2022,East,R32,Saint Mary's,5,56,UCLA,4,72,UCLA,"Portland, OR"
2022,East,R32,Texas,6,71,Purdue,3,81,Purdue,"Milwaukee, WI"
2022,East,R32,Murray State,7,60,St. Peter's,15,70,St. Peter's,"Indianapolis, IN"
2022,East,S16,UNC,8,73,UCLA,4,66,UNC,"Philadelphia, PA"
2022,East,S16,Purdue,3,64,St. Peter's,15,67,St. Peter's,"Philadelphia, PA"
2022,East,E8,UNC,8,69,St. Peter's,15,49,UNC,"Philadelphia, PA"
2022,Midwest,R64,Kansas,1,83,Texas Southern,16,56,Kansas,"Fort Worth, TX"
2022,Midwest,R64,San Diego State,8,69,Creighton,9,72,Creighton,"Fort Worth, TX"
2022,Midwest,R64,Iowa,5,63,Richmond,12,67,Richmond,"Buffalo, NY"
2022,Midwest,R64,Providence,4,66,South Dakota State,13,57,Providence,"Buffalo, NY"
2022,Midwest,R64,LSU,6,54,Iowa State,11,59,Iowa State,"Milwaukee, WI"
2022,Midwest,R64,Wisconsin,3,67,Colgate,14,60,Wisconsin,"Milwaukee, WI"
2022,Midwest,R64,USC,7,66,Miami (FL),10,68,Miami (FL),"Greenville, SC"
2022,Midwest,R64,Auburn,2,80,Jacksonville State,15,61,Auburn,"Greenville, SC"
2022,Midwest,R32,Kansas,1,79,Creighton,9,72,Kansas,"Fort Worth, TX"
2022,Midwest,R32,Richmond,12,51,Providence,4,79,Providence,"Buffalo, NY"
2022,Midwest,R32,Iowa State,11,54,Wisconsin,3,49,Iowa State,"Milwaukee, WI"
2022,Midwest,R32,Miami (FL),10,79,Auburn,2,61,Miami (FL),"Greenville, SC"
2022,Midwest,S16,Kansas,1,66,Providence,4,61,Kansas,"Chicago, IL"
2022,Midwest,S16,Iowa State,11,56,Miami (FL),10,70,Miami (FL),"Chicago, IL"
2022,Midwest,E8,Kansas,1,76,Miami (FL),10,50,Kansas,"Chicago, IL"
2022,South,R64,Arizona,1,87,Wright State,16,70,Arizona,"San Diego, CA"
2022,South,R64,Seton Hall,8,42,TCU,9,69,TCU,"San Diego, CA"
2022,South,R64,Houston,5,82,UAB,12,68,Houston,"Pittsburgh, PA"
2022,South,R64,Illinois,4,54,Chattanooga,13,53,Illinois,"Pittsburgh, PA"
2022,South,R64,Colorado State,6,63,Michigan,11,75,Michigan,"Indianapolis, IN"
2022,South,R64,Tennessee,3,88,Longwood,14,56,Tennessee,"Indianapolis, IN"
2022,South,R64,Ohio State,7,54,Loyola (IL),10,41,Ohio State,"Pittsburgh, PA"
2022,South,R64,Villanova,2,80,Delaware,15,60,Villanova,"Pittsburgh, PA"
2022,South,R32,Arizona,1,85,TCU,9,80,Arizona,"San Diego, CA"
2022,South,R32,Houston,5,68,Illinois,4,53,Houston,"Pittsburgh, PA"
2022,South,R32,Michigan,11,76,Tennessee,3,68,Michigan,"Indianapolis, IN"
2022,South,R32,Ohio State,7,61,Villanova,2,71,Villanova,"Pittsburgh, PA"
2022,South,S16,Arizona,1,60,Houston,5,72,Houston,"San Antonio, TX"
2022,South,S16,Michigan,11,55,Villanova,2,63,Villanova,"San Antonio, TX"
2022,South,E8,Houston,5,44,Villanova,2,50,Villanova,"San Antonio, TX"
2022,West,R64,Gonzaga,1,93,Georgia State,16,72,Gonzaga,"Portland, OR"
2022,West,R64,Boise State,8,53,Memphis,9,64,Memphis,"Portland, OR"
2022,West,R64,UConn,5,63,New Mexico State,12,70,New Mexico State,"Buffalo, NY"
2022,West,R64,Arkansas,4,75,Vermont,13,71,Arkansas,"Buffalo, NY"
2022,West,R64,Alabama,6,64,Notre Dame,11,78,Notre Dame,"San Diego, CA"
2022,West,R64,Texas Tech,3,97,Montana State,14,62,Texas Tech,"San Diego, CA"
2022,West,R64,Michigan State,7,74,Davidson,10,73,Michigan State,"Greenville, SC"
2022,West,R64,Duke,2,78,Cal State Fullerton,15,61,Duke,"Greenville, SC"
2022,West,R32,Gonzaga,1,82,Memphis,9,78,Gonzaga,"Portland, OR"
2022,West,R32,New Mexico State,12,48,Arkansas,4,53,Arkansas,"Buffalo, NY"
2022,West,R32,Notre Dame,11,53,Texas Tech,3,59,Texas Tech,"San Diego, CA"
2022,West,R32,Michigan State,7,76,Duke,2,85,Duke,"Greenville, SC"
2022,West,S16,Gonzaga,1,68,Arkansas,4,74,Arkansas,"San Francisco, CA"
2022,West,S16,Texas Tech,3,73,Duke,2,78,Duke,"San Francisco, CA"
2022,West,E8,Arkansas,4,69,Duke,2,78,Duke,"San Francisco, CA"
2022,National,F4,Villanova,2,65,Kansas,1,81,Kansas,"New Orleans, LA"
2022,National,F4,Duke,2,77,UNC,8,81,UNC,"New Orleans, LA"
2022,National,Championship,Kansas,1,72,UNC,8,69,Kansas,"New Orleans, LA"
2023,East,R64,Purdue,1,58,FDU,16,63,FDU,"Columbus, OH"
2023,East,R64,Memphis,8,65,Florida Atlantic,9,66,Florida Atlantic,"Columbus, OH"
2023,East,R64,Duke,5,74,Oral Roberts,12,51,Duke,"Orlando, FL"
2023,East,R64,Tennessee,4,58,Louisiana,13,55,Tennessee,"Orlando, FL"
2023,East,R64,Kentucky,6,61,Providence,11,53,Kentucky,"Greensboro, NC"
2023,East,R64,Kansas State,3,77,Montana State,14,65,Kansas State,"Greensboro, NC"
2023,East,R64,Michigan State,7,72,USC,10,62,Michigan State,"Columbus, OH"
2023,East,R64,Marquette,2,78,Vermont,15,61,Marquette,"Columbus, OH"
2023,East,R32,FDU,16,70,Florida Atlantic,9,78,Florida Atlantic,"Columbus, OH"
2023,East,R32,Duke,5,52,Tennessee,4,65,Tennessee,"Orlando, FL"
2023,East,R32,Kentucky,6,69,Kansas State,3,75,Kansas State,"Greensboro, NC"
2023,East,R32,Michigan State,7,69,Marquette,2,60,Michigan State,"Columbus, OH"
2023,East,S16,Florida Atlantic,9,62,Tennessee,4,55,Florida Atlantic,"New York, NY"
2023,East,S16,Kansas State,3,98,Michigan State,7,93,Kansas State,"New York, NY"
2023,East,E8,Florida Atlantic,9,79,Kansas State,3,76,Florida Atlantic,"New York, NY"
2023,Midwest,R64,Houston,1,63,Northern Kentucky,16,52,Houston,"Birmingham, AL"
2023,Midwest,R64,Iowa,8,75,Auburn,9,83,Auburn,"Birmingham, AL"
2023,Midwest,R64,Miami (FL),5,63,Drake,12,56,Miami (FL),"Albany, NY"
2023,Midwest,R64,Indiana,4,71,Kent State,13,60,Indiana,"Albany, NY"
2023,Midwest,R64,Iowa State,6,41,Pitt,11,59,Pitt,"Greensboro, NC"
2023,Midwest,R64,Xavier,3,72,Kennesaw State,14,67,Xavier,"Greensboro, NC"
2023,Midwest,R64,Texas A&M,7,59,Penn State,10,76,Penn State,"Des Moines, IA"
2023,Midwest,R64,Texas,2,81,Colgate,15,61,Texas,"Des Moines, IA"
2023,Midwest,R32,Houston,1,81,Auburn,9,64,Houston,"Birmingham, AL"
2023,Midwest,R32,Miami (FL),5,85,Indiana,4,69,Miami (FL),"Albany, NY"
2023,Midwest,R32,Pitt,11,73,Xavier,3,84,Xavier,"Greensboro, NC"
2023,Midwest,R32,Penn State,10,66,Texas,2,71,Texas,"Des Moines, IA"
2023,Midwest,S16,Houston,1,75,Miami (FL),5,89,Miami (FL),"Kansas City, MO"
2023,Midwest,S16,Xavier,3,71,Texas,2,83,Texas,"Kansas City, MO"
2023,Midwest,E8,Miami (FL),5,88,Texas,2,81,Miami (FL),"Kansas City, MO"
2023,South,R64,Alabama,1,96,Texas A&M-Corpus Christi,16,75,Alabama,"Birmingham, AL"
2023,South,R64,Maryland,8,67,West Virginia,9,65,Maryland,"Birmingham, AL"
2023,South,R64,San Diego State,5,63,College of Charleston,12,57,San Diego State,"Orlando, FL"
2023,South,R64,Virginia,4,67,Furman,13,68,Furman,"Orlando, FL"
2023,South,R64,Creighton,6,72,NC State,11,63,Creighton,
2023,South,R64,Baylor,3,74,UCSB,14,56,Baylor,
2023,South,R64,Missouri,7,76,Utah State,10,65,Missouri,"Sacramento, CA"
2023,South,R64,Arizona,2,55,Princeton,15,59,Princeton,"Sacramento, CA"
2023,South,R32,Alabama,1,73,Maryland,8,51,Alabama,"Birmingham, AL"
2023,South,R32,San Diego State,5,75,Furman,13,52,San Diego State,"Orlando, FL"
2023,South,R32,Creighton,6,85,Baylor,3,76,Creighton,
2023,South,R32,Missouri,7,63,Princeton,15,78,Princeton,"Sacramento, CA"
2023,South,S16,Alabama,1,64,San Diego State,5,71,San Diego State,"Louisville, KY"
2023,South,S16,Creighton,6,86,Princeton,15,75,Creighton,"Louisville, KY"
2023,South,E8,San Diego State,5,57,Creighton,6,56,San Diego State,"Louisville, KY"
2023,West,R64,Kansas,1,96,Howard,16,68,Kansas,"Des Moines, IA"
2023,West,R64,Arkansas,8,73,Illinois,9,63,Arkansas,"Des Moines, IA"
2023,West,R64,Saint Mary's,5,63,VCU,12,51,Saint Mary's,"Albany, NY"
2023,West,R64,UConn,4,87,Iona,13,63,UConn,"Albany, NY"
2023,West,R64,TCU,6,72,Arizona State,11,70,TCU,
2023,West,R64,Gonzaga,3,82,Grand Canyon,14,70,Gonzaga,
2023,West,R64,Northwestern,7,75,Boise State,10,67,Northwestern,"Sacramento, CA"
2023,West,R64,UCLA,2,86,UNC Asheville,15,53,UCLA,"Sacramento, CA"
2023,West,R32,Kansas,1,71,Arkansas,8,72,Arkansas,"Des Moines, IA"
2023,West,R32,Saint Mary's,5,55,UConn,4,70,UConn,"Albany, NY"
2023,West,R32,TCU,6,81,Gonzaga,3,84,Gonzaga,
2023,West,R32,Northwestern,7,63,UCLA,2,68,UCLA,"Sacramento, CA"
2023,West,S16,Arkansas,8,65,UConn,4,88,UConn,"Las Vegas, NV"
2023,West,S16,Gonzaga,3,79,UCLA,2,76,Gonzaga,"Las Vegas, NV"
2023,West,E8,UConn,4,82,Gonzaga,3,54,UConn,"Las Vegas, NV"
2023,National,F4,Florida Atlantic,9,71,San Diego State,5,72,San Diego State,"Houston, TX"
2023,National,F4,Miami (FL),5,59,UConn,4,72,UConn,"Houston, TX"
2023,National,Championship,San Diego State,5,59,UConn,4,76,UConn,"Houston, TX"
2024,East,R64,UConn,1,91,Stetson,16,52,UConn,"Brooklyn, NY"
2024,East,R64,Florida Atlantic,8,65,Northwestern,9,77,Northwestern,"Brooklyn, NY"
2024,East,R64,San Diego State,5,69,UAB,12,65,San Diego State,"Spokane, WA"
2024,East,R64,Auburn,4,76,Yale,13,78,Yale,"Spokane, WA"
2024,East,R64,BYU,6,67,Duquesne,11,71,Duquesne,"Omaha, NE"
2024,East,R64,Illinois,3,85,Morehead State,14,69,Illinois,"Omaha, NE"
2024,East,R64,Washington State,7,66,Drake,10,61,Washington State,"Omaha, NE"
