Year,Region,Round,TeamA,TeamA_ID,SeedA,ScoreA,TeamB,TeamB_ID,SeedB,ScoreB,Winner,TeamA_Won,SeedDiff,IsUpset,MarginOfVictory,TotalPoints,Location
2011,West,R64,Texas,312,4,85,Oakland,227,13,81,Texas,1,9,0,4,166,"Tulsa, OK"
2011,West,R64,Cincinnati,54,6,78,Missouri,187,11,63,Cincinnati,1,5,0,15,141,"Washington, DC"
2011,West,R64,UConn,62,3,81,Bucknell,33,14,52,UConn,1,11,0,29,133,"Washington, DC"
2011,West,R64,Temple,307,7,66,Penn State,239,10,64,Temple,1,3,0,2,130,"Tucson, AZ"
2011,West,R64,San Diego State,271,2,68,Northern Colorado,220,15,50,San Diego State,1,13,0,18,118,"Tucson, AZ"
2011,West,R32,Duke,76,1,73,Michigan,179,8,71,Duke,1,7,0,2,144,"Charlotte, NC"
2011,West,R32,Arizona,11,5,70,Texas,312,4,69,Arizona,1,-1,1,1,139,"Tulsa, OK"
2011,West,R32,Cincinnati,54,6,58,UConn,62,3,69,UConn,0,-3,0,11,127,"Washington, DC"
2011,West,R32,Temple,307,7,64,San Diego State,271,2,71,San Diego State,0,-5,0,7,135,"Tucson, AZ"
2011,West,S16,Duke,76,1,77,Arizona,11,5,93,Arizona,0,4,1,16,170,"Anaheim, CA"
2011,West,S16,UConn,62,3,74,San Diego State,271,2,67,UConn,1,-1,1,7,141,"Anaheim, CA"
2011,West,E8,Arizona,11,5,63,UConn,62,3,65,UConn,0,-2,0,2,128,"Anaheim, CA"
2011,National,F4,UConn,62,3,56,Kentucky,142,4,55,UConn,1,1,0,1,111,"Houston, TX"
2011,National,F4,VCU,350,11,62,Butler,35,8,70,Butler,0,-3,0,8,132,"Houston, TX"
2011,National,Championship,UConn,62,3,53,Butler,35,8,41,UConn,1,5,0,12,94,"Houston, TX"
2012,East,R64,Syracuse,303,1,72,UNC Asheville,335,16,65,Syracuse,1,15,0,7,137,"Pittsburgh, PA"
2012,East,R64,Kansas State,139,8,70,Southern Miss,292,9,64,Kansas State,1,1,0,6,134,"Pittsburgh, PA"
2012,East,R64,Vanderbilt,353,5,79,Harvard,114,12,70,Vanderbilt,1,7,0,9,149,"Albuquerque, NM"
2012,East,R64,Wisconsin,374,4,73,Montana,190,13,49,Wisconsin,1,9,0,24,122,"Albuquerque, NM"
2012,East,R64,Cincinnati,54,6,65,Texas,312,11,59,Cincinnati,1,5,0,6,124,"Nashville, TN"
2012,East,R64,Florida State,96,3,66,St. Bonaventure,294,14,63,Florida State,1,11,0,3,129,"Nashville, TN"
2012,East,R64,Gonzaga,108,7,77,West Virginia,365,10,54,Gonzaga,1,3,0,23,131,"Pittsburgh, PA"
2012,East,R64,Ohio State,229,2,78,Loyola (MD),161,15,59,Ohio State,1,13,0,19,137,"Pittsburgh, PA"
2012,East,R32,Syracuse,303,1,75,Kansas State,139,8,59,Syracuse,1,7,0,16,134,"Pittsburgh, PA"
2012,East,R32,Vanderbilt,353,5,57,Wisconsin,374,4,60,Wisconsin,0,-1,0,3,117,"Albuquerque, NM"
2012,East,R32,Cincinnati,54,6,62,Florida State,96,3,56,Cincinnati,1,-3,1,6,118,"Nashville, TN"
2012,East,R32,Gonzaga,108,7,66,Ohio State,229,2,73,Ohio State,0,-5,0,7,139,"Pittsburgh, PA"
2012,East,S16,Syracuse,303,1,64,Wisconsin,374,4,63,Syracuse,1,3,0,1,127,"Boston, MA"
2012,East,S16,Cincinnati,54,6,66,Ohio State,229,2,81,Ohio State,0,-4,0,15,147,"Boston, MA"
2012,East,E8,Syracuse,303,1,70,Ohio State,229,2,77,Ohio State,0,1,1,7,147,"Boston, MA"
2012,Midwest,R64,UNC,211,1,77,Vermont,354,16,58,UNC,1,15,0,19,135,"Greensboro, NC"
2012,Midwest,R64,Creighton,65,8,58,Alabama,4,9,57,Creighton,1,1,0,1,115,"Greensboro, NC"
2012,Midwest,R64,Temple,307,5,44,South Florida,284,12,58,South Florida,0,7,1,14,102,"Nashville, TN"
2012,Midwest,R64,Michigan,179,4,60,Ohio,228,13,65,Ohio,0,9,1,5,125,"Nashville, TN"
2012,Midwest,R64,San Diego State,271,6,65,NC State,196,11,79,NC State,0,5,1,14,144,"Columbus, OH"
2012,Midwest,R64,Georgetown,103,3,74,Belmont,23,14,59,Georgetown,1,11,0,15,133,"Columbus, OH"
2012,Midwest,R64,Saint Mary's,266,7,69,Purdue,248,10,72,Purdue,0,3,1,3,141,"Omaha, NE"
2012,Midwest,R64,Kansas,138,2,65,Detroit Mercy,73,15,50,Kansas,1,13,0,15,115,"Omaha, NE"
2012,Midwest,R32,UNC,211,1,87,Creighton,65,8,73,UNC,1,7,0,14,160,"Greensboro, NC"
2012,Midwest,R32,South Florida,284,12,56,Ohio,228,13,62,Ohio,0,1,1,6,118,"Nashville, TN"
2012,Midwest,R32,NC State,196,11,66,Georgetown,103,3,63,NC State,1,-8,1,3,129,"Columbus, OH"
2012,Midwest,R32,Purdue,248,10,60,Kansas,138,2,63,Kansas,0,-8,0,3,123,"Omaha, NE"
2012,Midwest,S16,UNC,211,1,73,Ohio,228,13,65,UNC,1,12,0,8,138,"St. Louis, MO"
2012,Midwest,S16,NC State,196,11,57,Kansas,138,2,60,Kansas,0,-9,0,3,117,"St. Louis, MO"
2012,Midwest,E8,UNC,211,1,67,Kansas,138,2,80,Kansas,0,1,1,13,147,"St. Louis, MO"
2012,South,R64,Kentucky,142,1,81,Western Kentucky,368,16,66,Kentucky,1,15,0,15,147,"Louisville, KY"
2012,South,R64,Iowa State,133,8,77,UConn,62,9,64,Iowa State,1,1,0,13,141,"Louisville, KY"
2012,South,R64,Wichita State,370,5,59,VCU,350,12,62,VCU,0,7,1,3,121,"Portland, OR"
2012,South,R64,Indiana,129,4,79,New Mexico State,205,13,66,Indiana,1,9,0,13,145,"Portland, OR"
2012,South,R64,UNLV,338,6,64,Colorado,59,11,68,Colorado,0,5,1,4,132,"Albuquerque, NM"
2012,South,R64,Baylor,21,3,68,South Dakota State,283,14,60,Baylor,1,11,0,8,128,"Albuquerque, NM"
2012,South,R64,Notre Dame,226,7,63,Xavier,379,10,67,Xavier,0,3,1,4,130,"Greensboro, NC"
2012,South,R64,Duke,76,2,70,Lehigh,149,15,75,Lehigh,0,13,1,5,145,"Greensboro, NC"
2012,South,R32,Kentucky,142,1,87,Iowa State,133,8,71,Kentucky,1,7,0,16,158,"Louisville, KY"
2012,South,R32,VCU,350,12,61,Indiana,129,4,63,Indiana,0,-8,0,2,124,"Portland, OR"
2012,South,R32,Colorado,59,11,63,Baylor,21,3,80,Baylor,0,-8,0,17,143,"Albuquerque, NM"
2012,South,R32,Xavier,379,10,70,Lehigh,149,15,58,Xavier,1,5,0,12,128,"Greensboro, NC"
2012,South,S16,Kentucky,142,1,102,Indiana,129,4,90,Kentucky,1,3,0,12,192,"Atlanta, GA"
2012,South,S16,Baylor,21,3,75,Xavier,379,10,70,Baylor,1,7,0,5,145,"Atlanta, GA"
2012,South,E8,Kentucky,142,1,82,Baylor,21,3,70,Kentucky,1,2,0,12,152,"Atlanta, GA"
2012,West,R64,Michigan State,180,1,89,LIU,143,16,67,Michigan State,1,15,0,22,156,"Columbus, OH"
2012,West,R64,Memphis,172,8,54,Saint Louis,265,9,61,Saint Louis,0,1,1,7,115,"Columbus, OH"
2012,West,R64,New Mexico,204,5,75,Long Beach State,154,12,68,New Mexico,1,7,0,7,143,"Portland, OR"
2012,West,R64,Louisville,159,4,69,Davidson,67,13,62,Louisville,1,9,0,7,131,"Portland, OR"
2012,West,R64,Murray State,195,6,58,Colorado State,60,11,41,Murray State,1,5,0,17,99,"Louisville, KY"
2012,West,R64,Marquette,166,3,88,BYU,19,14,68,Marquette,1,11,0,20,156,"Louisville, KY"
2012,West,R64,Florida,91,7,71,Virginia,356,10,45,Florida,1,3,0,26,116,"Omaha, NE"
2012,West,R64,Missouri,187,2,84,Norfolk State,209,15,86,Norfolk State,0,13,1,2,170,"Omaha, NE"
2012,West,R32,Michigan State,180,1,65,Saint Louis,265,9,61,Michigan State,1,8,0,4,126,"Columbus, OH"
2012,West,R32,New Mexico,204,5,56,Louisville,159,4,59,Louisville,0,-1,0,3,115,"Portland, OR"
2012,West,R32,Murray State,195,6,53,Marquette,166,3,62,Marquette,0,-3,0,9,115,"Louisville, KY"
2012,West,R32,Florida,91,7,84,Norfolk State,209,15,50,Florida,1,8,0,34,134,"Omaha, NE"
2012,West,S16,Michigan State,180,1,44,Louisville,159,4,57,Louisville,0,3,1,13,101,"Phoenix, AZ"
2012,West,S16,Marquette,166,3,58,Florida,91,7,68,Florida,0,4,1,10,126,"Phoenix, AZ"
2012,West,E8,Louisville,159,4,72,Florida,91,7,68,Louisville,1,3,0,4,140,"Phoenix, AZ"
2012,National,F4,Kentucky,142,1,69,Louisville,159,4,61,Kentucky,1,3,0,8,130,"New Orleans, LA"
2012,National,F4,Ohio State,229,2,62,Kansas,138,2,64,Kansas,0,0,0,2,126,"New Orleans, LA"
2012,National,Championship,Kentucky,142,1,67,Kansas,138,2,59,Kentucky,1,1,0,8,126,"New Orleans, LA"
2013,East,R64,Indiana,129,1,83,James Madison,137,16,62,Indiana,1,15,0,21,145,"Dayton, OH"
2013,East,R64,NC State,196,8,72,Temple,307,9,76,Temple,0,1,1,4,148,"Dayton, OH"
2013,East,R64,UNLV,338,5,61,California,41,12,64,California,0,7,1,3,125,"San Jose, CA"
2013,East,R64,Syracuse,303,4,81,Montana,190,13,34,Syracuse,1,9,0,47,115,"San Jose, CA"
2013,East,R64,Butler,35,6,68,Bucknell,33,11,56,Butler,1,5,0,12,124,"Lexington, KY"
2013,East,R64,Marquette,166,3,59,Davidson,67,14,58,Marquette,1,11,0,1,117,"Lexington, KY"
2013,East,R64,Illinois,125,7,57,Colorado,59,10,49,Illinois,1,3,0,8,106,"Austin, TX"
2013,East,R64,Miami (FL),177,2,78,Pacific,237,15,49,Miami (FL),1,13,0,29,127,"Austin, TX"
2013,East,R32,Indiana,129,1,58,Temple,307,9,52,Indiana,1,8,0,6,110,"Dayton, OH"
2013,East,R32,California,41,12,60,Syracuse,303,4,66,Syracuse,0,-8,0,6,126,"San Jose, CA"
2013,East,R32,Butler,35,6,72,Marquette,166,3,74,Marquette,0,-3,0,2,146,"Lexington, KY"
2013,East,R32,Illinois,125,7,59,Miami (FL),177,2,63,Miami (FL),0,-5,0,4,122,"Austin, TX"
2013,East,S16,Indiana,129,1,50,Syracuse,303,4,61,Syracuse,0,3,1,11,111,"Washington, DC"
2013,East,S16,Marquette,166,3,71,Miami (FL),177,2,61,Marquette,1,-1,1,10,132,"Washington, DC"
2013,East,E8,Syracuse,303,4,55,Marquette,166,3,39,Syracuse,1,-1,1,16,94,"Washington, DC"
2013,Midwest,R64,Louisville,159,1,79,North Carolina A&T,212,16,48,Louisville,1,15,0,31,127,"Lexington, KY"
2013,Midwest,R64,Colorado State,60,8,84,Missouri,187,9,72,Colorado State,1,1,0,12,156,"Lexington, KY"
2013,Midwest,R64,Oklahoma State,231,5,55,Oregon,234,12,68,Oregon,0,7,1,13,123,"San Jose, CA"
2013,Midwest,R64,Saint Louis,265,4,64,New Mexico State,205,13,44,Saint Louis,1,9,0,20,108,"San Jose, CA"
2013,Midwest,R64,Memphis,172,6,54,Saint Mary's,266,11,52,Memphis,1,5,0,2,106,"Auburn Hills, MI"
2013,Midwest,R64,Michigan State,180,3,65,Valparaiso,352,14,54,Michigan State,1,11,0,11,119,"Auburn Hills, MI"
2013,Midwest,R64,Creighton,65,7,67,Cincinnati,54,10,63,Creighton,1,3,0,4,130,"Philadelphia, PA"
2013,Midwest,R64,Duke,76,2,73,Albany (NY),7,15,61,Duke,1,13,0,12,134,"Philadelphia, PA"
2013,Midwest,R32,Louisville,159,1,82,Colorado State,60,8,56,Louisville,1,7,0,26,138,"Lexington, KY"
2013,Midwest,R32,Oregon,234,12,74,Saint Louis,265,4,57,Oregon,1,-8,1,17,131,"San Jose, CA"
2013,Midwest,R32,Memphis,172,6,48,Michigan State,180,3,70,Michigan State,0,-3,0,22,118,"Auburn Hills, MI"
2013,Midwest,R32,Creighton,65,7,50,Duke,76,2,66,Duke,0,-5,0,16,116,"Philadelphia, PA"
2013,Midwest,S16,Louisville,159,1,77,Oregon,234,12,69,Louisville,1,11,0,8,146,"Indianapolis, IN"
2013,Midwest,S16,Michigan State,180,3,61,Duke,76,2,71,Duke,0,-1,0,10,132,"Indianapolis, IN"
2013,Midwest,E8,Louisville,159,1,85,Duke,76,2,63,Louisville,1,1,0,22,148,"Indianapolis, IN"
2013,South,R64,Kansas,138,1,64,Western Kentucky,368,16,57,Kansas,1,15,0,7,121,"Kansas City, MO"
2013,South,R64,UNC,211,8,78,Villanova,355,9,71,UNC,1,1,0,7,149,"Kansas City, MO"
2013,South,R64,VCU,350,5,88,Akron,3,12,42,VCU,1,7,0,46,130,"Auburn Hills, MI"
2013,South,R64,Michigan,179,4,71,South Dakota State,283,13,56,Michigan,1,9,0,15,127,"Auburn Hills, MI"
2013,South,R64,UCLA,331,6,63,Minnesota,183,11,83,Minnesota,0,5,1,20,146,"Austin, TX"
2013,South,R64,Florida,91,3,79,Northwestern State,225,14,47,Florida,1,11,0,32,126,"Austin, TX"
2013,South,R64,San Diego State,271,7,70,Oklahoma,230,10,55,San Diego State,1,3,0,15,125,"Philadelphia, PA"
2013,South,R64,Georgetown,103,2,68,Florida Gulf Coast,95,15,78,Florida Gulf Coast,0,13,1,10,146,"Philadelphia, PA"
2013,South,R32,Kansas,138,1,70,UNC,211,8,58,Kansas,1,7,0,12,128,"Kansas City, MO"
2013,South,R32,VCU,350,5,53,Michigan,179,4,78,Michigan,0,-1,0,25,131,"Auburn Hills, MI"
2013,South,R32,Minnesota,183,11,64,Florida,91,3,78,Florida,0,-8,0,14,142,"Austin, TX"
2013,South,R32,San Diego State,271,7,71,Florida Gulf Coast,95,15,81,Florida Gulf Coast,0,8,1,10,152,"Philadelphia, PA"
2013,South,S16,Kansas,138,1,85,Michigan,179,4,87,Michigan,0,3,1,2,172,"Arlington, TX"
2013,South,S16,Florida,91,3,62,Florida Gulf Coast,95,15,50,Florida,1,12,0,12,112,"Arlington, TX"
2013,South,E8,Michigan,179,4,79,Florida,91,3,59,Michigan,1,-1,1,20,138,"Arlington, TX"
2013,West,R64,Gonzaga,108,1,64,Southern,288,16,58,Gonzaga,1,15,0,6,122,"Salt Lake City, UT"
2013,West,R64,Pitt,241,8,55,Wichita State,370,9,73,Wichita State,0,1,1,18,128,"Salt Lake City, UT"
2013,West,R64,Wisconsin,374,5,46,Ole Miss,184,12,57,Ole Miss,0,7,1,11,103,"Kansas City, MO"
2013,West,R64,Kansas State,139,4,61,La Salle,145,13,63,La Salle,0,9,1,2,124,"Kansas City, MO"
2013,West,R64,Arizona,11,6,81,Belmont,23,11,64,Arizona,1,5,0,17,145,"Salt Lake City, UT"
2013,West,R64,New Mexico,204,3,62,Harvard,114,14,68,Harvard,0,11,1,6,130,"Salt Lake City, UT"
2013,West,R64,Notre Dame,226,7,58,Iowa State,133,10,76,Iowa State,0,3,1,18,134,"Dayton, OH"
2013,West,R64,Ohio State,229,2,95,Iona,131,15,70,Ohio State,1,13,0,25,165,"Dayton, OH"
2013,West,R32,Gonzaga,108,1,70,Wichita State,370,9,76,Wichita State,0,8,1,6,146,"Salt Lake City, UT"
2013,West,R32,Ole Miss,184,12,74,La Salle,145,13,76,La Salle,0,1,1,2,150,"Kansas City, MO"
2013,West,R32,Arizona,11,6,74,Harvard,114,14,51,Arizona,1,8,0,23,125,"Salt Lake City, UT"
2013,West,R32,Iowa State,133,10,75,Ohio State,229,2,78,Ohio State,0,-8,0,3,153,"Dayton, OH"
2013,West,S16,Wichita State,370,9,72,La Salle,145,13,58,Wichita State,1,4,0,14,130,"Los Angeles, CA"
2013,West,S16,Arizona,11,6,70,Ohio State,229,2,73,Ohio State,0,-4,0,3,143,"Los Angeles, CA"
2013,West,E8,Wichita State,370,9,70,Ohio State,229,2,66,Wichita State,1,-7,1,4,136,"Los Angeles, CA"
2013,National,F4,Louisville,159,1,72,Wichita State,370,9,68,Louisville,1,8,0,4,140,"Atlanta, GA"
2013,National,F4,Syracuse,303,4,56,Michigan,179,4,61,Michigan,0,0,0,5,117,"Atlanta, GA"
2013,National,Championship,Louisville,159,1,82,Michigan,179,4,76,Louisville,1,3,0,6,158,"Atlanta, GA"
2014,East,R64,Virginia,356,1,70,Coastal Carolina,57,16,59,Virginia,1,15,0,11,129,"Raleigh, NC"
2014,East,R64,Memphis,172,8,71,George Washington,102,9,66,Memphis,1,1,0,5,137,"Raleigh, NC"
2014,East,R64,Cincinnati,54,5,57,Harvard,114,12,61,Harvard,0,7,1,4,118,"Spokane, WA"
2014,East,R64,Michigan State,180,4,93,Delaware,70,13,78,Michigan State,1,9,0,15,171,"Spokane, WA"
2014,East,R64,UNC,211,6,79,Providence,247,11,77,UNC,1,5,0,2,156,"San Antonio, TX"
2014,East,R64,Iowa State,133,3,93,North Carolina Central,213,14,75,Iowa State,1,11,0,18,168,"San Antonio, TX"
2014,East,R64,UConn,62,7,89,St. Joseph's,264,10,81,UConn,1,3,0,8,170,"Buffalo, NY"
2014,East,R64,Villanova,355,2,73,Milwaukee,182,15,53,Villanova,1,13,0,20,126,"Buffalo, NY"
2014,East,R32,Virginia,356,1,78,Memphis,172,8,60,Virginia,1,7,0,18,138,"Raleigh, NC"
2014,East,R32,Harvard,114,12,73,Michigan State,180,4,80,Michigan State,0,-8,0,7,153,"Spokane, WA"
2014,East,R32,UNC,211,6,83,Iowa State,133,3,85,Iowa State,0,-3,0,2,168,"San Antonio, TX"
2014,East,R32,UConn,62,7,77,Villanova,355,2,65,UConn,1,-5,1,12,142,"Buffalo, NY"
2014,East,S16,Virginia,356,1,59,Michigan State,180,4,61,Michigan State,0,3,1,2,120,"New York, NY"
2014,East,S16,Iowa State,133,3,76,UConn,62,7,81,UConn,0,4,1,5,157,"New York, NY"
2014,East,E8,Michigan State,180,4,54,UConn,62,7,60,UConn,0,3,1,6,114,"New York, NY"
2014,Midwest,R64,Wichita State,370,1,64,Cal Poly,37,16,37,Wichita State,1,15,0,27,101,"St. Louis, MO"
2014,Midwest,R64,Kentucky,142,8,56,Kansas State,139,9,49,Kentucky,1,1,0,7,105,"St. Louis, MO"
2014,Midwest,R64,Saint Louis,265,5,83,NC State,196,12,80,Saint Louis,1,7,0,3,163,"Orlando, FL"
2014,Midwest,R64,Louisville,159,4,71,Manhattan,164,13,64,Louisville,1,9,0,7,135,"Orlando, FL"
2014,Midwest,R64,UMass,170,6,67,Tennessee,308,11,86,Tennessee,0,5,1,19,153,"Raleigh, NC"
2014,Midwest,R64,Duke,76,3,71,Mercer,173,14,78,Mercer,0,11,1,7,149,"Raleigh, NC"
2014,Midwest,R64,Texas,312,7,87,Arizona State,12,10,85,Texas,1,3,0,2,172,"Milwaukee, WI"
2014,Midwest,R64,Michigan,179,2,57,Wofford,376,15,40,Michigan,1,13,0,17,97,"Milwaukee, WI"
2014,Midwest,R32,Wichita State,370,1,76,Kentucky,142,8,78,Kentucky,0,7,1,2,154,"St. Louis, MO"
2014,Midwest,R32,Saint Louis,265,5,51,Louisville,159,4,66,Louisville,0,-1,0,15,117,"Orlando, FL"
2014,Midwest,R32,Tennessee,308,11,83,Mercer,173,14,63,Tennessee,1,3,0,20,146,"Raleigh, NC"
2014,Midwest,R32,Texas,312,7,65,Michigan,179,2,79,Michigan,0,-5,0,14,144,"Milwaukee, WI"
2014,Midwest,S16,Kentucky,142,8,74,Louisville,159,4,69,Kentucky,1,-4,1,5,143,"Indianapolis, IN"
2014,Midwest,S16,Tennessee,308,11,71,Michigan,179,2,73,Michigan,0,-9,0,2,144,"Indianapolis, IN"
2014,Midwest,E8,Kentucky,142,8,75,Michigan,179,2,72,Kentucky,1,-6,1,3,147,"Indianapolis, IN"
2014,South,R64,Florida,91,1,67,Albany (NY),7,16,55,Florida,1,15,0,12,122,"Orlando, FL"
2014,South,R64,Colorado,59,8,48,Pitt,241,9,77,Pitt,0,1,1,29,125,"Orlando, FL"
2014,South,R64,VCU,350,5,75,Stephen F. Austin,299,12,77,Stephen F. Austin,0,7,1,2,152,"San Diego, CA"
2014,South,R64,UCLA,331,4,76,Tulsa,323,13,59,UCLA,1,9,0,17,135,"San Diego, CA"
2014,South,R64,Ohio State,229,6,59,Dayton,68,11,60,Dayton,0,5,1,1,119,"Buffalo, NY"
2014,South,R64,Syracuse,303,3,77,Western Michigan,369,14,53,Syracuse,1,11,0,24,130,"Buffalo, NY"
2014,South,R64,New Mexico,204,7,53,Stanford,298,10,58,Stanford,0,3,1,5,111,"St. Louis, MO"
2014,South,R64,Kansas,138,2,80,Eastern Kentucky,82,15,69,Kansas,1,13,0,11,149,"St. Louis, MO"
2014,South,R32,Florida,91,1,61,Pitt,241,9,45,Florida,1,8,0,16,106,"Orlando, FL"
2014,South,R32,Stephen F. Austin,299,12,60,UCLA,331,4,77,UCLA,0,-8,0,17,137,"San Diego, CA"
2014,South,R32,Dayton,68,11,55,Syracuse,303,3,53,Dayton,1,-8,1,2,108,"Buffalo, NY"
2014,South,R32,Stanford,298,10,60,Kansas,138,2,57,Stanford,1,-8,1,3,117,"St. Louis, MO"
2014,South,S16,Florida,91,1,79,UCLA,331,4,68,Florida,1,3,0,11,147,"Memphis, TN"
2014,South,S16,Dayton,68,11,82,Stanford,298,10,72,Dayton,1,-1,1,10,154,"Memphis, TN"
2014,South,E8,Florida,91,1,62,Dayton,68,11,52,Florida,1,10,0,10,114,"Memphis, TN"
2014,West,R64,Arizona,11,1,68,Weber State,363,16,59,Arizona,1,15,0,9,127,"San Diego, CA"
2014,West,R64,Gonzaga,108,8,85,Oklahoma State,231,9,77,Gonzaga,1,1,0,8,162,"San Diego, CA"
2014,West,R64,Oklahoma,230,5,75,North Dakota State,215,12,80,North Dakota State,0,7,1,5,155,"Spokane, WA"
2014,West,R64,San Diego State,271,4,73,New Mexico State,205,13,69,San Diego State,1,9,0,4,142,"Spokane, WA"
2014,West,R64,Baylor,21,6,74,Nebraska,199,11,60,Baylor,1,5,0,14,134,"San Antonio, TX"
2014,West,R64,Creighton,65,3,76,Louisiana,156,14,66,Creighton,1,11,0,10,142,"San Antonio, TX"
2014,West,R64,Oregon,234,7,87,BYU,19,10,68,Oregon,1,3,0,19,155,"Milwaukee, WI"
2014,West,R64,Wisconsin,374,2,75,American,9,15,35,Wisconsin,1,13,0,40,110,"Milwaukee, WI"
2014,West,R32,Arizona,11,1,84,Gonzaga,108,8,61,Arizona,1,7,0,23,145,"San Diego, CA"
2014,West,R32,North Dakota State,215,12,44,San Diego State,271,4,63,San Diego State,0,-8,0,19,107,"Spokane, WA"
2014,West,R32,Baylor,21,6,85,Creighton,65,3,55,Baylor,1,-3,1,30,140,"San Antonio, TX"
2014,West,R32,Oregon,234,7,77,Wisconsin,374,2,85,Wisconsin,0,-5,0,8,162,"Milwaukee, WI"
2014,West,S16,Arizona,11,1,70,San Diego State,271,4,64,Arizona,1,3,0,6,134,"Anaheim, CA"
2014,West,S16,Baylor,21,6,52,Wisconsin,374,2,69,Wisconsin,0,-4,0,17,121,"Anaheim, CA"
2014,West,E8,Arizona,11,1,63,Wisconsin,374,2,64,Wisconsin,0,1,1,1,127,"Anaheim, CA"
2014,National,F4,UConn,62,7,63,Florida,91,1,53,UConn,1,-6,1,10,116,"Arlington, TX"
2014,National,F4,Wisconsin,374,2,73,Kentucky,142,8,74,Kentucky,0,6,1,1,147,"Arlington, TX"
2014,National,Championship,UConn,62,7,60,Kentucky,142,8,54,UConn,1,1,0,6,114,"Arlington, TX"
2015,East,R64,Villanova,355,1,93,Lafayette,146,16,52,Villanova,1,15,0,41,145,"Pittsburgh, PA"
2015,East,R64,NC State,196,8,66,LSU,144,9,65,NC State,1,1,0,1,131,"Pittsburgh, PA"
2015,East,R64,Northern Iowa,222,5,71,Wyoming,378,12,54,Northern Iowa,1,7,0,17,125,"Seattle, WA"
2015,East,R64,Louisville,159,4,57,UC-Irvine,326,13,55,Louisville,1,9,0,2,112,"Seattle, WA"
2015,East,R64,Providence,247,6,53,Dayton,68,11,66,Dayton,0,5,1,13,119,"Columbus, OH"
2015,East,R64,Oklahoma,230,3,69,Albany (NY),7,14,60,Oklahoma,1,11,0,9,129,"Columbus, OH"
2015,East,R64,Michigan State,180,7,70,Georgia,104,10,63,Michigan State,1,3,0,7,133,"Charlotte, NC"
2015,East,R64,Virginia,356,2,79,Belmont,23,15,67,Virginia,1,13,0,12,146,"Charlotte, NC"
2015,East,R32,Villanova,355,1,68,NC State,196,8,71,NC State,0,7,1,3,139,"Pittsburgh, PA"
2015,East,R32,Northern Iowa,222,5,53,Louisville,159,4,66,Louisville,0,-1,0,13,119,"Seattle, WA"
2015,East,R32,Dayton,68,11,66,Oklahoma,230,3,72,Oklahoma,0,-8,0,6,138,"Columbus, OH"
2015,East,R32,Michigan State,180,7,60,Virginia,356,2,54,Michigan State,1,-5,1,6,114,"Charlotte, NC"
2015,East,S16,NC State,196,8,65,Louisville,159,4,75,Louisville,0,-4,0,10,140,"Syracuse, NY"
2015,East,S16,Oklahoma,230,3,58,Michigan State,180,7,62,Michigan State,0,4,1,4,120,"Syracuse, NY"
2015,East,E8,Louisville,159,4,70,Michigan State,180,7,76,Michigan State,0,3,1,6,146,"Syracuse, NY"
2015,Midwest,R64,Kentucky,142,1,79,Hampton,112,16,56,Kentucky,1,15,0,23,135,"Louisville, KY"
2015,Midwest,R64,Cincinnati,54,8,66,Purdue,248,9,65,Cincinnati,1,1,0,1,131,"Louisville, KY"
2015,Midwest,R64,West Virginia,365,5,68,Buffalo,34,12,62,West Virginia,1,7,0,6,130,"Columbus, OH"
2015,Midwest,R64,Maryland,168,4,65,Valparaiso,352,13,62,Maryland,1,9,0,3,127,"Columbus, OH"
2015,Midwest,R64,Butler,35,6,56,Texas,312,11,48,Butler,1,5,0,8,104,"Pittsburgh, PA"
2015,Midwest,R64,Notre Dame,226,3,69,Northeastern,218,14,65,Notre Dame,1,11,0,4,134,"Pittsburgh, PA"
2015,Midwest,R64,Wichita State,370,7,81,Indiana,129,10,76,Wichita State,1,3,0,5,157,"Omaha, NE"
2015,Midwest,R64,Kansas,138,2,75,New Mexico State,205,15,56,Kansas,1,13,0,19,131,"Omaha, NE"
2015,Midwest,R32,Kentucky,142,1,64,Cincinnati,54,8,51,Kentucky,1,7,0,13,115,"Louisville, KY"
2015,Midwest,R32,West Virginia,365,5,69,Maryland,168,4,59,West Virginia,1,-1,1,10,128,"Columbus, OH"
2015,Midwest,R32,Butler,35,6,64,Notre Dame,226,3,67,Notre Dame,0,-3,0,3,131,"Pittsburgh, PA"
2015,Midwest,R32,Wichita State,370,7,78,Kansas,138,2,65,Wichita State,1,-5,1,13,143,"Omaha, NE"
2015,Midwest,S16,Kentucky,142,1,78,West Virginia,365,5,39,Kentucky,1,4,0,39,117,"Cleveland, OH"
2015,Midwest,S16,Notre Dame,226,3,81,Wichita State,370,7,70,Notre Dame,1,4,0,11,151,"Cleveland, OH"
2015,Midwest,E8,Kentucky,142,1,68,Notre Dame,226,3,66,Kentucky,1,2,0,2,134,"Cleveland, OH"
2015,South,R64,Duke,76,1,85,Robert Morris,257,16,56,Duke,1,15,0,29,141,"Charlotte, NC"
2015,South,R64,San Diego State,271,8,76,St. John's (NY),296,9,64,San Diego State,1,1,0,12,140,"Charlotte, NC"
2015,South,R64,Utah,346,5,57,Stephen F. Austin,299,12,50,Utah,1,7,0,7,107,"Portland, OR"
2015,South,R64,Georgetown,103,4,84,Eastern Washington,84,13,74,Georgetown,1,9,0,10,158,"Portland, OR"
