Year,Region,Round,TeamA,TeamA_ID,SeedA,ScoreA,TeamB,TeamB_ID,SeedB,ScoreB,Winner,TeamA_Won,SeedDiff,IsUpset,MarginOfVictory,TotalPoints,Location
2015,South,R64,SMU,260,6,59,UCLA,331,11,60,UCLA,0,5,1,1,119,"Louisville, KY"
2015,South,R64,Iowa State,133,3,59,UAB,324,14,60,UAB,0,11,1,1,119,"Louisville, KY"
2015,South,R64,Iowa,132,7,83,Davidson,67,10,52,Iowa,1,3,0,31,135,"Seattle, WA"
2015,South,R64,Gonzaga,108,2,86,North Dakota State,215,15,76,Gonzaga,1,13,0,10,162,"Seattle, WA"
2015,South,R32,Duke,76,1,68,San Diego State,271,8,49,Duke,1,7,0,19,117,"Charlotte, NC"
2015,South,R32,Utah,346,5,75,Georgetown,103,4,64,Utah,1,-1,1,11,139,"Portland, OR"
2015,South,R32,UCLA,331,11,92,UAB,324,14,75,UCLA,1,3,0,17,167,"Louisville, KY"
2015,South,R32,Iowa,132,7,68,Gonzaga,108,2,87,Gonzaga,0,-5,0,19,155,"Seattle, WA"
2015,South,S16,Duke,76,1,63,Utah,346,5,57,Duke,1,4,0,6,120,"Houston, TX"
2015,South,S16,UCLA,331,11,62,Gonzaga,108,2,74,Gonzaga,0,-9,0,12,136,"Houston, TX"
2015,South,E8,Duke,76,1,66,Gonzaga,108,2,52,Duke,1,1,0,14,118,"Houston, TX"
2015,West,R64,Wisconsin,374,1,86,Coastal Carolina,57,16,72,Wisconsin,1,15,0,14,158,"Omaha, NE"
2015,West,R64,Oregon,234,8,79,Oklahoma State,231,9,73,Oregon,1,1,0,6,152,"Omaha, NE"
2015,West,R64,Arkansas,13,5,56,Wofford,376,12,53,Arkansas,1,7,0,3,109,"Jacksonville, FL"
2015,West,R64,UNC,211,4,67,Harvard,114,13,65,UNC,1,9,0,2,132,"Jacksonville, FL"
2015,West,R64,Xavier,379,6,76,Ole Miss,184,11,57,Xavier,1,5,0,19,133,"Jacksonville, FL"
2015,West,R64,Baylor,21,3,56,Georgia State,106,14,57,Georgia State,0,11,1,1,113,"Jacksonville, FL"
2015,West,R64,VCU,350,7,72,Ohio State,229,10,75,Ohio State,0,3,1,3,147,"Portland, OR"
2015,West,R64,Arizona,11,2,93,Texas Southern,315,15,72,Arizona,1,13,0,21,165,"Portland, OR"
2015,West,R32,Wisconsin,374,1,72,Oregon,234,8,65,Wisconsin,1,7,0,7,137,"Omaha, NE"
2015,West,R32,Arkansas,13,5,78,UNC,211,4,87,UNC,0,-1,0,9,165,"Jacksonville, FL"
2015,West,R32,Xavier,379,6,75,Georgia State,106,14,67,Xavier,1,8,0,8,142,"Jacksonville, FL"
2015,West,R32,Ohio State,229,10,58,Arizona,11,2,73,Arizona,0,-8,0,15,131,"Portland, OR"
2015,West,S16,Wisconsin,374,1,79,UNC,211,4,72,Wisconsin,1,3,0,7,151,"Los Angeles, CA"
2015,West,S16,Xavier,379,6,60,Arizona,11,2,68,Arizona,0,-4,0,8,128,"Los Angeles, CA"
2015,West,E8,Wisconsin,374,1,85,Arizona,11,2,78,Wisconsin,1,1,0,7,163,"Los Angeles, CA"
2015,National,F4,Duke,76,1,81,Michigan State,180,7,61,Duke,1,6,0,20,142,"Indianapolis, IN"
2015,National,F4,Kentucky,142,1,64,Wisconsin,374,1,71,Wisconsin,0,0,0,7,135,"Indianapolis, IN"
2015,National,Championship,Duke,76,1,68,Wisconsin,374,1,63,Duke,1,0,0,5,131,"Indianapolis, IN"
2016,East,R64,UNC,211,1,83,Florida Gulf Coast,95,16,67,UNC,1,15,0,16,150,"Raleigh, NC"
2016,East,R64,USC,339,8,69,Providence,247,9,70,Providence,0,1,1,1,139,"Raleigh, NC"
2016,East,R64,Indiana,129,5,99,Chattanooga,51,12,74,Indiana,1,7,0,25,173,"Des Moines, IA"
2016,East,R64,Kentucky,142,4,85,Stony Brook,302,13,57,Kentucky,1,9,0,28,142,"Des Moines, IA"
2016,East,R64,Notre Dame,226,6,70,Michigan,179,11,63,Notre Dame,1,5,0,7,133,"Brooklyn, NY"
2016,East,R64,West Virginia,365,3,56,Stephen F. Austin,299,14,70,Stephen F. Austin,0,11,1,14,126,"Brooklyn, NY"
2016,East,R64,Wisconsin,374,7,47,Pitt,241,10,43,Wisconsin,1,3,0,4,90,"St. Louis, MO"
2016,East,R64,Xavier,379,2,71,Weber State,363,15,53,Xavier,1,13,0,18,124,"St. Louis, MO"
2016,East,R32,UNC,211,1,85,Providence,247,9,66,UNC,1,8,0,19,151,"Raleigh, NC"
2016,East,R32,Indiana,129,5,73,Kentucky,142,4,67,Indiana,1,-1,1,6,140,"Des Moines, IA"
2016,East,R32,Notre Dame,226,6,76,Stephen F. Austin,299,14,75,Notre Dame,1,8,0,1,151,"Brooklyn, NY"
2016,East,R32,Wisconsin,374,7,66,Xavier,379,2,63,Wisconsin,1,-5,1,3,129,"St. Louis, MO"
2016,East,S16,UNC,211,1,101,Indiana,129,5,86,UNC,1,4,0,15,187,
2016,East,S16,Notre Dame,226,6,61,Wisconsin,374,7,56,Notre Dame,1,1,0,5,117,
2016,East,E8,UNC,211,1,88,Notre Dame,226,6,74,UNC,1,5,0,14,162,
2016,Midwest,R64,Virginia,356,1,81,Hampton,112,16,45,Virginia,1,15,0,36,126,"Raleigh, NC"
2016,Midwest,R64,Texas Tech,317,8,61,Butler,35,9,71,Butler,0,1,1,10,132,"Raleigh, NC"
2016,Midwest,R64,Purdue,248,5,83,Little Rock,153,12,85,Little Rock,0,7,1,2,168,
2016,Midwest,R64,Iowa State,133,4,94,Iona,131,13,81,Iowa State,1,9,0,13,175,
2016,Midwest,R64,Seton Hall,277,6,52,Gonzaga,108,11,68,Gonzaga,0,5,1,16,120,
2016,Midwest,R64,Utah,346,3,80,Fresno State,98,14,69,Utah,1,11,0,11,149,
2016,Midwest,R64,Dayton,68,7,51,Syracuse,303,10,70,Syracuse,0,3,1,19,121,"St. Louis, MO"
2016,Midwest,R64,Michigan State,180,2,81,Middle Tennessee,181,15,90,Middle Tennessee,0,13,1,9,171,"St. Louis, MO"
2016,Midwest,R32,Virginia,356,1,77,Butler,35,9,69,Virginia,1,8,0,8,146,"Raleigh, NC"
2016,Midwest,R32,Little Rock,153,12,61,Iowa State,133,4,78,Iowa State,0,-8,0,17,139,
2016,Midwest,R32,Gonzaga,108,11,82,Utah,346,3,59,Gonzaga,1,-8,1,23,141,
2016,Midwest,R32,Syracuse,303,10,75,Middle Tennessee,181,15,50,Syracuse,1,5,0,25,125,"St. Louis, MO"
2016,Midwest,S16,Virginia,356,1,84,Iowa State,133,4,71,Virginia,1,3,0,13,155,"Chicago, IL"
2016,Midwest,S16,Gonzaga,108,11,60,Syracuse,303,10,63,Syracuse,0,-1,0,3,123,"Chicago, IL"
2016,Midwest,E8,Virginia,356,1,62,Syracuse,303,10,68,Syracuse,0,9,1,6,130,"Chicago, IL"
2016,South,R64,Kansas,138,1,105,Austin Peay,18,16,79,Kansas,1,15,0,26,184,"Des Moines, IA"
2016,South,R64,Colorado,59,8,67,UConn,62,9,74,UConn,0,1,1,7,141,"Des Moines, IA"
2016,South,R64,Maryland,168,5,79,South Dakota State,283,12,74,Maryland,1,7,0,5,153,
2016,South,R64,California,41,4,66,Hawaii,115,13,77,Hawaii,0,9,1,11,143,
2016,South,R64,Arizona,11,6,55,Wichita State,370,11,65,Wichita State,0,5,1,10,120,"Providence, RI"
2016,South,R64,Miami (FL),177,3,79,Buffalo,34,14,72,Miami (FL),1,11,0,7,151,"Providence, RI"
2016,South,R64,Iowa,132,7,72,Temple,307,10,70,Iowa,1,3,0,2,142,"Brooklyn, NY"
2016,South,R64,Villanova,355,2,86,UNC Asheville,335,15,56,Villanova,1,13,0,30,142,"Brooklyn, NY"
2016,South,R32,Kansas,138,1,73,UConn,62,9,61,Kansas,1,8,0,12,134,"Des Moines, IA"
2016,South,R32,Maryland,168,5,73,Hawaii,115,13,60,Maryland,1,8,0,13,133,
2016,South,R32,Wichita State,370,11,57,Miami (FL),177,3,65,Miami (FL),0,-8,0,8,122,"Providence, RI"
2016,South,R32,Iowa,132,7,68,Villanova,355,2,87,Villanova,0,-5,0,19,155,"Brooklyn, NY"
2016,South,S16,Kansas,138,1,79,Maryland,168,5,63,Kansas,1,4,0,16,142,"Louisville, KY"
2016,South,S16,Miami (FL),177,3,69,Villanova,355,2,92,Villanova,0,-1,0,23,161,"Louisville, KY"
2016,South,E8,Kansas,138,1,59,Villanova,355,2,64,Villanova,0,1,1,5,123,"Louisville, KY"
2016,West,R64,Oregon,234,1,91,Holy Cross,118,16,52,Oregon,1,15,0,39,143,
2016,West,R64,St. Joseph's,264,8,78,Cincinnati,54,9,76,St. Joseph's,1,1,0,2,154,
2016,West,R64,Baylor,21,5,75,Yale,380,12,79,Yale,0,7,1,4,154,"Providence, RI"
2016,West,R64,Duke,76,4,93,UNC Wilmington,337,13,85,Duke,1,9,0,8,178,"Providence, RI"
2016,West,R64,Texas,312,6,72,Northern Iowa,222,11,75,Northern Iowa,0,5,1,3,147,
2016,West,R64,Texas A&M,313,3,92,Green Bay,111,14,65,Texas A&M,1,11,0,27,157,
2016,West,R64,Oregon State,235,7,67,VCU,350,10,75,VCU,0,3,1,8,142,
2016,West,R64,Oklahoma,230,2,82,Cal State Bakersfield,38,15,68,Oklahoma,1,13,0,14,150,
2016,West,R32,Oregon,234,1,69,St. Joseph's,264,8,64,Oregon,1,7,0,5,133,
2016,West,R32,Yale,380,12,64,Duke,76,4,71,Duke,0,-8,0,7,135,"Providence, RI"
2016,West,R32,Northern Iowa,222,11,88,Texas A&M,313,3,92,Texas A&M,0,-8,0,4,180,
2016,West,R32,VCU,350,10,81,Oklahoma,230,2,85,Oklahoma,0,-8,0,4,166,
2016,West,S16,Oregon,234,1,82,Duke,76,4,68,Oregon,1,3,0,14,150,"Anaheim, CA"
2016,West,S16,Texas A&M,313,3,63,Oklahoma,230,2,77,Oklahoma,0,-1,0,14,140,"Anaheim, CA"
2016,West,E8,Oregon,234,1,68,Oklahoma,230,2,80,Oklahoma,0,1,1,12,148,"Anaheim, CA"
2016,National,F4,Villanova,355,2,95,Oklahoma,230,2,51,Villanova,1,0,0,44,146,
2016,National,F4,Syracuse,303,10,66,UNC,211,1,83,UNC,0,-9,0,17,149,
2016,National,Championship,Villanova,355,2,77,UNC,211,1,74,Villanova,1,-1,1,3,151,
2017,East,R64,Villanova,355,1,76,Mount St. Mary's,194,16,56,Villanova,1,15,0,20,132,"Buffalo, NY"
2017,East,R64,Wisconsin,374,8,84,Virginia Tech,357,9,74,Wisconsin,1,1,0,10,158,"Buffalo, NY"
2017,East,R64,Virginia,356,5,76,UNC Wilmington,337,12,71,Virginia,1,7,0,5,147,"Orlando, FL"
2017,East,R64,Florida,91,4,80,ETSU,79,13,65,Florida,1,9,0,15,145,"Orlando, FL"
2017,East,R64,SMU,260,6,65,USC,339,11,66,USC,0,5,1,1,131,"Tulsa, OK"
2017,East,R64,Baylor,21,3,91,New Mexico State,205,14,73,Baylor,1,11,0,18,164,"Tulsa, OK"
2017,East,R64,South Carolina,280,7,93,Marquette,166,10,73,South Carolina,1,3,0,20,166,"Greenville, SC"
2017,East,R64,Duke,76,2,87,Troy,321,15,65,Duke,1,13,0,22,152,"Greenville, SC"
2017,East,R32,Villanova,355,1,62,Wisconsin,374,8,65,Wisconsin,0,7,1,3,127,"Buffalo, NY"
2017,East,R32,Virginia,356,5,39,Florida,91,4,65,Florida,0,-1,0,26,104,"Orlando, FL"
2017,East,R32,USC,339,11,78,Baylor,21,3,82,Baylor,0,-8,0,4,160,"Tulsa, OK"
2017,East,R32,South Carolina,280,7,88,Duke,76,2,81,South Carolina,1,-5,1,7,169,"Greenville, SC"
2017,East,S16,Wisconsin,374,8,83,Florida,91,4,84,Florida,0,-4,0,1,167,"New York, NY"
2017,East,S16,Baylor,21,3,50,South Carolina,280,7,70,South Carolina,0,4,1,20,120,"New York, NY"
2017,East,E8,Florida,91,4,70,South Carolina,280,7,77,South Carolina,0,3,1,7,147,"New York, NY"
2017,Midwest,R64,Kansas,138,1,100,UC-Davis,325,16,62,Kansas,1,15,0,38,162,"Tulsa, OK"
2017,Midwest,R64,Miami (FL),177,8,58,Michigan State,180,9,78,Michigan State,0,1,1,20,136,"Tulsa, OK"
2017,Midwest,R64,Iowa State,133,5,84,Nevada,201,12,73,Iowa State,1,7,0,11,157,"Milwaukee, WI"
2017,Midwest,R64,Purdue,248,4,80,Vermont,354,13,70,Purdue,1,9,0,10,150,"Milwaukee, WI"
2017,Midwest,R64,Creighton,65,6,72,Rhode Island,253,11,84,Rhode Island,0,5,1,12,156,"Sacramento, CA"
2017,Midwest,R64,Oregon,234,3,93,Iona,131,14,77,Oregon,1,11,0,16,170,"Sacramento, CA"
2017,Midwest,R64,Michigan,179,7,92,Oklahoma State,231,10,91,Michigan,1,3,0,1,183,"Indianapolis, IN"
2017,Midwest,R64,Louisville,159,2,78,Jacksonville State,136,15,63,Louisville,1,13,0,15,141,"Indianapolis, IN"
2017,Midwest,R32,Kansas,138,1,90,Michigan State,180,9,70,Kansas,1,8,0,20,160,"Tulsa, OK"
2017,Midwest,R32,Iowa State,133,5,76,Purdue,248,4,80,Purdue,0,-1,0,4,156,"Milwaukee, WI"
2017,Midwest,R32,Rhode Island,253,11,72,Oregon,234,3,75,Oregon,0,-8,0,3,147,"Sacramento, CA"
2017,Midwest,R32,Michigan,179,7,73,Louisville,159,2,69,Michigan,1,-5,1,4,142,"Indianapolis, IN"
2017,Midwest,S16,Kansas,138,1,98,Purdue,248,4,66,Kansas,1,3,0,32,164,"Kansas City, MO"
2017,Midwest,S16,Oregon,234,3,69,Michigan,179,7,68,Oregon,1,4,0,1,137,"Kansas City, MO"
2017,Midwest,E8,Kansas,138,1,60,Oregon,234,3,74,Oregon,0,2,1,14,134,"Kansas City, MO"
2017,South,R64,UNC,211,1,103,Texas Southern,315,16,64,UNC,1,15,0,39,167,"Greenville, SC"
2017,South,R64,Arkansas,13,8,77,Seton Hall,277,9,71,Arkansas,1,1,0,6,148,"Greenville, SC"
2017,South,R64,Minnesota,183,5,72,Middle Tennessee,181,12,81,Middle Tennessee,0,7,1,9,153,"Milwaukee, WI"
2017,South,R64,Butler,35,4,76,Winthrop,373,13,64,Butler,1,9,0,12,140,"Milwaukee, WI"
2017,South,R64,Cincinnati,54,6,75,Kansas State,139,11,61,Cincinnati,1,5,0,14,136,"Sacramento, CA"
2017,South,R64,UCLA,331,3,97,Kent State,141,14,80,UCLA,1,11,0,17,177,"Sacramento, CA"
2017,South,R64,Dayton,68,7,58,Wichita State,370,10,64,Wichita State,0,3,1,6,122,"Indianapolis, IN"
2017,South,R64,Kentucky,142,2,79,Northern Kentucky,223,15,70,Kentucky,1,13,0,9,149,"Indianapolis, IN"
2017,South,R32,UNC,211,1,72,Arkansas,13,8,65,UNC,1,7,0,7,137,"Greenville, SC"
2017,South,R32,Middle Tennessee,181,12,65,Butler,35,4,74,Butler,0,-8,0,9,139,"Milwaukee, WI"
2017,South,R32,Cincinnati,54,6,67,UCLA,331,3,79,UCLA,0,-3,0,12,146,"Sacramento, CA"
2017,South,R32,Wichita State,370,10,62,Kentucky,142,2,65,Kentucky,0,-8,0,3,127,"Indianapolis, IN"
2017,South,S16,UNC,211,1,92,Butler,35,4,80,UNC,1,3,0,12,172,"Memphis, TN"
2017,South,S16,UCLA,331,3,75,Kentucky,142,2,86,Kentucky,0,-1,0,11,161,"Memphis, TN"
2017,South,E8,UNC,211,1,75,Kentucky,142,2,73,UNC,1,1,0,2,148,"Memphis, TN"
2017,West,R64,Gonzaga,108,1,66,South Dakota State,283,16,46,Gonzaga,1,15,0,20,112,"Salt Lake City, UT"
2017,West,R64,Northwestern,224,8,68,Vanderbilt,353,9,66,Northwestern,1,1,0,2,134,"Salt Lake City, UT"
2017,West,R64,Notre Dame,226,5,60,Princeton,246,12,58,Notre Dame,1,7,0,2,118,"Buffalo, NY"
2017,West,R64,West Virginia,365,4,86,Bucknell,33,13,80,West Virginia,1,9,0,6,166,"Buffalo, NY"
2017,West,R64,Maryland,168,6,65,Xavier,379,11,76,Xavier,0,5,1,11,141,"Orlando, FL"
2017,West,R64,Florida State,96,3,86,Florida Gulf Coast,95,14,80,Florida State,1,11,0,6,166,"Orlando, FL"
2017,West,R64,Saint Mary's,266,7,85,VCU,350,10,77,Saint Mary's,1,3,0,8,162,"Salt Lake City, UT"
2017,West,R64,Arizona,11,2,100,North Dakota,214,15,82,Arizona,1,13,0,18,182,"Salt Lake City, UT"
2017,West,R32,Gonzaga,108,1,79,Northwestern,224,8,73,Gonzaga,1,7,0,6,152,"Salt Lake City, UT"
2017,West,R32,Notre Dame,226,5,71,West Virginia,365,4,83,West Virginia,0,-1,0,12,154,"Buffalo, NY"
2017,West,R32,Xavier,379,11,91,Florida State,96,3,66,Xavier,1,-8,1,25,157,"Orlando, FL"
2017,West,R32,Saint Mary's,266,7,60,Arizona,11,2,69,Arizona,0,-5,0,9,129,"Salt Lake City, UT"
2017,West,S16,Gonzaga,108,1,61,West Virginia,365,4,58,Gonzaga,1,3,0,3,119,"San Jose, CA"
2017,West,S16,Xavier,379,11,73,Arizona,11,2,71,Xavier,1,-9,1,2,144,"San Jose, CA"
2017,West,E8,Gonzaga,108,1,83,Xavier,379,11,59,Gonzaga,1,10,0,24,142,"San Jose, CA"
2017,National,F4,Oregon,234,3,76,UNC,211,1,77,UNC,0,-2,0,1,153,"Glendale, AZ"
2017,National,F4,South Carolina,280,7,73,Gonzaga,108,1,77,Gonzaga,0,-6,0,4,150,"Glendale, AZ"
2017,National,Championship,UNC,211,1,71,Gonzaga,108,1,65,UNC,1,0,0,6,136,"Glendale, AZ"
2018,East,R64,Villanova,355,1,87,Radford,252,16,61,Villanova,1,15,0,26,148,"Pittsburgh, PA"
2018,East,R64,Virginia Tech,357,8,83,Alabama,4,9,86,Alabama,0,1,1,3,169,"Pittsburgh, PA"
2018,East,R64,West Virginia,365,5,85,Murray State,195,12,68,West Virginia,1,7,0,17,153,"San Diego, CA"
2018,East,R64,Wichita State,370,4,75,Marshall,167,13,81,Marshall,0,9,1,6,156,"San Diego, CA"
2018,East,R64,Florida,91,6,77,St. Bonaventure,294,11,62,Florida,1,5,0,15,139,"Dallas, TX"
2018,East,R64,Texas Tech,317,3,70,Stephen F. Austin,299,14,60,Texas Tech,1,11,0,10,130,"Dallas, TX"
2018,East,R64,Arkansas,13,7,62,Butler,35,10,79,Butler,0,3,1,17,141,"Detroit, MI"
2018,East,R64,Purdue,248,2,74,Cal State Fullerton,39,15,48,Purdue,1,13,0,26,122,"Detroit, MI"
2018,East,R32,Villanova,355,1,81,Alabama,4,9,58,Villanova,1,8,0,23,139,"Pittsburgh, PA"
2018,East,R32,West Virginia,365,5,94,Marshall,167,13,71,West Virginia,1,8,0,23,165,"San Diego, CA"
2018,East,R32,Florida,91,6,66,Texas Tech,317,3,69,Texas Tech,0,-3,0,3,135,"Dallas, TX"
2018,East,R32,Butler,35,10,73,Purdue,248,2,76,Purdue,0,-8,0,3,149,"Detroit, MI"
2018,East,S16,Villanova,355,1,90,West Virginia,365,5,78,Villanova,1,4,0,12,168,"Boston, MA"
2018,East,S16,Texas Tech,317,3,78,Purdue,248,2,65,Texas Tech,1,-1,1,13,143,"Boston, MA"
2018,East,E8,Villanova,355,1,71,Texas Tech,317,3,59,Villanova,1,2,0,12,130,"Boston, MA"
2018,Midwest,R64,Kansas,138,1,76,Penn,238,16,60,Kansas,1,15,0,16,136,"Wichita, KS"
2018,Midwest,R64,Seton Hall,277,8,94,NC State,196,9,83,Seton Hall,1,1,0,11,177,"Wichita, KS"
2018,Midwest,R64,Clemson,55,5,79,New Mexico State,205,12,68,Clemson,1,7,0,11,147,"San Diego, CA"
2018,Midwest,R64,Auburn,17,4,62,College of Charleston,48,13,58,Auburn,1,9,0,4,120,"San Diego, CA"
2018,Midwest,R64,TCU,304,6,52,Syracuse,303,11,57,Syracuse,0,5,1,5,109,"Detroit, MI"
2018,Midwest,R64,Michigan State,180,3,82,Bucknell,33,14,78,Michigan State,1,11,0,4,160,"Detroit, MI"
2018,Midwest,R64,Rhode Island,253,7,83,Oklahoma,230,10,78,Rhode Island,1,3,0,5,161,"Pittsburgh, PA"
2018,Midwest,R64,Duke,76,2,89,Iona,131,15,67,Duke,1,13,0,22,156,"Pittsburgh, PA"
2018,Midwest,R32,Kansas,138,1,83,Seton Hall,277,8,79,Kansas,1,7,0,4,162,"Wichita, KS"
2018,Midwest,R32,Clemson,55,5,84,Auburn,17,4,53,Clemson,1,-1,1,31,137,"San Diego, CA"
2018,Midwest,R32,Syracuse,303,11,55,Michigan State,180,3,53,Syracuse,1,-8,1,2,108,"Detroit, MI"
2018,Midwest,R32,Rhode Island,253,7,62,Duke,76,2,87,Duke,0,-5,0,25,149,"Pittsburgh, PA"
2018,Midwest,S16,Kansas,138,1,80,Clemson,55,5,76,Kansas,1,4,0,4,156,"Omaha, NE"
2018,Midwest,S16,Syracuse,303,11,65,Duke,76,2,69,Duke,0,-9,0,4,134,"Omaha, NE"
2018,Midwest,E8,Kansas,138,1,85,Duke,76,2,81,Kansas,1,1,0,4,166,"Omaha, NE"
2018,South,R64,Virginia,356,1,54,UMBC,332,16,74,UMBC,0,15,1,20,128,"Charlotte, NC"
2018,South,R64,Creighton,65,8,59,Kansas State,139,9,69,Kansas State,0,1,1,10,128,"Charlotte, NC"
2018,South,R64,Kentucky,142,5,78,Davidson,67,12,73,Kentucky,1,7,0,5,151,"Boise, ID"
2018,South,R64,Arizona,11,4,68,Buffalo,34,13,89,Buffalo,0,9,1,21,157,"Boise, ID"
2018,South,R64,Miami (FL),177,6,62,Loyola (IL),160,11,64,Loyola (IL),0,5,1,2,126,"Dallas, TX"
2018,South,R64,Tennessee,308,3,73,Wright State,377,14,47,Tennessee,1,11,0,26,120,"Dallas, TX"
2018,South,R64,Nevada,201,7,87,Texas,312,10,83,Nevada,1,3,0,4,170,"Nashville, TN"
2018,South,R64,Cincinnati,54,2,68,Georgia State,106,15,53,Cincinnati,1,13,0,15,121,"Nashville, TN"
2018,South,R32,UMBC,332,16,43,Kansas State,139,9,50,Kansas State,0,-7,0,7,93,"Charlotte, NC"
2018,South,R32,Kentucky,142,5,95,Buffalo,34,13,75,Kentucky,1,8,0,20,170,"Boise, ID"
2018,South,R32,Loyola (IL),160,11,63,Tennessee,308,3,62,Loyola (IL),1,-8,1,1,125,"Dallas, TX"
2018,South,R32,Nevada,201,7,75,Cincinnati,54,2,73,Nevada,1,-5,1,2,148,"Nashville, TN"
2018,South,S16,Kansas State,139,9,61,Kentucky,142,5,58,Kansas State,1,-4,1,3,119,"Atlanta, GA"
2018,South,S16,Loyola (IL),160,11,69,Nevada,201,7,68,Loyola (IL),1,-4,1,1,137,"Atlanta, GA"
2018,South,E8,Kansas State,139,9,62,Loyola (IL),160,11,78,Loyola (IL),0,2,1,16,140,"Atlanta, GA"
2018,West,R64,Xavier,379,1,102,Texas Southern,315,16,83,Xavier,1,15,0,19,185,"Nashville, TN"
2018,West,R64,Missouri,187,8,54,Florida State,96,9,67,Florida State,0,1,1,13,121,"Nashville, TN"
2018,West,R64,Ohio State,229,5,81,South Dakota State,283,12,73,Ohio State,1,7,0,8,154,"Boise, ID"
2018,West,R64,Gonzaga,108,4,68,UNC Greensboro,336,13,64,Gonzaga,1,9,0,4,132,"Boise, ID"
2018,West,R64,Houston,119,6,67,San Diego State,271,11,65,Houston,1,5,0,2,132,"Wichita, KS"
2018,West,R64,Michigan,179,3,61,Montana,190,14,47,Michigan,1,11,0,14,108,"Wichita, KS"
2018,West,R64,Texas A&M,313,7,73,Providence,247,10,69,Texas A&M,1,3,0,4,142,"Charlotte, NC"
2018,West,R64,UNC,211,2,84,Lipscomb,152,15,66,UNC,1,13,0,18,150,"Charlotte, NC"
2018,West,R32,Xavier,379,1,70,Florida State,96,9,75,Florida State,0,8,1,5,145,"Nashville, TN"
2018,West,R32,Ohio State,229,5,84,Gonzaga,108,4,90,Gonzaga,0,-1,0,6,174,"Boise, ID"
2018,West,R32,Houston,119,6,63,Michigan,179,3,64,Michigan,0,-3,0,1,127,"Wichita, KS"
2018,West,R32,Texas A&M,313,7,86,UNC,211,2,65,Texas A&M,1,-5,1,21,151,"Charlotte, NC"
2018,West,S16,Florida State,96,9,75,Gonzaga,108,4,60,Florida State,1,-5,1,15,135,"Los Angeles, CA"
2018,West,S16,Michigan,179,3,99,Texas A&M,313,7,72,Michigan,1,4,0,27,171,"Los Angeles, CA"
2018,West,E8,Florida State,96,9,54,Michigan,179,3,58,Michigan,0,-6,0,4,112,"Los Angeles, CA"
2018,National,F4,Villanova,355,1,95,Kansas,138,1,79,Villanova,1,0,0,16,174,"San Antonio, TX"
2018,National,F4,Loyola (IL),160,11,57,Michigan,179,3,69,Michigan,0,-8,0,12,126,"San Antonio, TX"
2018,National,Championship,Villanova,355,1,79,Michigan,179,3,62,Villanova,1,2,0,17,141,"San Antonio, TX"
2019,East,R64,Duke,76,1,85,North Dakota State,215,16,62,Duke,1,15,0,23,147,"Columbia, SC"
2019,East,R64,VCU,350,8,58,UCF,330,9,73,UCF,0,1,1,15,131,"Columbia, SC"
2019,East,R64,Mississippi State,185,5,76,Liberty,150,12,80,Liberty,0,7,1,4,156,"San Jose, CA"
2019,East,R64,Virginia Tech,357,4,66,Saint Louis,265,13,52,Virginia Tech,1,9,0,14,118,"San Jose, CA"
2019,East,R64,Maryland,168,6,79,Belmont,23,11,77,Maryland,1,5,0,2,156,"Jacksonville, FL"
2019,East,R64,LSU,144,3,79,Yale,380,14,74,LSU,1,11,0,5,153,"Jacksonville, FL"
2019,East,R64,Louisville,159,7,76,Minnesota,183,10,86,Minnesota,0,3,1,10,162,"Des Moines, IA"
2019,East,R64,Michigan State,180,2,76,Bradley,30,15,65,Michigan State,1,13,0,11,141,"Des Moines, IA"
2019,East,R32,Duke,76,1,77,UCF,330,9,76,Duke,1,8,0,1,153,"Columbia, SC"
2019,East,R32,Liberty,150,12,58,Virginia Tech,357,4,67,Virginia Tech,0,-8,0,9,125,"San Jose, CA"
2019,East,R32,Maryland,168,6,67,LSU,144,3,69,LSU,0,-3,0,2,136,"Jacksonville, FL"
2019,East,R32,Minnesota,183,10,50,Michigan State,180,2,70,Michigan State,0,-8,0,20,120,"Des Moines, IA"
2019,East,S16,Duke,76,1,75,Virginia Tech,357,4,73,Duke,1,3,0,2,148,"Washington, DC"
2019,East,S16,LSU,144,3,63,Michigan State,180,2,80,Michigan State,0,-1,0,17,143,"Washington, DC"
2019,East,E8,Duke,76,1,67,Michigan State,180,2,68,Michigan State,0,1,1,1,135,"Washington, DC"
2019,Midwest,R64,UNC,211,1,88,Iona,131,16,73,UNC,1,15,0,15,161,"Columbus, OH"
2019,Midwest,R64,Utah State,347,8,61,Washington,360,9,78,Washington,0,1,1,17,139,"Columbus, OH"
2019,Midwest,R64,Auburn,17,5,78,New Mexico State,205,12,77,Auburn,1,7,0,1,155,"Salt Lake City, UT"
2019,Midwest,R64,Kansas,138,4,87,Northeastern,218,13,53,Kansas,1,9,0,34,140,"Salt Lake City, UT"
2019,Midwest,R64,Iowa State,133,6,59,Ohio State,229,11,62,Ohio State,0,5,1,3,121,"Tulsa, OK"
2019,Midwest,R64,Houston,119,3,84,Georgia State,106,14,55,Houston,1,11,0,29,139,"Tulsa, OK"
2019,Midwest,R64,Wofford,376,7,84,Seton Hall,277,10,68,Wofford,1,3,0,16,152,"Jacksonville, FL"
2019,Midwest,R64,Kentucky,142,2,79,Abilene Christian,1,15,44,Kentucky,1,13,0,35,123,"Jacksonville, FL"
