,Team,Elite 8,Seed,W,NetRtg,ORtg,DRtg,AdjOD,AdjT,Luck,SoSNetRtg,SoSORtg,SoSDRtg,ConfSoSNetRtg,bluePower,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,bluePower_NetRtg,bluePower_Seed
765,Cincinnati,0,2.1972245773362196,3.1354942159291497,2.8936995479888394,4.720282993088596,4.554928969551344,0,4.174387269895637,-0.06935007813479317,1.824549292051046,4.684905154006945,4.635699391022914,0.0,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.358107766267787,4.827795843250328
766,Utah,0,2.70805020110221,3.332204510175204,2.8786365016777435,4.758749273916392,4.603168183317418,0,4.194189897191817,0.10616019582839072,2.378619779270043,4.707726774313183,4.61512051684126,1.0647107369924282,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9906375499897444,3.7541547234175794
767,Saint Mary's,0,2.772588722239781,3.4011973816621555,2.8758219768814333,4.773223770984341,4.6210435351443815,0,4.139955073474153,0.024692612590371414,0.0,4.653960350157523,4.664382045619937,0.0,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.318826727647519,6.092000083350472
768,Florida,0,2.772588722239781,3.091042453358316,2.8701690505786455,4.7140245909001735,4.552823705615882,0,4.251348311031766,-0.057629112836636416,2.4168062370840686,4.715816706075155,4.620058798481842,2.048982334195127,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.306405979041163,6.092000083350472
769,Notre Dame,0,2.4849066497880004,3.2188758248682006,2.8678989020441064,4.800736969532067,4.653960350157523,0,4.183575695950044,0.05259245011917063,2.463853240590168,4.721173861744398,4.620058798481842,0.0,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13858501452627,4.452355019905411
770,Pittsburgh,0,2.0794415416798357,3.091042453358316,2.8678989020441064,4.752727750345706,4.598145571051127,0,4.194189897191817,-0.011060947359424948,2.3085671646715933,4.716711560720999,4.631812116934513,0.0,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13858501452627,3.725859073011031
771,Wisconsin,0,2.3978952727983707,3.1354942159291497,2.865053949911875,4.7104306966455844,4.549657476057832,0,4.163559631243574,-0.022245608947319737,2.3580197998821464,4.712229258281499,4.622027303054514,0.8064758658669485,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.295166954140586,5.268714427270919
772,Texas,0,2.4849066497880004,3.044522437723423,2.844327819394758,4.736198448394496,4.582924577040772,0,4.194189897191817,0.02176149178151271,2.605648267484129,4.722953221644475,4.605170185988092,1.8794650496471605,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.249626990775298,5.4598979633004
773,Creighton,0,2.6390573296152584,3.044522437723423,2.822568654544802,4.739701078945697,4.591071261608589,0,4.26549281841793,-0.0998203352822109,1.9768549529047348,4.689511334421843,4.630837932736669,0.0,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.201817218984664,5.798601625629939
776,Stephen F. Austin,0,1.3862943611198906,3.367295829986474,2.810606789427302,4.729156165769083,4.580877493419047,0,4.223909766576744,0.006975613736425138,0.0,4.641502115235482,4.696837374513915,1.7561322915849038,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.035931329233031,2.4839060486740205
777,Valparaiso,0,2.833213344056216,3.4339872044851463,2.800933195248924,4.686750172980514,4.532599493153256,0,4.216562194946349,-0.007024614936964466,0.4382549309311553,4.674696248636701,4.670021158307708,1.5748464676644813,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0771396280389016,3.1126029961986283
778,Saint Joseph's,0,2.302585092994046,3.367295829986474,2.7954503913830435,4.747537427275013,4.604169685654508,0,4.26549281841793,0.02955880224154443,1.7334238922150915,4.68213122712422,4.637637376125593,1.0885619528146082,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8753171143647043,3.192060730416365
779,Providence,0,2.1972245773362196,3.2188758248682006,2.740194654428777,4.709530201312334,4.56954300834494,0,4.239886867512759,0.060153922819747144,2.295560478057081,4.705015520957808,4.6210435351443815,0.0,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0208230413962385,4.827795843250328
781,San Diego St.,0,2.772588722239781,3.367295829986474,2.731115474033206,4.661550519424199,4.516338972281476,0,4.186619838331271,0.014888612493750559,1.5173226235262949,4.679349584162343,4.645351975620923,1.9065751436566365,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.00087404308902,6.092000083350472
782,Yale,0,1.791759469228055,3.1780538303479458,2.7298116928837226,4.713127327493184,4.574710978503383,0,4.204692619390966,0.025667746748577813,-1.897119984885881,4.66814498514948,4.676560182074764,-inf,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.891165949933877,3.210401995568401
783,Florida St.,0,2.6390573296152584,3.044522437723423,2.725235025856311,4.73707525686803,4.604169685654508,0,4.28496492183075,-0.020202707317519466,2.3532782073095637,4.711330381816482,4.622027303054514,0.0,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.882965663450008,4.728555960173844
784,USC,0,2.302585092994046,3.091042453358316,2.7245795030534206,4.74406218485471,4.612145799724517,0,4.276666119016055,-0.028399474521698,2.152924318439639,4.697749367281185,4.625952725170619,0.0,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.986513047015479,5.059296557734522
785,Michigan,1,1.9459101490553132,3.1780538303479458,2.7180005319553784,4.750135956238277,4.620058798481842,0,4.2017030805426,0.01291622526654623,2.298577071596507,4.7104306966455844,4.625952725170619,0.0,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.972057570025276,4.27560160479232
786,Georgia Tech,0,2.6390573296152584,3.091042453358316,2.7166795278002644,4.743191483885466,4.611152257665639,0,4.220977213155467,0.014888612493750559,2.4570214462984645,4.719391330078114,4.619073091157083,-1.83258146374831,1.0986122886681098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.984577513614448,2.8993008128149693
787,BYU,0,2.772588722239781,3.295836866004329,2.7006898466959175,4.73707525686803,4.607168188650764,0,4.3134800921387715,-0.05129329438755058,0.8415671856782188,4.674696248636701,4.662495252607361,0.9001613499442714,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8389866062654745,4.967812097348041
788,George Washington,0,2.6390573296152584,3.367295829986474,2.698673039289613,4.751864565138895,4.624972813284271,0,4.207673247529104,0.03052920503482279,1.4883995840570443,4.672828834461906,4.640537329825382,0.0,1.0986122886681098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9647953640608855,2.8993008128149693
789,Texas Tech,0,2.302585092994046,2.995732273553991,2.6932749155200555,4.73795129722191,4.609162207257629,0,4.204692619390966,0.02761516703297339,2.4561641809223462,4.713127327493184,4.612145799724517,0.4824261492442928,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.917729837903797,5.059296557734522
791,Arkansas Little Rock,0,1.791759469228055,3.4339872044851463,2.65605490598383,4.702296896718814,4.574710978503383,0,4.165113633110308,0.054488185284069776,-1.4696759700589417,4.65586330030361,4.662495252607361,-0.2231435513142097,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
792,Colorado,0,2.302585092994046,3.1354942159291497,2.6326080059353516,4.69866052907543,4.5736795188967205,0,4.248495242049359,0.014888612493750559,2.1412419425852827,4.705015520957808,4.634728988229636,0.0,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.717000323400254,4.125678644075443
793,South Carolina,0,2.833213344056216,3.258096538021482,2.6297282343267403,4.700480365792417,4.576770711466393,0,4.264087336809195,0.058268908123975824,1.7191887763932197,4.6839813664123815,4.640537329825382,0.0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6455774225249264,3.9276676827147607
794,Dayton,0,2.3978952727983707,3.258096538021482,2.612273245708441,4.678420647727684,4.553876891600541,0,4.231203744939298,0.07881118042428985,1.5871923034867808,4.684905154006945,4.648229675448539,1.275362800412609,2.1972245773362196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.739750978188444,5.268714427270919
795,Hawaii,0,1.6094379124341003,3.367295829986474,2.5771819258971713,4.693181063310805,4.575741375297279,0,4.2710950739666,0.01291622526654623,0.0,4.639571612705423,4.662495252607361,0.0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8313237339239783,1.7681482684484517
796,Houston,0,2.5649493574615367,3.1354942159291497,2.550226115908643,4.768139014266231,4.662495252607361,0,4.209160236650682,-0.006018072325563021,0.5933268452777344,4.653007515402251,4.645351975620923,0.0,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.603419499639157,5.635769767837233
798,Virginia Tech,0,2.70805020110221,3.044522437723423,2.5400259490090797,4.71492104994721,4.604169685654508,0,4.255612709818223,0.014888612493750559,2.3233676321765744,4.7140245909001735,4.626931677769604,0.0,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5810074422345055,5.950194458522068
799,Oregon St.,0,2.3978952727983707,2.995732273553991,2.5376572151735295,4.715816706075155,4.6061696863211745,0,4.220977213155467,0.042101176018635326,2.3617969526258915,4.707726774313183,4.617098756853365,0.37843643572024505,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5179398878502686,3.324188695236423
800,Tulsa,0,1.9459101490553132,3.044522437723423,2.5257286443082556,4.720282993088596,4.612145799724517,0,4.239886867512759,-0.0030045090202987243,1.8779371654691073,4.68213122712422,4.628886712605407,0.9001613499442714,1.3862943611198906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5014033773235207,2.6976042668813465
801,Washington,0,2.70805020110221,2.995732273553991,2.503073953743449,4.713127327493184,4.607168188650764,0,4.363098624788363,-0.016129381929883644,2.1724764076470255,4.69866052907543,4.625952725170619,0.0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.749907805027625,2.975097229261034
802,Northern Iowa,0,1.9459101490553132,3.1780538303479458,2.495681722955959,4.7059200890882344,4.600157644164547,0,4.157319361383489,0.01291622526654623,1.7578579175523736,4.673762977453703,4.627909672957581,2.1482677326096886,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4597494996838187,2.6976042668813465
805,Princeton,0,2.4849066497880004,3.1354942159291497,2.453587966530573,4.730039168033961,4.631812116934513,0,4.242764567340374,0.035367143837291344,0.0,4.65586330030361,4.6709579265260945,0.0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4013951625129524,3.4448120765104235
806,Georgia,0,2.70805020110221,3.044522437723423,2.4501426573516603,4.690430029938915,4.5880240271531205,0,4.223909766576744,0.06297479916138839,2.2082744135228043,4.705015520957808,4.628886712605407,1.449269160281279,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6917568323564716,2.975097229261034
811,Ohio St.,0,2.70805020110221,3.091042453358316,2.3978952727983707,4.68213122712422,4.584967478670572,0,4.22683374526818,0.04783732941416006,1.9782390361706734,4.690430029938915,4.631812116934513,0.0,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.268714427270919,5.950194458522068
815,South Dakota St.,0,1.791759469228055,3.295836866004329,2.3580197998821464,4.722063937459591,4.632785353021065,0,4.238444906195857,0.003992021269537457,-0.2613647641344075,4.659658371272161,4.661550519424199,1.0681530811834012,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.181099058146486,3.936897942462782
820,UNC Wilmington,0,1.6094379124341003,3.258096538021482,2.3233676321765744,4.715816706075155,4.629862798578463,0,4.26689632742025,0.03246719013750141,0.6151856390902335,4.670021158307708,4.662495252607361,0.0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.220871447294857,2.2311547025799614
823,Temple,0,2.0794415416798357,3.091042453358316,2.2844211223663744,4.68213122712422,4.596129441335942,0,4.203198967134183,0.09075436326846412,1.9919755158985601,4.689511334421843,4.629862798578463,1.547562508716013,1.3862943611198906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1668801203596764,2.882718083509208
825,Akron,0,2.4849066497880004,3.295836866004329,2.2648832258100344,4.7104306966455844,4.629862798578463,0,4.22683374526818,0.024692612590371414,0.0,4.659658371272161,4.671893818030999,0.0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1397948445354786,3.4448120765104235
826,St. Bonaventure,0,2.833213344056216,3.1354942159291497,2.2648832258100344,4.742320024135325,4.664382045619937,0,4.23410650459726,-0.0010005003335835344,0.7701082216960737,4.669083511731744,4.657762636107262,0.0,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1397948445354786,3.9276676827147607
829,Hofstra,0,2.5649493574615367,3.2188758248682006,2.2438960966453663,4.72384171570559,4.646312129319266,0,4.255612709818223,0.023716526617316065,0.9858167945227652,4.671893818030999,4.6568134191399295,-0.3011050927839216,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
831,Stony Brook,0,1.6094379124341003,3.295836866004329,2.211565694606877,4.684905154006945,4.6061696863211745,0,4.222444564849416,0.04783732941416006,0.0,4.647271362006727,4.699570861409576,1.682688374173693,1.0986122886681098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.429653249291939,1.7681482684484517
832,Monmouth,0,2.833213344056216,3.367295829986474,2.2082744135228043,4.684905154006945,4.607168188650764,0,4.30406509320417,0.02078253918252841,0.0,4.651099117876491,4.670021158307708,1.9544450515051506,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
833,Alabama,0,2.5649493574615367,2.9444389791664403,2.2049722641270453,4.66814498514948,4.589040804058207,0,4.186619838331271,0.08892620919440149,2.3702437414678603,4.7140245909001735,4.623010104116422,1.7783364488959144,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.844819251084634,5.635769767837233
841,Iona,0,1.6094379124341003,3.1354942159291497,2.0955609235597192,4.7140245909001735,4.648229675448539,0,4.289088639014612,-0.005012541823544286,0.0,4.651099117876491,4.66814498514948,1.9035989509835904,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.604417964550802,3.5362965368969035
843,Davidson,0,2.5649493574615367,3.044522437723423,2.0451088625993306,4.747537427275013,4.687671407499835,0,4.26549281841793,0.07510747248680548,1.7595805708638197,4.688591794127164,4.6434288981051814,1.1052568313867783,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.664343170164568,4.595772299322124
844,Long Beach St.,0,2.4849066497880004,3.044522437723423,2.033397603178429,4.695924549256556,4.633757642840004,0,4.26549281841793,0.06109509935981083,1.9712993830601329,4.68213122712422,4.623991940228679,2.7517480563679295,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2339155946001026,2.7299489816502
845,Fresno St.,0,1.3862943611198906,3.258096538021482,2.0320878452963655,4.685828089005546,4.623010104116422,0,4.248495242049359,0.08157998699242285,0.9745596399981308,4.666265285347902,4.651099117876491,0.0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2324766784956878,1.523000020837618
846,Chattanooga,0,1.791759469228055,3.4011973816621555,2.0149030205422647,4.686750172980514,4.624972813284271,0,4.209160236650682,0.1239859797809913,0.0,4.657762636107262,4.687671407499835,-0.040821994520255166,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.7932486955811764,2.4839060486740205
