,Team,Elite 8,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,bluePower,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,bluePower_Barthag,bluePower_Seed
153,North Dakota St.,0,1.791759469228055,3.1354942159291497,4.751864565138895,4.662495252607361,0,0.5532527294058862,4.02535169073515,3.933784497209659,2.803360380906535,2.91235066461494,3.4781584227982836,3.3463891451671604,3.754198920234579,3.7256934272366524,4.04305126783455,3.86702563949741,3.580737295494233,3.6506582412937387,3.3357695763397,3.5751506887855933,4.182050142641207,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9912958167892634,3.210401995568401
157,Manhattan,0,1.6094379124341003,3.258096538021482,4.676560182074764,4.589040804058207,0,0.550257853009705,3.9473901492654373,3.8416005411316,3.0301337002713233,3.126760535960395,3.5779478934066544,3.529297384289471,4.041295341132285,3.979681653901961,3.910021002757473,3.8110970868381857,3.629660094453965,3.517497837358316,3.475067230228611,3.3638415951183864,4.258445572902527,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7628193587892916,2.2311547025799614
159,Tulsa,0,1.6094379124341003,3.091042453358316,4.673762977453703,4.5880240271531205,0,0.5486415044502161,3.9180050771056933,3.856510295497887,2.8622008809294686,3.0633909220278057,3.4372078191851885,3.414442608412176,3.8877303128591016,3.8979240810486444,3.92395157629342,3.7819143200811256,3.5115454388310208,3.591817741270805,3.487375077903208,3.5610460826040513,4.241326752570746,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7605786238956679,2.2311547025799614
189,Mercer,0,1.3862943611198906,3.1780538303479458,4.695010889987881,4.624972813284271,0,0.5272696761819237,4.005513348515485,3.8607297110405954,2.9338568698359038,3.005682604407159,3.5145260669691587,3.4372078191851885,3.6454498961866,3.751854253275325,3.9569963710708773,3.86702563949741,3.6838669122903918,3.4531571205928664,3.6428355156125294,3.6189933266497696,4.1956970564823886,1.0986122886681098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5792649456955163,1.523000020837618
201,North Carolina Central,0,1.3862943611198906,3.295836866004329,4.674696248636701,4.60816569496789,0,0.5211719158201351,3.9357395320454622,3.7932394694381792,2.91235066461494,3.2188758248682006,3.594568774642695,3.520460802488973,3.9473901492654373,3.835141961092188,3.9473901492654373,3.765840495250065,3.5145260669691587,3.4436180975461075,3.414442608412176,3.6136169696133895,4.178992036282385,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9338147152664539,2.4839060486740205
228,Louisiana,0,1.3862943611198906,3.044522437723423,4.71760561531788,4.662495252607361,0,0.5039822612839827,3.9684033388642534,3.933784497209659,3.0007198150650303,2.9806186357439426,3.629660094453965,3.4995332823830174,3.8264651170664994,3.8088822465086327,3.929862923556477,3.937690752176724,3.648057459593681,3.5263605246161616,3.505557396986398,3.4372078191851885,4.26549281841793,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6986677669224366,1.9218120556728056
234,American,0,1.0986122886681098,3.044522437723423,4.6491870714048655,4.600157644164547,0,0.4930485436633096,4.048300623720694,3.8480176754522337,3.173878458937465,3.039749158970765,3.332204510175204,3.4307561839036995,3.580737295494233,3.742420221041966,4.037774210733707,3.8372994592322094,3.6686767467964168,3.475067230228611,3.6000482404073204,3.456316680883235,4.133565275375382,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.541669188978427,1.206948960812582
244,Delaware,0,1.6094379124341003,3.258096538021482,4.71760561531788,4.671893818030999,0,0.4874136907553317,3.9435216724875173,3.914021008090819,2.6741486494265287,2.8735646395797834,3.417726683613366,3.517497837358316,3.7887247890836524,3.6584202466292277,3.929862923556477,3.9219733362813143,3.56953269648137,3.4995332823830174,3.5667118201397288,3.484312288372662,4.29592393562047,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6756988510267504,2.2311547025799614
269,Eastern Kentucky,0,1.0986122886681098,3.1354942159291497,4.718498871295094,4.688591794127164,0,0.46089981499626503,4.060443010546419,4.034240638152395,2.833213344056216,3.2268439945173775,3.1780538303479458,3.5380565643793527,3.7999735016195233,4.030694535145645,4.046553898385752,4.044804116661965,3.6788291182604347,3.6189933266497696,3.8044377947482086,3.616308761279101,4.206184043977636,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5063502005997551,1.206948960812582
275,Western Michigan,0,1.3862943611198906,3.1354942159291497,4.663439094112067,4.635699391022914,0,0.457614702432921,3.977810745966149,3.877431560658527,3.086486636822455,2.970414465569701,3.4781584227982836,3.484312288372662,3.9646154555473165,3.580737295494233,4.009149716158869,3.883623530906448,3.5263605246161616,3.4719664525503626,3.58351893845611,3.6788291182604347,4.219507705176107,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5027411355680074,1.523000020837618
340,Milwaukee,0,1.0986122886681098,3.044522437723423,4.658710952916121,4.658710952916121,0,0.40593166591980695,3.92395157629342,3.9160150266976834,3.044522437723423,2.970414465569701,3.3877743613300146,3.4688560301359703,3.8394523125933104,3.634951112088381,3.927896354584436,3.9318256327243257,3.5263605246161616,3.484312288372662,3.730501128804756,3.5085558999826545,4.231203744939298,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44596151653901767,1.206948960812582
365,Cal Poly,0,0.6931471805599453,2.4849066497880004,4.6443908991413725,4.6549122778829055,0,0.3842414716565378,3.856510295497887,3.914021008090819,2.760009940032921,2.9391619220655967,3.459466289786131,3.5263605246161616,3.5263605246161616,3.7819143200811256,3.8088822465086327,3.8979240810486444,3.5409593240373143,3.5553480614894135,3.586292865338835,3.4657359027997265,4.115779842942166,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42213240257779167,0.761500010418809
371,Weber St.,0,0.6931471805599453,2.8903717578961645,4.665324108807838,4.678420647727684,0,0.37966855306415426,4.021773869387265,3.879499813722586,3.0007198150650303,2.681021528714291,3.367295829986474,3.391147045808654,3.9318256327243257,3.586292865338835,3.9740583963475986,3.8649313978942956,3.6988297849671046,3.529297384289471,3.6454498961866,3.152736022363656,4.180522258463153,1.3862943611198906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526332374207385,0.9609060278364028
383,Albany,0,0.6931471805599453,2.9444389791664403,4.636668853047462,4.6549122778829055,0,0.37045949890934904,3.906004933102583,3.8958936234982624,3.0349529867072724,2.9806186357439426,3.5085558999826545,3.407841924380824,3.7727609380946383,3.407841924380824,3.8628327612373745,3.8416005411316,3.6216707044204863,3.5890591188317256,3.3105430133940246,3.6136169696133895,4.162003210695915,1.3862943611198906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5135659143613308,0.9609060278364028
412,Wofford,0,1.0986122886681098,2.8903717578961645,4.616110126026426,4.646312129319266,0,0.34592739539196804,3.9160150266976834,3.9180050771056933,2.856470206220483,3.0301337002713233,3.4719664525503626,3.40452517175483,3.5524868292083815,3.713572066704308,3.877431560658527,3.92395157629342,3.6082115510464816,3.5115454388310208,3.417726683613366,3.367295829986474,4.146304301152812,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6198186863589562,1.968448971231391
432,Mount St. Mary's,0,0.6931471805599453,2.833213344056216,4.686750172980514,4.724729421045731,0,0.32966339469188255,3.9646154555473165,3.996364153861897,2.8903717578961645,2.9856819377004897,3.3775875160230218,3.529297384289471,3.6454498961866,3.5667118201397288,3.9396381724611196,4.012772908528289,3.6000482404073204,3.543853682063679,3.7796338173824005,3.2188758248682006,4.2626798770413155,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5906775090970463,1.2419530243370103
465,Coastal Carolina,0,0.6931471805599453,2.9444389791664403,4.5880240271531205,4.639571612705423,0,0.30358002760455366,3.8897773964808264,3.8753590210565547,3.0633909220278057,2.970414465569701,3.5779478934066544,3.4307561839036995,3.686376323895818,3.6913763343125234,3.8897773964808264,3.8607297110405954,3.4965075614664802,3.4995332823830174,3.4688560301359703,3.770459441106359,4.22829253473184,1.3862943611198906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42085128041681347,0.9609060278364028
483,Texas Southern,0,0.6931471805599453,2.9444389791664403,4.678420647727684,4.73444252169223,0,0.2944590567308047,3.9627161197436642,3.929862923556477,3.005682604407159,2.8213788864092133,3.5409593240373143,3.4688560301359703,3.9219733362813143,3.414442608412176,3.9435216724875173,3.901972669574645,3.6082115510464816,3.597312260588446,3.5085558999826545,3.4210000089583352,4.22829253473184,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6469926764681643,1.523000020837618
715,Kentucky,1,2.833213344056216,3.5553480614894135,4.787491742782046,4.436751534363128,1,0.6848125437698876,3.966511190712216,3.7062280924485496,2.856470206220483,3.126760535960395,3.7232808808312687,3.484312288372662,3.8022081394209395,3.484312288372662,3.960813169597578,3.6913763343125234,3.58351893845611,3.3463891451671604,3.370738174177447,3.4657359027997265,4.1666652238017265,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5046869520393327,6.225205992397257
717,Wisconsin,1,2.833213344056216,3.4657359027997265,4.847331743138063,4.533674184283021,1,0.680213905148046,4.018183201256536,3.8649313978942956,2.5952547069568657,2.8735646395797834,3.493472657771326,3.2068032436339315,3.6000482404073204,3.095577608523707,4.027135812528651,3.8066624897703196,3.6027767550605247,3.6109179126442243,3.6375861597263857,3.3214324131932926,4.09933210373314,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4945827102371347,6.225205992397257
719,Virginia,0,2.772588722239781,3.4011973816621555,4.73795129722191,4.4343818650078095,0,0.6787439502492015,3.955082494888593,3.754198920234579,2.8390784635086144,2.9496883350525844,3.5553480614894135,3.2308043957334744,3.5610460826040513,3.3638415951183864,3.933784497209659,3.7013019741124933,3.6136169696133895,3.4436180975461075,3.342861804649192,3.624340932976365,4.08260930600368,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4913528892058179,6.092000083350472
721,Duke,1,2.833213344056216,3.4011973816621555,4.833102254034098,4.544358046591334,1,0.6761536041833742,4.05871738457895,3.879499813722586,2.8791984572980396,2.9806186357439426,3.648057459593681,3.4372078191851885,3.7184382563554808,3.254242968705492,4.048300623720694,3.8732821771117156,3.6788291182604347,3.4965075614664802,3.56953269648137,3.3568971227655755,4.216562194946349,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4856613171661759,6.225205992397257
723,Arizona,1,2.772588722239781,3.4657359027997265,4.757891273005756,4.471638793363569,0,0.6756957869461895,4.000033882750859,3.8133070324889884,2.8735646395797834,3.095577608523707,3.55820113047182,3.1484533605716547,3.8732821771117156,3.6189933266497696,3.996364153861897,3.7612001156935624,3.6109179126442243,3.520460802488973,3.288401887516811,3.4781584227982836,4.21803603456465,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4846553898807056,6.092000083350472
725,Villanova,0,2.833213344056216,3.4965075614664802,4.801558999993482,4.526126978647638,1,0.6733525532317657,4.030694535145645,3.8394523125933104,2.8678989020441064,3.122364924487357,3.517497837358316,3.4688560301359703,3.770459441106359,3.4436180975461075,3.9908341858524357,3.832979798087693,3.686376323895818,3.459466289786131,3.784189633918261,3.5115454388310208,4.186619838331271,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4795067791729306,6.225205992397257
727,Gonzaga,1,2.772588722239781,3.4657359027997265,4.799090878625398,4.542230386214217,1,0.6687520237252237,4.084294226368599,3.7977338590260183,2.8507065015037334,2.9231615807191558,3.5524868292083815,3.3877743613300146,3.6913763343125234,3.484312288372662,4.062165663857866,3.7471483622379123,3.7328963395307104,3.505557396986398,3.4995332823830174,3.449987545831587,4.191168746857641,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4693983826723962,6.092000083350472
729,Utah,0,2.5649493574615367,3.1780538303479458,4.754451888703846,4.498697941477575,0,0.6685983076385326,4.036008985209137,3.7773481021015445,2.9338568698359038,2.9601050959108397,3.475067230228611,3.370738174177447,3.7796338173824005,3.56953269648137,3.9852734671677386,3.735285826928092,3.7184382563554808,3.484312288372662,3.6584202466292277,3.3775875160230218,4.135166556742356,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9268740637335996,3.5557748308070147
731,North Carolina,0,2.6390573296152584,3.2188758248682006,4.782479200958502,4.529368472571809,1,0.6676242233288594,3.9589065913269965,3.835141961092188,2.954910279033736,2.9338568698359038,3.711130063048756,3.449987545831587,3.5751506887855933,3.653252276470785,3.9569963710708773,3.8437441646748516,3.56953269648137,3.427514689979529,3.1612467120315646,3.6402142821326553,4.26549281841793,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466920351923175,5.798601625629939
733,Oklahoma,0,2.70805020110221,3.1354942159291497,4.709530201312334,4.480740107609915,0,0.6600039619666911,3.919991175077323,3.7999735016195233,2.928523523860541,3.054001181677967,3.462606009790799,3.481240089335692,3.517497837358316,3.3978584803966405,3.899950424193877,3.770459441106359,3.563882963939251,3.462606009790799,3.543853682063679,3.5467396869528134,4.235554730773624,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.450176926372493,5.950194458522068
735,Baylor,0,2.70805020110221,3.1780538303479458,4.760463070394127,4.541164856012179,0,0.65617194443505,3.927896354584436,3.845883202923601,3.0252910757955354,3.0252910757955354,3.756538102587751,3.487375077903208,3.6838669122903918,3.5085558999826545,3.8501476017100584,3.8607297110405954,3.6686767467964168,3.427514689979529,3.5322256440685598,3.6082115510464816,4.146304301152812,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.441757123271188,5.950194458522068
737,Notre Dame,1,2.70805020110221,3.4011973816621555,4.83150862819882,4.613138355637268,0,0.6554453133759339,4.087655574071304,3.893859034800475,2.7343675094195836,2.91235066461494,3.370738174177447,3.484312288372662,3.6402142821326553,3.190476350346503,4.084294226368599,3.879499813722586,3.6938669956249757,3.5234150143864045,3.6788291182604347,3.5145260669691587,4.175924549214524,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1744003468024795,4.852174590969823
739,Louisville,1,2.6390573296152584,3.2188758248682006,4.690430029938915,4.472780997942346,0,0.6553414658240465,3.8877303128591016,3.7932394694381792,2.9338568698359038,3.126760535960395,3.586292865338835,3.462606009790799,3.6838669122903918,3.5751506887855933,3.910021002757473,3.7909846770510898,3.4468078929142076,3.4111477125153233,3.5145260669691587,3.4781584227982836,4.204692619390966,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.174214276968029,4.728555960173844
741,Kansas,0,2.772588722239781,3.295836866004329,4.738826570800765,4.5217885770490405,0,0.6550298584468173,3.9180050771056933,3.8155121050473024,3.0007198150650303,2.917770732084279,3.580737295494233,3.490428515390098,3.784189633918261,3.543853682063679,3.8607297110405954,3.7954891891721947,3.6506582412937387,3.462606009790799,3.3775875160230218,3.493472657771326,4.223909766576744,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4392477038684117,6.092000083350472
743,Wichita St.,0,2.3978952727983707,3.332204510175204,4.745801315727837,4.529368472571809,0,0.6549779144424422,3.9454577815143836,3.832979798087693,2.785011242238338,3.1179499062782403,3.5779478934066544,3.332204510175204,3.594568774642695,3.632309102625542,3.910021002757473,3.7727609380946383,3.6082115510464816,3.5667118201397288,3.591817741270805,3.4242626545931514,4.146304301152812,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4391335712253537,5.268714427270919
745,Michigan St.,1,2.3978952727983707,3.1780538303479458,4.751864565138895,4.539030383483547,0,0.6535223857766775,4.00369019395397,3.8437441646748516,2.9391619220655967,2.8903717578961645,3.572345637857985,3.295836866004329,3.493472657771326,3.655839600035736,3.9627161197436642,3.8088822465086327,3.6788291182604347,3.505557396986398,3.5751506887855933,3.591817741270805,4.175924549214524,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435935447867918,5.268714427270919
747,Northern Iowa,0,2.5649493574615367,3.4339872044851463,4.74493212836325,4.534747721691546,0,0.6526376372217353,4.046553898385752,3.8308129500026027,2.9444389791664403,3.0106208860477417,3.32862668882732,3.32862668882732,3.7184382563554808,3.3214324131932926,4.005513348515485,3.8022081394209395,3.7062280924485496,3.484312288372662,3.713572066704308,3.66612246699132,4.085976312551584,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9047478763351005,3.5557748308070147
749,Ohio St.,0,2.0794415416798357,3.1780538303479458,4.746669748261791,4.541164856012179,0,0.6498220558215717,4.0163830207523885,3.8628327612373745,2.8903717578961645,3.139832617527748,3.55820113047182,3.4781584227982836,3.5779478934066544,3.3463891451671604,4.005513348515485,3.845883202923601,3.6428355156125294,3.490428515390098,3.4995332823830174,3.6609942506244004,4.213607983048918,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4278049919463063,4.5690000625128535
751,Iowa St.,0,2.70805020110221,3.258096538021482,4.779963476361254,4.581901559048737,0,0.6463699890010163,4.019980146933238,3.8897773964808264,2.8213788864092133,2.970414465569701,3.3843902633457743,3.407841924380824,3.648057459593681,3.2308043957334744,4.019980146933238,3.8372994592322094,3.6270040503958487,3.5890591188317256,3.632309102625542,3.572345637857985,4.2612704335380815,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4202200258855748,5.950194458522068
753,Iowa,0,2.3978952727983707,3.091042453358316,4.73707525686803,4.539030383483547,0,0.6463175932031474,3.8877303128591016,3.8308129500026027,2.91235066461494,3.0106208860477417,3.6054978451748854,3.449987545831587,3.703768066607687,3.407841924380824,3.8691155044168695,3.7864597824528,3.5322256440685598,3.5085558999826545,3.456316680883235,3.624340932976365,4.183575695950044,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4201049005507482,5.268714427270919
755,Texas,0,1.9459101490553132,3.044522437723423,4.71492104994721,4.526126978647638,0,0.6418012532083573,3.919991175077323,3.765840495250065,3.044522437723423,2.7212954278522306,3.6635616461296463,3.4011973816621555,3.634951112088381,3.5610460826040513,3.903990833730882,3.6584202466292277,3.5524868292083815,3.5779478934066544,3.5553480614894135,3.462606009790799,4.157319361383489,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.410181487314589,4.27560160479232
