,Team,Seed,Win,AdjOE,AdjDE,Barthag,AdjOD,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,bluePower,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,Conf_P12,bluePower_Barthag,bluePower_Seed
112,Liberty,1.791759469228055,3.367295829986474,4.73444252169223,4.597138014290827,0.6047530297973499,0,4.084294226368599,3.8480176754522337,2.791165107812717,2.884800712846709,2.990719731730447,3.367295829986474,3.462606009790799,3.3068867021909143,4.072439726834051,3.8918202981106265,3.7013019741124933,3.367295829986474,3.885679030088544,3.5667118201397288,4.1956970564823886,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8383657150782353,2.4839060486740205
116,Drake,1.9459101490553132,3.4339872044851463,4.7318028369214575,4.600157644164547,0.6004286395567388,0,4.00369019395397,3.9646154555473165,2.975529566236472,3.139832617527748,3.6109179126442243,3.288401887516811,3.784189633918261,3.6054978451748854,4.018183201256536,4.012772908528289,3.58351893845611,3.490428515390098,3.632309102625542,3.6913763343125234,4.087655574071304,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0758237005215054,3.4866029358368333
120,Memphis,2.5649493574615367,3.4011973816621555,4.724729421045731,4.602165676967792,0.5910590824761605,0,4.000033882750859,3.901972669574645,3.005682604407159,3.0007198150650303,3.586292865338835,3.505557396986398,3.6988297849671046,3.543853682063679,3.970291913552122,3.903990833730882,3.6635616461296463,3.502549875922443,3.529297384289471,3.730501128804756,4.272490747605575,1.791759469228055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0590357078999064,4.595772299322124
126,McNeese St.,1.791759469228055,3.332204510175204,4.739701078945697,4.622027303054514,0.5856733222547124,0,3.9945242269398897,3.8815637979434374,2.8449093838194073,3.1179499062782403,3.5751506887855933,3.475067230228611,3.6027767550605247,3.4781584227982836,3.9926809084456005,3.8691155044168695,3.6000482404073204,3.502549875922443,3.629660094453965,3.8628327612373745,4.192680462942962,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.643427908974105,1.968448971231391
159,Yale,1.6094379124341003,3.1354942159291497,4.74406218485471,4.651099117876491,0.5573847295459448,0,4.021773869387265,3.9080149840306073,2.7343675094195836,2.8390784635086144,3.5322256440685598,3.288401887516811,3.4965075614664802,3.391147045808654,3.996364153861897,3.877431560658527,3.676300671907076,3.5467396869528134,3.4965075614664802,3.8918202981106265,4.222444564849416,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998699367167065,2.8837256197384322
167,Grand Canyon,1.6094379124341003,3.295836866004329,4.695924549256556,4.61015772749913,0.5490458365856885,0,3.955082494888593,3.871201010907891,2.9652730660692823,3.0726933146901194,3.5115454388310208,3.3877743613300146,3.8044377947482086,3.502549875922443,3.9926809084456005,3.858622228701031,3.484312288372662,3.4995332823830174,3.543853682063679,3.5667118201397288,4.283586561860629,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9837580767426466,2.8837256197384322
171,High Point,1.6094379124341003,3.4011973816621555,4.776599301615622,4.692264892839025,0.5459224608034201,0,4.050044303325521,3.914021008090819,2.791165107812717,2.8622008809294686,3.5553480614894135,3.4307561839036995,3.653252276470785,3.6189933266497696,4.067315889834181,3.910021002757473,3.6270040503958487,3.5234150143864045,3.6888794541139363,3.6109179126442243,4.212127597878484,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3784046145102379,1.1155773512899807
201,Akron,1.6094379124341003,3.367295829986474,4.742320024135325,4.680277658474897,0.513841072726448,0,4.032469158504013,3.9219733362813143,2.8678989020441064,2.9014215940827497,3.535145354171894,3.4011973816621555,3.3250360206965914,3.5467396869528134,4.039536325727106,3.9435216724875173,3.6270040503958487,3.493472657771326,3.8372994592322094,3.6635616461296463,4.279440045898781,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7123349816324704,2.2311547025799614
204,Lipscomb,1.3862943611198906,3.258096538021482,4.715816706075155,4.653960350157523,0.5137812515916232,0,4.041295341132285,3.903990833730882,2.7343675094195836,2.8273136219290276,3.2188758248682006,3.3141860046725258,3.4781584227982836,3.1484533605716547,4.055257173514054,3.929862923556477,3.629660094453965,3.4657359027997265,3.879499813722586,3.6428355156125294,4.206184043977636,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5644463966858392,1.523000020837618
208,Troy,1.3862943611198906,3.1780538303479458,4.679349584162343,4.6210435351443815,0.507600428410296,0,3.933784497209659,3.8753590210565547,3.039749158970765,3.0349529867072724,3.6788291182604347,3.4965075614664802,3.6584202466292277,3.4111477125153233,4.005513348515485,3.8543938925915096,3.4436180975461075,3.5145260669691587,3.824284091120139,3.66612246699132,4.206184043977636,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5576560683847482,1.523000020837618
220,UNC Wilmington,1.3862943611198906,3.332204510175204,4.729156165769083,4.680277658474897,0.49408629976169266,0,3.9740583963475986,3.949318790171843,2.833213344056216,2.91235066461494,3.594568774642695,3.370738174177447,3.6584202466292277,3.4436180975461075,4.00369019395397,3.9396381724611196,3.5263605246161616,3.5667118201397288,3.616308761279101,3.775057150354989,4.191168746857641,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6849490512662265,1.9218120556728056
255,Nebraska Omaha,1.0986122886681098,3.1354942159291497,4.729156165769083,4.695010889987881,0.4677510941924418,0,3.9982007016691985,3.9908341858524357,2.8154087194227095,2.766319109226186,3.407841924380824,3.2733640101522705,3.6216707044204863,3.655839600035736,3.979681653901961,3.9982007016691985,3.629660094453965,3.586292865338835,3.6788291182604347,3.817712325956905,4.229749199228304,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32422035214332046,0.761500010418809
269,Montana,1.3862943611198906,3.258096538021482,4.727387818712341,4.700480365792417,0.45609484905948633,0,4.050044303325521,3.9740583963475986,2.8449093838194073,2.803360380906535,3.1612467120315646,3.4011973816621555,3.616308761279101,3.493472657771326,4.065602093356446,3.9908341858524357,3.624340932976365,3.5467396869528134,3.632309102625542,3.58351893845611,4.219507705176107,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6322817173869936,1.9218120556728056
293,Wofford,1.0986122886681098,2.995732273553991,4.722953221644475,4.706823839714591,0.436058973192798,0,3.9945242269398897,3.966511190712216,2.884800712846709,2.766319109226186,3.597312260588446,3.3032169733019514,3.4688560301359703,3.616308761279101,4.018183201256536,3.966511190712216,3.56953269648137,3.56953269648137,3.885679030088544,3.845883202923601,4.1728476237100445,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7813127943600584,1.968448971231391
301,Robert Morris,1.0986122886681098,3.295836866004329,4.671893818030999,4.663439094112067,0.4212072150567722,0,3.9569963710708773,3.937690752176724,2.970414465569701,2.9856819377004897,3.591817741270805,3.3775875160230218,3.673765816303888,3.4339872044851463,3.9454577815143836,3.927896354584436,3.580737295494233,3.5610460826040513,3.632309102625542,3.6000482404073204,4.232656178019613,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46274342253704126,1.206948960812582
310,Bryant,1.0986122886681098,3.1780538303479458,4.6709579265260945,4.666265285347902,0.41290403720516283,0,3.9512437185814275,3.885679030088544,2.8622008809294686,2.856470206220483,3.5610460826040513,3.3945083935113587,3.4468078929142076,3.4339872044851463,3.960813169597578,3.877431560658527,3.5380565643793527,3.502549875922443,3.5779478934066544,3.6109179126442243,4.294560608892605,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4536214493142663,1.206948960812582
395,Norfolk St.,0.6931471805599453,3.2188758248682006,4.674696248636701,4.700480365792417,0.3544524760856333,0,3.977810745966149,3.9259259105971376,2.9601050959108397,2.975529566236472,3.520460802488973,3.5496173867804286,3.6888794541139363,3.580737295494233,4.0163830207523885,3.910021002757473,3.475067230228611,3.5524868292083815,3.3568971227655755,3.7773481021015445,4.209160236650682,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4913754688824963,0.9609060278364028
442,SIU Edwardsville,0.6931471805599453,3.1354942159291497,4.627909672957581,4.670021158307708,0.32179360208054875,0,3.910021002757473,3.8815637979434374,2.89591193827178,2.9069010598473755,3.490428515390098,3.40452517175483,3.529297384289471,3.5322256440685598,3.8877303128591016,3.856510295497887,3.5553480614894135,3.5263605246161616,3.6189933266497696,3.6788291182604347,4.2017030805426,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2230503280043613,0.4804530139182014
493,American,0.6931471805599453,3.1354942159291497,4.626931677769604,4.685828089005546,0.2892308724416313,0,3.966511190712216,3.9721769282478934,2.8791984572980396,2.9231615807191558,3.2108436531709366,3.3463891451671604,3.417726683613366,3.55820113047182,3.9531649487593215,3.9908341858524357,3.586292865338835,3.543853682063679,3.824284091120139,3.6027767550605247,4.165113633110308,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3177525907265747,0.761500010418809
534,Mount St. Mary's,0.6931471805599453,2.5649493574615367,4.609162207257629,4.686750172980514,0.2548747494756633,0,3.9512437185814275,3.8918202981106265,3.122364924487357,2.8273136219290276,3.4688560301359703,3.3775875160230218,3.4657359027997265,3.3214324131932926,3.933784497209659,3.906004933102583,3.580737295494233,3.4781584227982836,3.7376696182833684,3.817712325956905,4.223909766576744,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45667424584014793,1.2419530243370103
556,Alabama St.,0.6931471805599453,2.5649493574615367,4.620058798481842,4.7059200890882344,0.23885940775421252,0,3.8732821771117156,3.937690752176724,2.653241964607215,2.975529566236472,3.3775875160230218,3.4688560301359703,3.4307561839036995,3.681351187693145,3.8372994592322094,3.9396381724611196,3.5234150143864045,3.5380565643793527,3.7819143200811256,3.7013019741124933,4.22829253473184,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16556472503505074,0.4804530139182014
612,Saint Francis,0.6931471805599453,2.833213344056216,4.6141299273595635,4.727387818712341,0.1917767155647098,0,3.9627161197436642,3.9569963710708773,3.0252910757955354,2.856470206220483,3.2733640101522705,3.4339872044851463,3.2108436531709366,3.391147045808654,3.9815490680767565,3.996364153861897,3.5380565643793527,3.505557396986398,3.758871825933971,3.7887247890836524,4.222444564849416,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13292948969072516,0.4804530139182014
