,Elite 8,Rk,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ind,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC
3165,0,5.375278407684165,4.624972813284271,2.772588722239781,4.651099117876491,4.637637376125593,0,0.43067791057956833,3.9318256327243257,3.977810745966149,2.954910279033736,3.152736022363656,3.502549875922443,3.258096538021482,3.5263605246161616,3.5115454388310208,3.9435216724875173,4.001863709427935,3.5145260669691587,3.543853682063679,3.5145260669691587,3.6838669122903918,4.210645017918261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3167,0,5.3706380281276624,4.624972813284271,2.833213344056216,4.671893818030999,4.659658371272161,0,0.42931183458244454,3.9569963710708773,3.9080149840306073,2.8791984572980396,3.0301337002713233,3.462606009790799,3.5115454388310208,3.5145260669691587,3.572345637857985,3.9512437185814275,3.8753590210565547,3.56953269648137,3.55820113047182,3.586292865338835,3.730501128804756,4.269697449699962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3170,0,5.365976015021851,4.624972813284271,2.70805020110221,4.685828089005546,4.672828834461906,0,0.42931183458244454,3.9926809084456005,3.9219733362813143,2.797281334830153,2.797281334830153,3.122364924487357,3.2347491740244907,3.529297384289471,3.591817741270805,3.9415818076696905,3.877431560658527,3.6913763343125234,3.594568774642695,3.5496173867804286,3.686376323895818,4.247065649239764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3172,0,5.3612921657094255,4.624972813284271,2.772588722239781,4.673762977453703,4.663439094112067,0,0.4261170478390249,3.919991175077323,3.949318790171843,2.8154087194227095,2.9496883350525844,3.3141860046725258,3.32862668882732,3.2068032436339315,3.6712245188752153,3.9160150266976834,3.927896354584436,3.529297384289471,3.586292865338835,3.632309102625542,3.6609942506244004,4.286341384539473,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,0,5.356586274672012,4.624972813284271,2.70805020110221,4.69866052907543,4.688591794127164,0,0.42605174171655286,4.001863709427935,3.9871304779149512,2.8273136219290276,2.9496883350525844,3.173878458937465,3.3603753871419,3.591817741270805,3.5524868292083815,4.005513348515485,4.014579593753238,3.6027767550605247,3.5263605246161616,3.9080149840306073,3.4688560301359703,4.251348311031766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3176,0,5.351858133476067,4.624972813284271,2.6390573296152584,4.637637376125593,4.627909672957581,0,0.42284650593893924,3.9589065913269965,3.9259259105971376,3.0633909220278057,2.975529566236472,3.484312288372662,3.190476350346503,3.4372078191851885,3.6635616461296463,3.9357395320454622,3.885679030088544,3.594568774642695,3.594568774642695,3.7400477406883357,3.6216707044204863,4.235554730773624,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,0,5.3471075307174685,4.624972813284271,2.5649493574615367,4.605170185988092,4.596129441335942,0,0.42278098587339574,3.8110970868381857,3.9259259105971376,2.8678989020441064,3.139832617527748,3.173878458937465,3.4531571205928664,3.6270040503958487,3.4339872044851463,3.8066624897703196,3.8649313978942956,3.427514689979529,3.6054978451748854,3.713572066704308,3.784189633918261,4.222444564849416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,0,5.342334251964811,4.624972813284271,2.6390573296152584,4.653007515402251,4.645351975620923,0,0.42087903416051825,4.019980146933238,3.9259259105971376,3.0106208860477417,3.0155349008501706,3.353406717825807,3.295836866004329,3.299533727885655,3.4781584227982836,4.0163830207523885,3.933784497209659,3.6270040503958487,3.517497837358316,3.711130063048756,3.66612246699132,4.206184043977636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3182,0,5.337538079701318,4.624972813284271,2.5649493574615367,4.633757642840004,4.626931677769604,0,0.41963096358106367,3.912023005428146,4.0163830207523885,3.044522437723423,2.9391619220655967,3.3032169733019514,3.292126286607793,3.3843902633457743,3.4995332823830174,3.8480176754522337,3.9852734671677386,3.586292865338835,3.6712245188752153,3.8501476017100584,3.6270040503958487,4.213607983048918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,0,5.332718793265369,4.624972813284271,2.70805020110221,4.651099117876491,4.6443908991413725,0,0.4187761221678367,3.883623530906448,3.9512437185814275,2.6741486494265287,2.995732273553991,3.4436180975461075,3.417726683613366,3.3638415951183864,3.4307561839036995,3.885679030088544,3.960813169597578,3.484312288372662,3.5380565643793527,3.6788291182604347,3.6938669956249757,4.2612704335380815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,0,5.327876168789581,4.624972813284271,2.772588722239781,4.642465970731788,4.635699391022914,0,0.4183813333747106,3.9396381724611196,3.929862923556477,2.9806186357439426,2.6946271807700692,3.391147045808654,3.0301337002713233,3.543853682063679,3.3068867021909143,3.929862923556477,3.9219733362813143,3.55820113047182,3.5467396869528134,3.616308761279101,3.629660094453965,4.183575695950044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3188,0,5.3230099791384085,4.624972813284271,2.9444389791664403,4.658710952916121,4.653007515402251,0,0.4169324395490585,3.979681653901961,3.893859034800475,3.039749158970765,2.8154087194227095,3.502549875922443,3.367295829986474,3.4657359027997265,3.2771447329921766,3.9852734671677386,3.8815637979434374,3.572345637857985,3.517497837358316,3.7062280924485496,3.7612001156935624,4.203198967134183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3190,0,5.318119993844216,4.624972813284271,2.5649493574615367,4.650143551630823,4.6443908991413725,0,0.41647098728469806,3.927896354584436,4.034240638152395,3.0007198150650303,2.9806186357439426,3.2733640101522705,3.391147045808654,3.4242626545931514,3.40452517175483,3.933784497209659,4.05871738457895,3.5263605246161616,3.591817741270805,3.8522730010223722,3.6136169696133895,4.282206299391671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,0,5.313205979041787,4.624972813284271,2.5649493574615367,4.663439094112067,4.658710952916121,0,0.4148872466870692,3.9415818076696905,3.966511190712216,2.8507065015037334,2.9496883350525844,3.3638415951183864,3.4011973816621555,3.2771447329921766,3.3463891451671604,3.893859034800475,3.9531649487593215,3.616308761279101,3.591817741270805,3.686376323895818,3.742420221041966,4.198704577546343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,0,5.308267697401205,4.624972813284271,2.772588722239781,4.642465970731788,4.639571612705423,0,0.4111820684373934,3.899950424193877,3.9435216724875173,3.0252910757955354,3.0726933146901194,3.676300671907076,3.2846635654062037,3.32862668882732,3.765840495250065,3.883623530906448,3.919991175077323,3.5496173867804286,3.580737295494233,3.3214324131932926,3.728100167267218,4.168214410788556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,0,5.303304908059076,4.624972813284271,2.833213344056216,4.641502115235482,4.639571612705423,0,0.41051898241084334,4.02535169073515,3.949318790171843,3.1986731175506815,3.2386784521643803,3.629660094453965,3.3463891451671604,3.8066624897703196,3.765840495250065,4.062165663857866,3.9415818076696905,3.502549875922443,3.56953269648137,3.214867803470662,3.5610460826040513,4.255612709818223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3198,0,5.298317366548036,4.624972813284271,2.70805020110221,4.686750172980514,4.685828089005546,0,0.408327673721641,4.030694535145645,4.032469158504013,2.9069010598473755,3.1654750481410856,3.288401887516811,3.3877743613300146,3.374168709274236,3.380994674344636,4.02535169073515,3.9852734671677386,3.6454498961866,3.686376323895818,3.481240089335692,3.8815637979434374,4.186619838331271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,0,5.293304824724492,4.624972813284271,2.5649493574615367,4.6443908991413725,4.6434288981051814,0,0.4077957234464466,3.929862923556477,3.9531649487593215,2.990719731730447,2.9338568698359038,3.367295829986474,3.3032169733019514,3.1612467120315646,3.4404180948154366,3.9627161197436642,3.858622228701031,3.4781584227982836,3.66612246699132,3.624340932976365,3.8110970868381857,4.2017030805426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,0,5.288267030694535,4.624972813284271,2.9444389791664403,4.61015772749913,4.611152257665639,0,0.4038638267411906,3.966511190712216,3.9259259105971376,3.0492730404820207,3.1654750481410856,3.3877743613300146,3.3141860046725258,3.3357695763397,3.535145354171894,3.914021008090819,3.8815637979434374,3.6988297849671046,3.5890591188317256,3.332204510175204,3.730501128804756,4.152613470346076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3204,0,5.2832037287379885,4.624972813284271,2.6390573296152584,4.671893818030999,4.674696248636701,0,0.4017247884924411,4.00369019395397,3.9415818076696905,2.884800712846709,2.667228206581955,3.1612467120315646,3.2846635654062037,3.3945083935113587,3.190476350346503,3.977810745966149,3.9473901492654373,3.6375861597263857,3.5380565643793527,3.8372994592322094,3.7932394694381792,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3206,0,5.278114659230517,4.624972813284271,2.5649493574615367,4.6210435351443815,4.623991940228679,0,0.3995811649491897,3.8918202981106265,3.970291913552122,3.095577608523707,2.9652730660692823,3.2308043957334744,3.5263605246161616,3.0252910757955354,3.616308761279101,3.8918202981106265,3.9926809084456005,3.4995332823830174,3.5263605246161616,3.6788291182604347,3.5610460826040513,4.257030144499196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,0,5.272999558563747,4.624972813284271,2.5649493574615367,4.648229675448539,4.653007515402251,0,0.39736572985151464,3.9454577815143836,3.9684033388642534,3.0252910757955354,2.928523523860541,3.3945083935113587,3.258096538021482,3.109060958860994,3.5467396869528134,3.927896354584436,3.893859034800475,3.572345637857985,3.6609942506244004,3.7400477406883357,3.7864597824528,4.2017030805426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3210,0,5.267858159063328,4.624972813284271,2.70805020110221,4.617098756853365,4.622027303054514,0,0.39682791471250073,3.937690752176724,3.8607297110405954,2.9856819377004897,2.9391619220655967,3.288401887516811,3.2308043957334744,3.6270040503958487,3.2809112157876537,3.927896354584436,3.817712325956905,3.55820113047182,3.5234150143864045,3.6402142821326553,3.742420221041966,4.232656178019613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,0,5.262690188904886,4.624972813284271,2.5649493574615367,4.59511985013459,4.601162164590552,0,0.3942693353474297,3.9627161197436642,3.8979240810486444,3.0204248861443626,2.9014215940827497,3.054001181677967,3.3068867021909143,3.295836866004329,3.4111477125153233,3.9396381724611196,3.8979240810486444,3.594568774642695,3.505557396986398,3.8044377947482086,3.484312288372662,4.220977213155467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,0,5.2574953720277815,4.624972813284271,2.772588722239781,4.6434288981051814,4.650143551630823,0,0.3936623959890129,3.9945242269398897,3.8649313978942956,3.0587070727153796,2.9069010598473755,3.3775875160230218,3.4468078929142076,3.5524868292083815,3.353406717825807,3.9512437185814275,3.901972669574645,3.655839600035736,3.407841924380824,3.7256934272366524,3.681351187693145,4.321480134805848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3216,0,5.25227342804663,4.624972813284271,2.5649493574615367,4.597138014290827,4.603168183317418,0,0.39339252687389514,3.832979798087693,3.910021002757473,2.970414465569701,3.0726933146901194,3.32862668882732,3.3568971227655755,3.529297384289471,3.6712245188752153,3.8394523125933104,3.9259259105971376,3.427514689979529,3.493472657771326,3.517497837358316,3.7909846770510898,4.23410650459726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,0,5.247024072160486,4.624972813284271,2.5649493574615367,4.637637376125593,4.6443908991413725,0,0.3927850549507899,3.9318256327243257,3.9871304779149512,3.0007198150650303,2.8791984572980396,3.3105430133940246,3.131136910560194,3.3141860046725258,3.3568971227655755,3.9531649487593215,4.01096295328305,3.502549875922443,3.55820113047182,3.686376323895818,3.765840495250065,4.248495242049359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,0,5.241747015059643,4.624972813284271,2.5649493574615367,4.659658371272161,4.666265285347902,0,0.39231232152986384,3.977810745966149,3.903990833730882,2.917770732084279,2.954910279033736,3.3178157727231046,3.370738174177447,3.4339872044851463,3.624340932976365,3.9512437185814275,3.8691155044168695,3.6136169696133895,3.55820113047182,3.8044377947482086,3.730501128804756,4.210645017918261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,0,5.236441962829949,4.624972813284271,3.1354942159291497,4.629862798578463,4.636668853047462,0,0.392109653061006,3.955082494888593,3.9512437185814275,2.8678989020441064,3.2308043957334744,3.3250360206965914,3.4404180948154366,3.2809112157876537,3.502549875922443,3.92395157629342,3.966511190712216,3.6054978451748854,3.5263605246161616,3.713572066704308,3.6000482404073204,4.328098292648326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3225,0,5.231108616854587,4.624972813284271,2.6390573296152584,4.675628649636653,4.683056724645162,0,0.3914337946951873,3.9473901492654373,3.9531649487593215,2.917770732084279,2.91235066461494,3.4111477125153233,3.3978584803966405,3.5322256440685598,3.288401887516811,3.9646154555473165,3.9589065913269965,3.5263605246161616,3.5496173867804286,3.696351468952637,3.66612246699132,4.237000862623624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,0,5.225746673713202,4.624972813284271,2.5649493574615367,4.688591794127164,4.699570861409576,0,0.3842414716565378,4.027135812528651,4.01096295328305,2.8791984572980396,2.970414465569701,3.339321977944068,3.40452517175483,3.269568939183719,3.152736022363656,3.9740583963475986,3.996364153861897,3.6913763343125234,3.632309102625542,3.8199077165203406,3.7727609380946383,4.220977213155467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,0,5.220355825078324,4.624972813284271,2.5649493574615367,4.623010104116422,4.635699391022914,0,0.38042076700190325,3.9080149840306073,3.9569963710708773,3.1135153092103742,2.990719731730447,3.449987545831587,3.258096538021482,3.632309102625542,3.543853682063679,3.906004933102583,3.929862923556477,3.5145260669691587,3.6054978451748854,3.7062280924485496,3.6428355156125294,4.192680462942962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3231,0,5.214935757608986,4.465908118654584,2.995732273553991,4.620058798481842,4.632785353021065,0,0.38007892171774843,3.9415818076696905,3.914021008090819,2.975529566236472,3.0492730404820207,3.456316680883235,3.5115454388310208,3.5115454388310208,3.653252276470785,3.9646154555473165,3.9569963710708773,3.4995332823830174,3.456316680883235,3.563882963939251,3.770459441106359,4.204692619390966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,0,5.209486152841421,4.624972813284271,2.5649493574615367,4.6210435351443815,4.636668853047462,0,0.37459344444107745,3.8308129500026027,3.9646154555473165,3.0819099697950434,2.9338568698359038,3.5496173867804286,3.3141860046725258,3.56953269648137,3.5409593240373143,3.7909846770510898,3.960813169597578,3.5085558999826545,3.572345637857985,3.5234150143864045,3.7495040759303713,4.220977213155467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3235,0,5.204006687076795,4.624972813284271,2.5649493574615367,4.596129441335942,4.6141299273595635,0,0.3689394267587144,3.858622228701031,3.9945242269398897,2.9496883350525844,2.954910279033736,3.086486636822455,3.2809112157876537,3.2809112157876537,3.5496173867804286,3.86702563949741,3.955082494888593,3.4468078929142076,3.676300671907076,3.493472657771326,3.484312288372662,4.264087336809195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3237,0,5.198497031265826,4.624972813284271,2.995732273553991,4.619073091157083,4.639571612705423,0,0.3663777194001175,3.9396381724611196,3.901972669574645,3.0587070727153796,3.1354942159291497,3.4111477125153233,3.517497837358316,3.4339872044851463,3.7013019741124933,3.914021008090819,3.937690752176724,3.5779478934066544,3.4436180975461075,3.742420221041966,3.6216707044204863,4.273884476054178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3239,0,5.19295685089021,4.454347296253507,2.772588722239781,4.585987366571318,4.6061696863211745,0,0.3645736667320877,3.929862923556477,3.885679030088544,3.0252910757955354,3.0492730404820207,3.246490991901174,3.4011973816621555,3.3877743613300146,3.2347491740244907,3.9512437185814275,3.9435216724875173,3.505557396986398,3.4011973816621555,3.7727609380946383,3.735285826928092,4.219507705176107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,0,5.187385805840755,4.624972813284271,2.5649493574615367,4.59511985013459,4.616110126026426,0,0.36380943283933187,3.8979240810486444,3.92395157629342,2.917770732084279,2.9391619220655967,3.242592351485517,3.1654750481410856,3.186352633162641,3.7013019741124933,3.877431560658527,3.9396381724611196,3.529297384289471,3.5085558999826545,3.8066624897703196,3.768152635008444,4.204692619390966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,0,5.181783550292085,4.624972813284271,2.9444389791664403,4.603168183317418,4.625952725170619,0,0.3603980047388564,3.9259259105971376,3.8607297110405954,3.122364924487357,2.9391619220655967,3.5779478934066544,3.3105430133940246,3.5496173867804286,3.417726683613366,3.903990833730882,3.856510295497887,3.563882963939251,3.4719664525503626,3.6988297849671046,3.858622228701031,4.272490747605575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3245,0,5.176149732573829,4.624972813284271,2.5649493574615367,4.611152257665639,4.634728988229636,0,0.3598399300818888,3.9740583963475986,3.9908341858524357,2.970414465569701,2.995732273553991,2.8678989020441064,3.2809112157876537,3.427514689979529,3.214867803470662,3.9259259105971376,4.009149716158869,3.6428355156125294,3.5667118201397288,3.751854253275325,3.7256934272366524,4.204692619390966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,0,5.170483995038151,4.624972813284271,2.5649493574615367,4.603168183317418,4.629862798578463,0,0.35339958580481184,3.966511190712216,3.977810745966149,2.9496883350525844,3.0155349008501706,3.186352633162641,3.246490991901174,3.414442608412176,3.2268439945173775,4.009149716158869,3.9435216724875173,3.505557396986398,3.629660094453965,3.7256934272366524,3.728100167267218,4.242764567340374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3249,0,5.1647859739235145,4.624972813284271,2.5649493574615367,4.611152257665639,4.638604962074329,0,0.3508681169049454,3.970291913552122,3.8501476017100584,3.0204248861443626,2.9338568698359038,3.367295829986474,3.3357695763397,3.6428355156125294,3.246490991901174,3.9740583963475986,3.824284091120139,3.5667118201397288,3.5085558999826545,3.586292865338835,3.484312288372662,4.1956970564823886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,0,5.159055299214529,4.624972813284271,2.70805020110221,4.65586330030361,4.6839813664123815,0,0.350093332573178,3.9396381724611196,4.021773869387265,3.100092288878234,3.1484533605716547,3.6027767550605247,3.4210000089583352,3.414442608412176,3.5234150143864045,3.9435216724875173,4.0163830207523885,3.535145354171894,3.634951112088381,3.597312260588446,3.6428355156125294,4.215086179918229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3253,0,5.153291594497779,4.624972813284271,2.5649493574615367,4.624972813284271,4.653007515402251,0,0.3490358401414488,3.9589065913269965,3.906004933102583,3.100092288878234,2.760009940032921,3.487375077903208,3.2188758248682006,3.7954891891721947,3.572345637857985,3.955082494888593,3.8753590210565547,3.5751506887855933,3.5667118201397288,3.3178157727231046,3.5610460826040513,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
