Year,Team,Index,tournamentSeed,bartTorvik_Rk,bartTorvik_Conf,bartTorvik_G,bartTorvik_Wins_Overall,bartTorvik_AdjOE,bartTorvik_AdjDE,bartTorvik_Barthag,bartTorvik_EFG%,bartTorvik_EFGD%,bartTorvik_TOR,bartTorvik_TORD,bartTorvik_ORB,bartTorvik_DRB,bartTorvik_FTR,bartTorvik_FTRD,bartTorvik_2P%,bartTorvik_2P%D,bartTorvik_3P%,bartTorvik_3P%D,bartTorvik_3PR,bartTorvik_3PRD,bartTorvik_Adj T.,bartTorvik_WAB,kenpom_Rk,kenpom_NetRtg,kenpom_ORtg,kenpom_ORtg_Rank,kenpom_DRtg,kenpom_DRtg_Rank,kenpom_AdjT,kenpom_AdjT_Rank,kenpom_Luck,kenpom_Luck_Rank,kenpom_SOS_NetRtg,kenpom_SOS_NetRtg_Rank,kenpom_SOS_ORtg,kenpom_SOS_ORtg_Rank,kenpom_SOS_DRtg,kenpom_SOS_DRtg_Rank,kenpom_NCSOS_NetRtg,kenpom_NCSOS_NetRtg_Rank,BPI,BPI_Rank,BPI_Off,BPI_Def,masseyComposite_Rank,tournamentOutcome,elite8_flag
2009,Mississippi St.,185,13.0,288.6896551724138,,33,21,107.674,95.867,0.792867,50.5111,45.03,19.7106,18.9272,31.2231,35.2269,40.759,29.427,47.7181,42.318,36.572,34.1162,39.541,30.798,68.788,-2.178,285.4222222222222,11.55,107.8,265.41666666666663,96.2,308.5632183908046,67.2,269.74104683195594,-0.004,189.73371104815865,4.96,292.0111420612813,105.3,282.3268698060942,100.3,293.6470588235294,-3.07,127.09497206703912,6.8,286.07951070336395,5.7,1.1,291.6452599388379,R64,0
2009,Siena,278,9.0,284.12539184952976,,33,26,108.958,97.594,0.781371,51.676,49.1161,18.137,23.34,33.9131,34.8256,36.3182,24.13,52.042,48.3181,33.5188,33.8141,25.3319,32.3148,71.917,0.2748,287.73333333333335,11.93,110.3,296.8333333333333,98.4,283.45977011494256,70.7,348.9586776859504,0.031,272.22662889518415,0.91,225.09192200557104,102.4,175.4459833795014,101.5,253.8823529411765,7.27,335.53072625698326,7.7,297.2110091743119,8.9,-1.3,308.3425076452599,R32,0
2009,Cleveland St.,56,13.0,282.98432601880876,,32,22,102.1147,91.627,0.777072,46.9255,45.943,19.39,24.513,33.514,33.9226,37.1156,37.1192,47.1205,44.547,31.0303,32.885,28.3283,30.485,65.124,-1.366,288.88888888888886,11.96,105.3,230.75,93.3,334.71264367816093,63.7,121.33333333333331,0.009,215.5127478753541,3.76,275.7883008356546,104.6,264.17728531855954,100.9,282.4313725490196,7.07,331.463687150838,6.7,281.6269113149847,-0.8,7.5,276.06116207951067,R32,0
2009,Dayton,68,11.0,274.99686520376173,,33,26,101.2165,91.628,0.758779,47.7222,45.739,20.8186,22.382,38.029,29.753,39.1101,36.4176,46.9211,44.547,33.1209,31.74,29.8252,38.0303,66.1193,1.339,275.02222222222224,10.23,103.3,196.08333333333331,93.0,338.8965517241379,64.5,154.42424242424244,0.107,359.8753541076487,2.34,253.48189415041784,104.9,271.2354570637119,102.6,210.0392156862745,-4.57,91.50837988826817,6.9,287.19266055045875,-0.4,7.3,316.1345565749235,R32,0
2009,North Dakota St.,215,14.0,273.8557993730408,,30,24,111.732,101.1169,0.75788,54.316,49.7197,16.91,18.9272,32.9162,27.614,37.8139,29.631,51.845,48.3181,40.29,35.7252,30.224,25.87,69.274,-0.759,294.6666666666667,12.29,114.3,338.0,102.0,206.05747126436785,67.5,285.7851239669422,-0.009,172.20396600566573,-1.6,169.32590529247912,103.1,209.7285318559557,104.7,124.3921568627451,2.21,258.25698324022346,8.4,310.56880733944956,10.8,-2.4,249.34556574923545,R64,0
2009,Northern Iowa,222,12.0,268.1504702194357,,32,22,108.662,99.8146,0.723985,51.963,48.815,18.45,17.0328,28.3299,26.68,42.632,31.561,51.944,46.292,34.5143,35.3232,37.172,38.1305,62.2317,-1.671,269.24444444444447,9.7,110.6,301.16666666666663,100.9,228.02298850574712,60.8,46.1267217630854,0.051,313.47308781869685,3.1,265.6490250696379,104.7,267.202216066482,101.6,248.7843137254902,1.88,253.17318435754188,5.3,264.9296636085627,0.8,4.5,272.7217125382263,R64,0
2009,Akron,3,13.0,260.1630094043887,,34,22,101.1166,94.044,0.698292,48.2203,45.234,20.9194,26.84,34.5106,36.3296,36.4179,45.0315,47.4193,45.881,32.9224,29.37,39.836,33.018,66.02,-5.2114,255.37777777777777,6.9,102.9,188.50000000000003,96.0,311.7011494252874,64.8,174.4793388429752,-0.014,154.6742209631728,-1.6,170.33983286908077,100.9,116.9639889196676,102.5,215.1372549019608,-1.83,156.58100558659217,5.8,270.4954128440367,0.4,5.4,218.17737003058105,R64,0
2009,Stephen F. Austin,299,14.0,251.0344827586207,,26,19,95.3264,89.71,0.66841,48.1207,42.42,18.45,21.6116,26.8322,28.223,30.0316,39.7247,48.2155,42.116,31.8265,28.83,31.7205,26.816,63.6294,-2.583,248.44444444444449,6.52,97.0,74.75,90.4,355.632183908046,62.4,75.20661157024793,0.053,314.50424929178473,-1.98,158.1727019498607,101.9,151.24653739612188,103.9,159.05882352941177,4.63,306.0446927374302,5.5,267.1559633027523,-5.4,10.8,254.91131498470943,R64,0
2009,Western Kentucky,368,12.0,248.7523510971787,,31,23,108.167,102.2196,0.6543102,51.963,49.1161,20.2146,20.0196,37.534,31.4112,34.0232,32.069,49.896,47.6143,37.056,34.8204,37.469,32.1141,66.4178,-2.076,263.46666666666664,8.1,111.1,308.75,103.0,184.09195402298852,65.6,209.5757575757576,0.092,354.7195467422096,-0.6,189.60445682451257,102.2,166.37119113573408,102.8,199.843137254902,6.63,328.41340782122904,3.5,247.1192660550459,3.9,-0.4,261.5902140672783,R32,0
2009,Cornell,64,14.0,245.32915360501565,,28,19,106.389,100.8163,0.6475105,54.02,46.352,19.7106,20.418,32.318,30.471,32.9262,34.012,50.575,46.397,40.75,30.824,33.3158,29.355,67.2147,-4.7106,241.5111111111111,5.23,108.5,273.0,103.3,177.816091954023,65.4,202.55647382920108,-0.005,185.60906515580737,-5.58,80.10027855153204,99.0,71.59002770083103,104.6,128.47058823529412,-0.5,187.0837988826816,5.4,266.0428134556575,4.8,0.6,240.44036697247708,R64,0
2009,Cal St. Northridge,40,15.0,240.7648902821317,,29,16,100.8175,96.172,0.6333109,51.676,48.1123,24.4319,23.924,36.852,32.1143,34.3223,42.829,50.478,47.7146,36.085,32.571,33.6152,38.2308,73.012,-6.6134,240.35555555555555,5.18,102.2,167.91666666666669,97.0,298.1034482758621,71.8,352.969696969697,-0.045,73.21246458923513,0.26,208.86908077994428,104.0,240.98614958448755,103.7,167.2156862745098,5.14,314.1787709497207,1.9,222.62996941896023,4.3,-2.4,166.9724770642202,R64,0
2009,Portland St.,243,13.0,231.63636363636363,,29,20,106.981,102.821,0.6102117,53.431,50.6239,19.9124,21.711,33.2151,32.5161,29.7324,32.682,51.062,50.1252,37.642,34.5184,44.814,30.072,66.6169,-3.895,228.8,4.04,109.2,281.6666666666667,105.1,135.97701149425288,64.8,173.47658402203857,0.025,256.75920679886684,-3.32,128.76880222841226,101.5,142.17174515235456,104.8,118.27450980392156,-0.0,205.3854748603352,3.1,241.55351681957188,4.9,-1.9,247.1192660550459,R64,0
2009,East Tennessee St.,79,16.0,230.49529780564265,,32,22,103.9117,99.9148,0.6101118,51.383,47.9112,19.175,22.762,32.0199,31.813,39.881,32.173,51.454,46.9119,34.2156,32.99,29.2266,42.4342,71.325,-5.7122,243.8222222222222,5.67,106.4,248.08333333333337,100.7,233.25287356321837,69.6,333.91735537190084,-0.048,67.02549575070822,-4.73,98.35097493036211,100.2,95.78947368421052,105.0,114.19607843137254,-1.26,172.84916201117318,3.7,251.57186544342508,5.7,-2.0,227.08256880733947,R64,0
2009,American,9,14.0,223.6489028213166,,31,24,103.0133,99.4138,0.6002124,53.724,44.926,21.4215,20.7162,31.9204,29.442,32.8268,35.2146,52.138,42.62,37.74,33.094,37.667,33.3188,61.6324,-2.18,235.73333333333335,4.7,105.3,231.83333333333331,100.6,234.29885057471265,60.7,45.12396694214876,0.093,356.78186968838526,-6.34,65.90529247910862,97.6,45.37396121883657,104.0,157.0196078431373,0.55,221.6536312849162,3.6,248.23241590214064,-2.3,5.8,232.64831804281343,R64,0
2009,Robert Morris,257,15.0,201.96865203761757,,34,24,101.3163,99.6142,0.5469143,53.724,48.7145,22.8281,23.924,32.9162,32.1143,37.3153,39.7247,51.062,45.57,39.716,36.7295,30.9226,33.9208,67.2147,-5.0111,196.44444444444443,1.49,102.0,162.5,100.6,237.43678160919535,66.0,225.61983471074385,0.055,319.6600566572238,-7.27,50.69637883008357,99.3,78.64819944598338,106.5,41.80392156862745,0.44,218.6033519553073,2.7,238.21406727828747,1.2,1.5,205.93272171253824,R64,0
2009,Morgan St.,193,15.0,184.8526645768025,,33,22,98.2225,98.0103,0.5063158,47.0247,44.212,19.8113,22.857,38.624,33.0186,34.0232,41.0267,45.5266,43.832,34.1161,30.114,26.1313,27.118,66.4178,-5.6119,191.82222222222225,0.99,100.1,124.58333333333331,99.1,269.86206896551727,65.5,205.56473829201104,0.031,274.2889518413598,-7.43,49.682451253481894,98.2,53.440443213296405,105.7,73.41176470588235,4.82,309.0949720670391,-0.0,185.8960244648318,-2.4,2.4,172.5382262996942,R64,0
2009,Binghamton,25,15.0,167.73667711598748,,30,22,100.8174,101.9191,0.4688173,49.0167,46.352,19.599,21.6116,31.9204,34.926,41.842,41.5278,48.7137,45.263,33.1209,32.467,33.1161,31.9135,68.597,-4.399,160.6222222222222,-0.98,102.3,169.0,103.3,178.86206896551724,67.2,273.7520661157025,0.13,361.9376770538243,-5.64,79.08635097493035,99.6,81.67313019390582,105.3,100.94117647058825,-4.08,107.77653631284916,-0.7,166.9724770642202,0.9,-1.6,158.06727828746176,R64,0
2009,Radford,252,16.0,160.89028213166142,,29,18,99.6202,101.2171,0.4561179,50.7107,46.869,22.6269,17.0328,35.48,28.628,44.021,30.24,50.287,44.751,34.813,33.4114,24.0329,39.0316,69.852,-6.4131,161.77777777777777,-0.86,101.2,139.75,102.1,205.01149425287355,69.2,327.900826446281,0.076,343.37677053824365,-4.54,101.39275766016712,101.0,119.98891966759004,105.5,88.70588235294117,8.71,342.6480446927374,-0.5,169.1987767584098,2.0,-2.5,141.37003058103974,R64,0
2009,Morehead St.,192,16.0,148.3385579937304,,32,17,99.9196,102.2195,0.435719,48.2203,48.4133,22.0243,17.7319,39.319,29.753,43.128,40.1259,47.9173,45.57,32.7234,35.7252,28.6275,35.927,66.6169,-9.1188,183.73333333333332,0.76,102.0,160.33333333333334,101.3,221.74712643678163,65.3,195.53719008264463,0.015,233.04249291784703,-1.9,162.2284122562674,103.6,225.86149584487532,105.5,91.76470588235294,3.49,287.74301675977654,0.8,198.14067278287465,-0.7,1.5,148.04892966360856,R64,0
2009,Alabama St.,6,16.0,133.50470219435738,,29,20,99.6203,102.6206,0.4161203,51.77,43.46,20.6172,19.3249,34.896,35.5278,36.5173,33.41,52.826,42.924,32.9224,29.81,31.5213,27.721,65.2234,-5.0112,134.04444444444445,-2.97,100.7,133.25,103.6,172.58620689655172,63.6,115.31680440771348,0.025,257.79036827195466,-11.71,20.278551532033426,95.4,23.191135734072024,107.2,25.490196078431374,9.21,344.68156424581,-2.6,124.67278287461772,-3.2,0.6,125.78593272171254,R68,0
2009,Chattanooga,51,16.0,130.08150470219434,,32,16,102.5141,106.0267,0.4026206,51.289,52.6306,21.4215,19.5235,33.7136,31.5119,47.46,30.138,50.382,50.7273,34.9125,36.6291,41.324,45.9344,70.929,-9.3192,119.02222222222224,-4.04,104.3,211.25000000000003,108.4,69.03448275862068,69.5,331.91184573002755,0.041,293.8810198300283,-3.37,126.74094707520892,102.1,163.34626038781164,105.5,89.72549019607844,12.4,357.8994413407821,-1.9,145.82262996941895,4.9,-6.9,150.27522935779817,R64,0
2010,Kansas,138,1.0,364.0,,34,32,120.01,88.66,0.97031,55.111,43.03,18.572,20.2186,38.227,31.7126,42.468,31.246,52.322,40.02,40.95,33.011,30.4222,31.9149,68.4116,11.71,362.8444444444444,31.85,120.4,362.9166666666667,88.5,356.67816091954023,67.2,259.71349862258955,0.038,279.4447592067989,9.53,348.7910863509749,108.2,348.8753462603878,98.7,332.3921568627451,1.13,237.9217877094972,21.2,362.8868501529052,13.4,7.8,361.7737003058104,R32,0
2010,Duke,76,1.0,362.858934169279,,33,28,119.14,88.05,0.97002,50.689,43.71,16.415,21.877,40.77,32.3159,37.5174,34.6108,47.1199,44.444,38.522,27.92,32.8155,24.66,67.4167,7.84,364.0,33.29,121.0,364.0,87.7,359.81609195402297,64.7,135.37190082644628,0.009,215.5127478753541,11.53,360.958217270195,107.9,345.85041551246536,96.4,364.0,2.5,269.4413407821229,22.5,364.0,12.8,9.6,364.0,CHAMPS,1
2010,Syracuse,303,1.0,361.717868338558,,32,28,116.78,89.814,0.95303,57.32,46.158,21.1208,22.747,37.238,35.027,37.4176,25.36,57.21,45.998,38.522,31.042,29.9242,40.4339,71.526,7.55,361.68888888888887,27.62,118.5,358.58333333333337,90.9,350.4022988505747,68.7,305.84022038567497,-0.008,168.07932011331445,8.62,328.5125348189415,108.5,354.9252077562327,99.8,296.70588235294116,-2.96,114.89385474860336,18.8,361.7737003058104,13.4,5.5,360.6605504587156,Sweet Sixteen,0
2010,Wisconsin,374,4.0,360.576802507837,,31,23,114.917,89.18,0.94884,51.656,46.051,14.72,20.1191,30.4249,25.82,32.3295,36.615,49.986,44.651,36.182,33.4132,39.837,25.611,60.434,3.819,354.75555555555553,23.56,115.2,343.4166666666667,91.6,345.17241379310343,59.2,25.068870523415978,-0.013,156.73654390934843,8.69,331.5543175487465,107.9,346.85872576177286,99.2,315.05882352941177,1.01,234.87150837988824,15.9,357.3211009174312,2.3,13.6,351.75535168195717,R32,0
2010,Kentucky,142,1.0,359.435736677116,,33,31,114.121,89.07,0.94605,53.132,43.37,20.8188,19.9203,41.44,32.0144,43.654,28.115,53.81,41.37,34.4155,31.556,30.0235,33.7222,69.667,8.22,360.53333333333336,26.54,114.9,341.25,88.3,358.7701149425287,68.3,298.82093663911843,0.06,320.6912181303116,7.06,309.2479108635098,106.5,314.5927977839335,99.5,306.9019607843137,-1.28,167.76536312849163,17.2,360.6605504587156,11.7,5.5,358.434250764526,Elite Eight,1
2010,Kansas St.,139,2.0,358.294670846395,,32,25,115.511,90.115,0.94596,50.689,46.985,20.2153,23.624,41.05,33.2195,52.13,47.3314,49.211,45.685,35.798,33.1115,32.2168,29.876,71.033,6.76,358.22222222222223,25.52,116.1,348.83333333333337,90.6,352.4942528735632,69.4,328.90358126721765,-0.008,167.04815864022663,11.99,362.9860724233983,109.5,362.99168975069256,97.5,354.8235294117647,2.37,267.4078212290503,14.5,351.75535168195717,11.3,3.3,357.3211009174312,Elite Eight,1
2010,West Virginia,365,2.0,357.153605015674,,33,27,116.77,92.433,0.93667,49.3143,47.7117,18.155,20.913,42.42,31.2104,38.2145,40.623,48.8127,46.6123,33.6194,33.3124,35.595,31.5129,63.7305,8.03,359.3777777777778,25.54,117.2,352.0833333333333,91.7,343.08045977011494,62.6,68.18732782369146,0.057,318.628895184136,12.58,364.0,110.0,364.0,97.5,357.88235294117646,5.45,314.1787709497207,16.5,359.5474006116208,7.8,8.7,353.98165137614683,Final Four,1
2010,Ohio St.,229,2.0,356.01253918495297,,33,26,115.412,91.524,0.93508,56.04,47.397,17.431,21.877,29.2283,28.528,36.0218,26.69,55.43,45.166,38.227,34.117,34.9104,36.9296,66.1226,5.01,357.06666666666666,24.99,117.5,356.41666666666663,92.5,337.85057471264366,64.6,132.36363636363637,0.007,208.29461756373937,7.88,315.3314763231198,106.3,304.5096952908587,98.4,338.5098039215686,-2.92,117.94413407821229,16.5,358.434250764526,8.5,8.0,330.60550458715596,Sweet Sixteen,0
2010,Purdue,248,4.0,354.87147335423197,,32,27,109.851,87.34,0.93369,49.4138,45.439,16.311,23.818,30.7235,31.4111,39.8115,37.4168,50.182,42.212,31.9264,35.7253,30.3225,28.752,67.5163,6.57,347.82222222222225,22.05,109.8,294.6666666666667,87.7,360.86206896551727,66.2,203.55922865013773,0.07,331.0028328611898,8.81,334.59610027855155,107.8,343.8337950138504,99.0,319.1372549019608,-1.26,168.78212290502793,14.9,352.868501529052,5.6,9.3,349.52905198776756,Sweet Sixteen,0
2010,BYU,19,7.0,353.73040752351096,,33,28,116.49,92.537,0.93351,55.111,46.367,15.96,22.072,31.0225,27.09,38.2145,36.4145,51.544,44.444,41.63,33.6146,33.2149,31.4125,72.019,4.116,353.6,23.27,117.3,354.25,94.0,326.3448275862069,71.1,349.9614325068871,0.012,230.9801699716714,3.88,265.6490250696379,104.9,268.2105263157895,101.0,264.078431372549,-0.03,214.536312849162,14.4,349.52905198776756,12.6,1.8,356.2079510703364,R32,0
2010,Villanova,355,2.0,352.58934169278996,,31,24,118.05,95.163,0.923011,53.033,47.294,19.1101,20.913,38.029,31.9135,44.051,49.033,51.158,45.062,37.639,33.8156,34.5114,38.5325,72.713,5.59,345.5111111111111,21.24,117.2,353.1666666666667,96.0,303.33333333333337,71.2,352.969696969697,0.025,258.8215297450425,10.03,352.8467966573816,108.7,357.9501385041551,98.7,331.37254901960785,-0.91,191.1508379888268,15.0,353.98165137614683,14.5,0.6,359.5474006116208,R32,0
2010,Baylor,21,3.0,351.44827586206895,,31,24,117.96,95.266,0.921212,54.613,44.625,20.6178,17.83,38.325,33.0186,37.318,34.7111,53.117,41.58,38.62,33.8156,32.5161,33.9228,65.7242,5.58,355.9111111111111,24.95,119.2,359.6666666666667,94.3,320.0689655172414,64.5,129.35537190082644,-0.021,123.73937677053824,10.59,356.9025069637883,108.3,351.90027700831024,97.7,350.7450980392157,-2.79,124.04469273743015,15.4,356.2079510703364,9.5,6.0,341.73700305810394,Elite Eight,1
2010,Georgetown,103,3.0,350.30721003134795,,33,23,115.116,92.94,0.921013,55.67,46.779,20.8188,19.8208,32.8172,32.2154,37.2185,33.078,54.67,45.685,38.818,32.69,30.0235,34.0231,66.6211,4.315,352.44444444444446,22.64,116.8,351.0,94.2,321.11494252873564,65.8,182.5013774104683,-0.035,90.74220963172804,11.55,361.97214484679665,109.0,360.9750692520776,97.4,358.90196078431376,3.35,284.6927374301676,14.5,350.64220183486236,8.3,6.2,348.41590214067276,R64,0
2010,California,41,8.0,349.16614420062695,,33,23,119.53,96.784,0.918914,53.426,48.3147,17.536,18.9253,35.283,30.786,35.2241,34.097,52.322,48.42,37.348,32.173,30.2228,31.0115,68.797,1.734,348.9777777777778,22.15,119.6,361.8333333333333,97.4,285.55172413793105,67.1,257.70798898071627,-0.043,74.24362606232295,9.03,339.6657381615599,106.5,311.5678670360111,97.5,356.8627450980392,8.46,348.7486033519553,11.7,330.60550458715596,11.3,0.5,327.26605504587155,R32,0
2010,Texas,312,8.0,348.02507836990594,,33,24,113.225,91.928,0.916515,51.371,44.827,18.786,20.3174,39.613,31.612,40.4104,35.3126,51.254,43.526,34.5147,32.173,25.9305,28.547,72.911,3.82,343.2,20.75,113.9,339.0833333333333,93.1,333.66666666666663,71.5,353.9724517906336,-0.014,149.5184135977337,9.01,337.63788300835654,107.2,329.7174515235457,98.2,346.66666666666663,-1.32,166.74860335195532,14.2,348.41590214067276,12.3,1.9,362.8868501529052,R64,0
2010,Maryland,168,4.0,346.88401253918494,,30,22,115.81,94.349,0.913716,51.952,44.32,16.717,21.591,35.378,37.1317,33.9271,29.021,49.986,41.79,38.818,33.212,24.5332,31.8141,70.447,3.323,350.1333333333333,22.37,118.3,357.5,95.9,305.4252873563218,68.7,311.8567493112948,-0.023,116.52124645892351,8.87,336.6239554317549,106.7,318.6260387811634,97.8,349.72549019607845,-4.35,84.39106145251397,15.2,355.0948012232416,11.9,3.3,312.79510703363917,R32,0
2010,Missouri,187,10.0,345.74294670846393,,32,22,110.544,90.216,0.912117,50.395,45.644,18.155,27.32,34.896,37.9331,33.528,38.7199,47.7177,45.373,37.156,30.832,33.4144,30.61,70.934,1.636,339.73333333333335,19.99,111.5,315.25,91.5,346.21839080459773,68.8,313.86225895316807,-0.035,92.80453257790369,8.17,320.40111420612817,107.1,325.6842105263158,98.9,321.1764705882353,-6.1,53.88826815642459,13.7,346.1896024464832,9.1,4.6,338.3975535168196,R32,0
2010,Clemson,55,7.0,344.601880877743,,31,21,109.553,89.49,0.911518,51.078,46.158,21.2219,25.08,36.253,33.6215,35.3239,34.9117,51.254,46.8133,33.6194,29.411,33.4144,28.444,69.571,1.537,336.2666666666667,19.28,110.9,310.91666666666663,91.6,344.1264367816092,67.6,277.76308539944904,-0.041,79.39943342776203,8.76,333.5821727019499,106.3,303.50138504155126,97.6,353.80392156862746,-2.85,122.01117318435752,13.4,343.9633027522936,7.2,6.3,347.302752293578,R64,0
2010,Temple,307,5.0,343.460815047022,,33,28,106.0101,86.83,0.908719,48.916,42.21,16.818,18.2282,33.0164,27.82,27.734,27.111,48.2153,42.212,33.6194,28.13,31.1202,32.1163,61.6334,4.912,340.8888888888889,20.12,107.8,264.3333333333333,87.7,361.90804597701145,60.4,32.08815426997245,0.076,338.22096317280455,6.07,297.0807799442897,106.4,307.5346260387812,100.3,277.3333333333333,5.68,315.195530726257,12.0,332.83180428134557,-1.1,13.1,345.0764525993884,R64,0
2010,Minnesota,183,11.0,342.3197492163009,,33,21,112.827,92.436,0.90862,53.821,46.051,19.098,21.877,33.6143,31.9135,34.4258,33.282,50.767,43.526,40.38,33.4132,31.3195,38.0311,67.4167,-0.0853,325.8666666666667,17.97,112.0,320.6666666666667,94.1,322.1609195402299,65.6,174.4793388429752,-0.055,53.62039660056657,8.37,324.4568245125348,107.7,340.808864265928,99.3,312.0,-3.72,99.64245810055866,12.8,341.73700305810394,6.6,6.2,309.4556574923547,R64,0
2010,Marquette,166,6.0,341.1786833855799,,33,22,113.923,94.048,0.901621,52.541,49.3179,15.85,22.167,31.421,33.1192,35.1245,29.524,47.9165,50.0261,40.67,31.761,35.1102,29.058,64.2296,1.735,337.4222222222222,19.65,115.1,342.3333333333333,95.5,307.51724137931035,62.3,59.16253443526171,-0.064,43.30878186968839,9.05,341.69359331476323,108.0,347.8670360110803,98.9,320.156862745098,-6.52,48.80446927374302,12.6,338.3975535168196,6.4,6.2,326.15290519877675,R64,0
2010,Utah St.,347,12.0,340.0376175548589,,33,26,115.214,95.061,0.901022,55.58,45.745,16.311,17.6308,33.8137,27.09,30.4316,29.827,52.226,44.651,42.22,32.173,29.7246,32.8189,61.8332,-0.2055,338.5777777777778,19.9,116.0,347.75,96.1,300.1954022988506,59.8,28.077134986225897,-0.026,113.42776203966004,1.81,227.1197771587744,105.0,273.25207756232686,103.2,180.47058823529412,0.16,222.6703910614525,12.8,340.6238532110092,4.1,8.7,283.8532110091743,R64,0
2010,Texas A&M,313,5.0,338.8965517241379,,31,22,111.142,91.725,0.901023,49.813,46.985,18.466,20.913,33.9132,30.581,49.96,37.4168,49.4106,45.062,33.6194,33.9162,34.5114,33.6219,66.1226,4.314,346.66666666666663,21.33,112.6,325.0,91.2,347.2643678160919,64.3,121.33333333333331,-0.005,177.3597733711048,11.51,359.9442896935933,109.4,361.98337950138506,97.9,348.7058823529412,0.15,221.6536312849162,11.2,327.26605504587155,4.4,6.8,317.2477064220183,R32,0
2010,Michigan St.,180,5.0,337.7554858934169,,32,24,111.637,92.129,0.900924,51.564,46.573,21.0202,19.4229,40.58,28.425,36.2212,29.93,52.13,45.373,33.3209,32.587,25.2321,37.2301,67.5163,3.522,342.0444444444444,20.13,112.8,329.3333333333333,92.7,336.8045977011494,65.3,161.4435261707989,0.027,266.0396600566572,9.03,340.67966573816153,107.5,338.79224376731304,98.5,335.45098039215685,-0.94,189.1173184357542,12.2,333.9449541284404,6.3,5.9,352.868501529052,Final Four,1
2010,Xavier,379,6.0,336.61442006269596,,32,24,114.32,94.755,0.897625,52.541,45.745,18.361,18.2282,35.089,29.45,42.468,33.282,51.06,46.4116,37.252,29.411,31.7183,31.1118,70.349,2.926,344.35555555555555,20.87,115.5,345.5833333333333,94.6,315.88505747126436,68.9,317.87327823691464,0.01,221.699716713881,8.04,318.37325905292477,106.2,300.4764542936288,98.2,345.6470588235294,7.27,334.5139664804469,13.4,345.0764525993884,11.9,1.6,337.2844036697248,Sweet Sixteen,0
2010,Florida St.,96,9.0,335.47335423197495,,31,22,103.814,85.92,0.897526,50.982,43.25,24.7335,23.72,38.619,32.6167,38.8132,33.993,51.158,39.91,33.6194,32.81,32.0175,35.6278,67.3176,2.827,327.02222222222224,18.02,105.0,208.0,87.0,362.95402298850576,65.3,156.4297520661157,0.009,218.60623229461757,9.01,338.65181058495824,107.3,330.72576177285316,98.3,343.6078431372549,-2.88,119.97765363128492,13.1,342.8501529051988,2.7,10.4,328.37920489296636,R64,0
2010,Butler,35,5.0,334.33228840125395,,32,28,109.257,90.619,0.895027,52.05,46.367,19.2106,21.1121,31.2218,27.113,47.713,35.8131,52.52,46.3113,34.2166,30.94,39.441,31.7137,65.1269,4.613,351.2888888888889,22.45,111.0,312.0,88.5,357.7241379310345,63.0,78.21487603305785,0.032,271.1954674220963,6.85,304.1782729805014,106.7,319.63434903047096,99.9,295.6862745098039,11.11,360.94972067039106,12.5,337.2844036697248,3.1,9.4,339.5107033639144,Finals,1
2010,Georgia Tech,107,10.0,333.19122257053294,,32,21,108.959,90.518,0.893528,50.786,43.811,22.9304,21.497,38.325,34.425,37.6171,34.2101,49.0119,42.111,36.666,31.349,28.3278,35.1264,70.055,1.538,329.3333333333333,18.22,109.2,288.16666666666663,91.0,349.35632183908046,68.2,297.8181818181818,-0.034,94.86685552407933,10.94,357.91643454038996,107.4,333.7506925207756,96.4,362.9803921568627,-2.46,132.17877094972067,11.9,331.71865443425077,6.0,5.9,340.6238532110092,R32,0
2010,Oklahoma St.,231,7.0,332.0501567398119,,32,22,112.333,93.444,0.892929,52.345,48.2142,18.466,19.3237,29.528,27.616,36.7198,36.7154,52.032,44.858,35.2118,36.4276,41.919,34.5247,67.9143,1.833,320.0888888888889,16.72,112.2,321.75,95.4,308.5632183908046,66.2,205.56473829201104,0.011,224.7932011331445,8.47,326.48467966573816,107.2,328.7091412742382,98.7,328.3137254901961,-4.33,86.42458100558659,9.6,310.56880733944956,6.1,3.5,308.3425076452599,R64,0
2010,UTEP,344,12.0,330.9090909090909,,32,26,107.08,89.511,0.88683,53.033,44.216,18.682,22.554,29.2283,30.371,40.3106,42.9268,53.413,43.32,34.7138,30.729,31.2198,34.0231,69.377,2.329,316.6222222222222,16.53,107.7,262.1666666666667,91.2,348.3103448275862,67.9,288.7933884297521,0.024,257.79036827195466,2.62,243.3426183844011,104.1,234.93628808864267,101.5,250.8235294117647,-4.26,90.49162011173183,10.5,318.3608562691131,6.3,4.2,269.3822629969419,R64,0
2010,Northern Iowa,222,9.0,328.6269592476489,,32,28,107.081,89.512,0.886032,49.7133,46.263,17.745,20.6155,30.7235,25.93,36.4205,28.516,47.7177,44.341,35.3117,33.212,37.465,35.4275,60.3341,3.918,333.9555555555555,18.87,109.6,292.5,90.8,351.44827586206895,58.9,24.06611570247934,0.034,277.38243626062325,4.08,271.73259052924794,105.7,291.4016620498615,101.6,247.76470588235296,-1.58,161.66480446927375,10.3,317.2477064220183,-2.7,12.9,343.9633027522936,Sweet Sixteen,0
