,Elite 8,Seed,Win,AdjOE,AdjOD,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,bluePower,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,bluePower_Barthag,bluePower_Seed,Team,RF_Prob,predict_E8_RF,KNN_Prob,predict_E8_KNN,XGB_Prob,predict_E8_XGB
0,0,2.6390573296152584,3.4011973816621555,4.789157022101107,1,4.490881039585964,0.6778812468895119,4.007333185232471,3.802208139420939,2.766319109226186,3.265759410767051,3.6454498961866,3.5234150143864045,3.7232808808312687,3.6686767467964168,3.9889840465642745,3.8044377947482086,3.6402142821326553,3.40452517175483,3.6000482404073204,3.456316680883235,4.248495242049359,1.791759469228055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214600143126404,4.728555960173844,Louisville,0.31289105604160394,0,0.0,0,0.16163349,0
1,1,2.833213344056216,3.4339872044851463,4.7535901911063645,0,4.473921899378137,0.6741682139621425,3.962716119743664,3.765840495250065,2.833213344056216,2.995732273553991,3.6428355156125294,3.295836866004329,3.754198920234579,3.56953269648137,3.949318790171843,3.725693427236653,3.6000482404073204,3.4781584227982836,3.3141860046725258,3.3032169733019514,4.183575695950044,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4812989689764826,6.225205992397257,Arizona,0.888044340082795,1,1.0,1,0.6163428,1
2,1,2.833213344056216,3.49650756146648,4.761318868478023,0,4.497584975308154,0.6706459152134318,3.983413001514819,3.8308129500026022,2.933856869835904,3.131136910560194,3.6000482404073204,3.3945083935113587,3.7932394694381792,3.5145260669691587,3.9569963710708778,3.7819143200811256,3.632309102625542,3.535145354171894,3.591817741270805,3.481240089335692,4.165113633110308,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4735596875970949,6.225205992397257,Florida,0.8375346172351129,1,0.1817739869534593,0,0.7588089,1
3,0,2.70805020110221,3.295836866004329,4.844974178195408,0,4.593097604753822,0.6672137985334408,4.007333185232471,3.912023005428146,2.7343675094195836,2.9806186357439426,3.586292865338835,3.487375077903208,3.696351468952637,3.7184382563554808,3.9473901492654377,3.9318256327243257,3.698829784967105,3.449987545831587,3.688879454113936,3.218875824868201,4.216562194946349,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466018556475533,5.950194458522068,Duke,0.4082483505514752,0,0.0,0,0.37643525,0
4,0,2.833213344056216,3.367295829986474,4.73795129722191,0,4.493120682179469,0.6654162068216343,3.9435216724875177,3.8044377947482086,2.8791984572980396,2.9856819377004897,3.5779478934066544,3.310543013394025,3.770459441106359,3.505557396986398,3.910021002757473,3.756538102587751,3.624340932976365,3.493472657771326,3.4210000089583352,3.5524868292083815,4.131961425793407,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4620688437863358,6.225205992397257,Virginia,0.25833874431627735,0,0.0,0,0.1327973,0
5,1,2.772588722239781,3.295836866004329,4.811371016571989,0,4.580877493419047,0.6603656910355657,3.990834185852436,3.8815637979434374,2.6100697927420065,2.8094026953624978,3.3638415951183864,3.3568971227655755,3.8088822465086327,3.292126286607793,3.9569963710708778,3.8543938925915096,3.6454498961866,3.563882963939251,3.696351468952637,3.269568939183719,4.178992036282385,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4509717263729616,6.092000083350472,Wisconsin,0.90578761676752,1,1.0,1,0.52337474,0
6,0,2.70805020110221,3.295836866004329,4.848116364598481,0,4.619073091157083,0.6597455039259149,4.09933210373314,3.8918202981106265,2.785011242238338,2.7788192719904172,3.370738174177447,3.3603753871419,3.563882963939251,3.5234150143864045,4.046553898385752,3.86702563949741,3.763522997109702,3.543853682063679,3.822098297900159,3.5779478934066544,4.198704577546343,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4496090360130895,5.950194458522068,Creighton,0.5890778896545926,0,0.0,0,0.2812919,0
7,0,2.772588722239781,3.218875824868201,4.797442073635214,1,4.56954300834494,0.6594869790673101,4.0163830207523885,3.873282177111715,2.995732273553991,2.8507065015037334,3.6402142821326553,3.40452517175483,3.910021002757473,3.845883202923601,4.037774210733707,3.8088822465086327,3.56953269648137,3.6082115510464816,3.407841924380824,3.4688560301359703,4.238444906195857,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4490409988399109,6.092000083350472,Kansas,0.7238649038198054,1,0.42714417879043987,0,0.49474755,0
8,0,2.772588722239781,3.367295829986474,4.763028270603671,1,4.541164856012179,0.6571054092126798,4.007333185232471,3.8628327612373745,2.9014215940827497,3.054001181677967,3.529297384289471,3.3978584803966405,3.828641396489095,3.681351187693145,4.005513348515485,3.7932394694381792,3.6136169696133895,3.594568774642695,3.819907716520341,3.517497837358316,4.225372824628505,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443808155022674,6.092000083350472,Villanova,0.5497011675843265,0,0.0,0,0.27813163,0
9,1,2.6390573296152584,3.295836866004329,4.782479200958502,1,4.562262684976814,0.6562757057840406,4.0163830207523885,3.8543938925915096,2.89591193827178,2.9601050959108397,3.5409593240373143,3.3568971227655755,3.5409593240373143,3.691376334312523,3.972176928247894,3.80666248977032,3.691376334312523,3.53222564406856,3.605497845174886,3.6375861597263857,4.209160236650682,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4419851102573678,5.798601625629939,Michigan St.,0.9290021366657712,1,1.0,1,0.48246452,0
