,Elite 8,Seed,Win,AdjOE,AdjOD,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,bluePower,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,bluePower_Barthag,bluePower_Seed,Team,RF_Prob,predict_E8_RF,KNN_Prob,predict_E8_KNN,XGB_Prob,predict_E8_XGB
10,0,1.9459101490553132,3.044522437723423,4.763881877142913,1,4.549657476057832,0.6539384673346647,3.918005077105694,3.8480176754522337,2.9014215940827497,2.9014215940827497,3.7062280924485496,3.353406717825807,3.744787086052232,3.529297384289471,3.9160150266976834,3.8044377947482086,3.5263605246161616,3.5553480614894135,3.4531571205928664,3.342861804649192,4.165113633110308,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4368496724933038,4.27560160479232,Tennessee,0.29859200265648067,0,0.316522733872423,0,0.13051894,0
11,0,2.1972245773362196,3.258096538021482,4.771531723203316,1,4.558078578454241,0.6538344631744044,3.949318790171843,3.86702563949741,2.862200880929469,3.005682604407159,3.655839600035736,3.3945083935113587,3.8501476017100584,3.6375861597263857,3.9318256327243257,3.835141961092188,3.6000482404073204,3.529297384289471,3.325036020696591,3.5380565643793527,4.175924549214524,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1715140907003811,3.936897942462782,Pittsburgh,0.11451068849589838,0,0.0,0,0.10648619,0
12,0,2.4849066497880004,3.258096538021482,4.703203926259457,0,4.493120682179469,0.6521689238313872,3.937690752176724,3.832979798087693,2.89591193827178,3.1354942159291497,3.4339872044851463,3.4339872044851463,3.779633817382401,3.4242626545931514,3.951243718581427,3.843744164674851,3.5145260669691587,3.414442608412176,3.53222564406856,3.487375077903208,4.194189897191817,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.432961588017237,5.4598979633004,Ohio St.,0.24394640417564678,0,0.0,0,0.11474916,0
13,0,2.833213344056216,3.5263605246161616,4.757891273005756,0,4.548599834499697,0.6517521051935596,3.970291913552122,3.824284091120139,2.8449093838194073,2.970414465569701,3.594568774642695,3.292126286607793,3.877431560658527,3.6000482404073204,3.970291913552122,3.7999735016195233,3.5751506887855933,3.475067230228611,3.624340932976365,3.594568774642695,4.192680462942962,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4320457438619103,6.225205992397257,Wichita St.,0.3979709758173901,0,0.0,0,0.30512,0
14,0,1.9459101490553132,3.044522437723423,4.802380355275797,0,4.594109238628667,0.6513351127455053,3.9569963710708778,3.877431560658527,2.8390784635086144,2.995732273553991,3.66612246699132,3.3978584803966405,3.845883202923601,3.5779478934066544,3.945457781514384,3.871201010907891,3.591817741270805,3.49650756146648,3.349904087274605,3.6428355156125294,4.279440045898781,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4311295178064818,4.27560160479232,Iowa,0.1630604525710471,0,0.0,0,0.07196866,0
15,0,2.70805020110221,3.332204510175204,4.7561730595246186,0,4.548599834499697,0.6511786957374437,3.8958936234982624,3.897924081048645,2.747270914255491,3.131136910560194,3.66612246699132,3.487375077903208,3.683866912290392,3.624340932976365,3.8815637979434374,3.845883202923601,3.5409593240373143,3.572345637857985,3.3357695763397,3.7328963395307104,4.135166556742356,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307858345120554,5.950194458522068,Syracuse,0.17610845604588582,0,0.0,0,0.113052726,0
16,1,2.772588722239781,3.258096538021482,4.820281565605037,0,4.612145799724517,0.6510744041380375,4.034240638152395,3.92395157629342,2.760009940032921,2.9069010598473755,3.3978584803966405,3.3978584803966405,3.6082115510464816,3.353406717825807,3.990834185852436,3.93963817246112,3.698829784967105,3.4995332823830174,3.713572066704308,3.4995332823830174,4.1588830833596715,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4305566824466305,6.092000083350472,Michigan,0.8736566150088807,1,1.0,1,0.3344991,0
17,0,2.1972245773362196,3.091042453358316,4.765586907393996,1,4.5591262474866845,0.6506049572942703,3.9852734671677386,3.8501476017100584,2.7536607123542622,3.044522437723423,3.3568971227655755,3.502549875922443,3.919991175077323,3.713572066704308,3.960813169597578,3.824284091120139,3.632309102625542,3.502549875922443,3.5610460826040513,3.5234150143864045,4.248495242049359,1.791759469228055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165727592958723,3.936897942462782,Oklahoma St.,0.04995082708281315,0,0.0,0,0.025445642,0
18,0,2.6390573296152584,3.295836866004329,4.783316371371566,0,4.583946549536464,0.6467890565817958,4.014579593753238,3.933784497209659,2.766319109226186,3.068052935133617,3.4404180948154366,3.3775875160230218,3.688879454113936,3.6216707044204863,3.9852734671677386,3.9080149840306073,3.691376334312523,3.572345637857985,3.349904087274605,3.756538102587751,4.268297869345539,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4211408114736284,5.798601625629939,UCLA,0.1130250766784667,0,0.0,0,0.06520445,0
19,0,2.302585092994046,3.332204510175204,4.750135956238277,0,4.552823705615882,0.6462651946598148,4.032469158504013,3.8155121050473024,2.884800712846709,2.933856869835904,3.456316680883235,3.417726683613366,3.728100167267218,3.6712245188752153,4.007333185232471,3.779633817382401,3.681351187693145,3.490428515390098,3.517497837358316,3.484312288372662,4.206184043977636,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4199897691835213,5.059296557734522,Gonzaga,0.3029936571351363,0,0.0,0,0.1080976,0
20,1,2.302585092994046,3.218875824868201,4.761318868478023,0,4.571613402459248,0.6420643903306291,3.9259259105971376,3.828641396489095,2.9496883350525844,2.8507065015037334,3.765840495250065,3.4307561839036995,4.00369019395397,3.658420246629228,3.9318256327243257,3.80666248977032,3.5115454388310208,3.487375077903208,3.367295829986474,3.414442608412176,4.212127597878484,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.410759658666854,5.059296557734522,Kentucky,0.8166394993270994,1,1.0,1,0.2602053,0
21,0,2.70805020110221,3.295836866004329,4.767289035464526,0,4.582924577040772,0.6389549514765184,4.00369019395397,3.873282177111715,2.7343675094195836,2.8449093838194073,3.370738174177447,3.3775875160230218,3.6428355156125294,3.4688560301359703,4.018183201256536,3.8372994592322094,3.586292865338835,3.543853682063679,3.66612246699132,3.5496173867804286,4.289088639014612,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4039275231948778,5.950194458522068,Iowa St.,0.12212786394014703,0,0.0,0,0.055559512,0
22,1,2.3978952727983707,3.295836866004329,4.72384171570559,0,4.541164856012179,0.6386909947638866,3.958906591326997,3.8044377947482086,2.923161580719156,3.0204248861443626,3.471966452550362,3.5380565643793527,3.6788291182604342,3.597312260588446,3.8918202981106265,3.747148362237912,3.681351187693145,3.5234150143864045,3.5496173867804286,3.484312288372662,4.191168746857641,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4033475510185305,5.268714427270919,Connecticut,0.8474036080148142,1,1.0,1,0.25025493,0
23,0,2.5649493574615367,3.295836866004329,4.689511334421843,0,4.508659285607248,0.6373701650909469,3.8877303128591016,3.8815637979434374,2.9014215940827497,3.2809112157876537,3.586292865338835,3.456316680883235,3.6027767550605247,3.7013019741124937,3.8394523125933104,3.901972669574645,3.580737295494233,3.4372078191851885,3.5524868292083815,3.4339872044851463,4.276666119016055,2.1972245773362196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4004453915986723,5.635769767837233,VCU,0.26498282080001084,0,0.13747901513604338,0,0.09951434,0
24,0,2.6390573296152584,3.332204510175204,4.695010889987881,0,4.517431271680085,0.6351472362619566,3.86702563949741,3.8155121050473024,2.791165107812717,3.095577608523707,3.6136169696133895,3.417726683613366,3.8264651170664994,3.490428515390098,3.8372994592322094,3.7977338590260183,3.5524868292083815,3.459466289786131,3.265759410767051,3.4657359027997265,4.180522258463153,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3955611177419456,5.798601625629939,San Diego St.,0.12287531137626577,0,0.0,0,0.09862417,0
25,0,2.5649493574615367,3.332204510175204,4.696837374513915,0,4.522874943261261,0.6330786540938258,3.8897773964808264,3.819907716520341,2.91235066461494,3.1570004211501135,3.691376334312523,3.505557396986398,3.691376334312523,3.591817741270805,3.8691155044168695,3.784189633918261,3.5409593240373143,3.493472657771326,3.471966452550362,3.5085558999826545,4.1666652238017265,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3910159781618892,5.635769767837233,Cincinnati,0.1562601562750398,0,0.0,0,0.08355876,0
26,0,2.4849066497880004,3.1780538303479458,4.724729421045731,0,4.552823705615882,0.6319098710887558,3.927896354584436,3.8607297110405954,2.89591193827178,3.0155349008501706,3.658420246629228,3.475067230228611,3.819907716520341,3.756538102587751,3.92395157629342,3.8543938925915096,3.543853682063679,3.475067230228611,3.0819099697950434,3.5553480614894135,4.275276264727001,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3884478994175766,5.4598979633004,North Carolina,0.1522478224330015,0,0.0,0,0.10536245,0
27,0,2.5649493574615367,3.1780538303479458,4.782479200958502,0,4.613138355637268,0.6298345743481794,3.970291913552122,3.9219733362813143,2.8213788864092133,2.928523523860541,3.505557396986398,3.4531571205928664,3.713572066704308,3.673765816303888,3.918005077105694,3.903990833730882,3.658420246629228,3.5553480614894135,3.632309102625542,3.586292865338835,4.28771595520264,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.383888006413916,5.635769767837233,Oklahoma,0.14455642517270062,0,0.0,0,0.05883396,0
28,0,2.3978952727983707,3.332204510175204,4.743191483885466,0,4.585987366571318,0.6207377650418049,3.958906591326997,3.8264651170664994,2.8273136219290276,2.766319109226186,3.520460802488973,3.387774361330014,3.871201010907891,3.471966452550362,3.966511190712216,3.747148362237912,3.5467396869528134,3.5667118201397288,3.490428515390098,3.586292865338835,4.209160236650682,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8605252634116176,3.324188695236423,New Mexico,0.06653661581787502,0,0.0,0,0.041044056,0
29,0,1.791759469228055,3.258096538021482,4.722063937459591,0,4.565389315976247,0.6204689550619598,3.975936331171799,3.852273001022372,2.923161580719156,3.109060958860994,3.5145260669691587,3.3978584803966405,3.885679030088544,3.624340932976365,3.929862923556477,3.824284091120139,3.686376323895818,3.5145260669691587,3.374168709274236,3.456316680883235,4.197201947661808,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8601526136523456,2.4839060486740205,Harvard,0.039409495145629324,0,0.0,0,0.03909287,0
30,0,2.5649493574615367,3.258096538021482,4.667205576907544,0,4.51085950651685,0.6202538550396205,3.9259259105971376,3.80666248977032,2.975529566236472,3.091042453358316,3.407841924380824,3.40452517175483,3.728100167267218,3.563882963939251,3.9415818076696905,3.8088822465086327,3.49650756146648,3.40452517175483,3.5145260669691587,3.2846635654062037,4.225372824628505,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8598544217042999,3.5557748308070147,Saint Louis,0.2701507902696566,0,0.13279590595056162,0,0.12901612,0
31,0,2.4849066497880004,3.1354942159291497,4.779963476361254,0,4.625952725170619,0.6189622823705687,3.958906591326997,3.903990833730882,2.954910279033736,2.8273136219290276,3.740047740688336,3.5234150143864045,3.7999735016195233,3.517497837358316,3.8958936234982624,3.8416005411316,3.673765816303888,3.629660094453965,3.56953269648137,3.505557396986398,4.155753190350744,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3599991392687347,5.4598979633004,Baylor,0.23103607002976112,0,0.0,0,0.09687049,0
32,0,2.302585092994046,3.1354942159291497,4.730921391293652,0,4.577798989191959,0.618100306237034,3.970291913552122,3.893859034800475,2.9856819377004897,3.0726933146901194,3.6136169696133895,3.53222564406856,3.711130063048756,3.5467396869528134,3.983413001514819,3.9080149840306073,3.5409593240373143,3.4657359027997265,3.339321977944068,3.414442608412176,4.258445572902527,1.791759469228055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1074870766329663,4.125678644075443,Memphis,0.04306755673491776,0,0.0,0,0.05021358,0
33,0,2.3978952727983707,3.1780538303479458,4.773223770984341,0,4.6210435351443815,0.6175072663512002,3.996364153861897,3.918005077105694,2.8507065015037334,3.0106208860477417,3.520460802488973,3.490428515390098,3.7819143200811256,3.8918202981106265,3.945457781514384,3.9259259105971376,3.693866995624976,3.505557396986398,3.5524868292083815,3.484312288372662,4.254193263163997,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3568021423105605,5.268714427270919,Oregon,0.24502039639817164,0,0.16709312974484755,0,0.054010957,0
34,0,2.3978952727983707,3.1780538303479458,4.716711560720999,0,4.565389315976247,0.6167519793062318,3.879499813722586,3.8501476017100584,2.928523523860541,2.8678989020441064,3.698829784967105,3.4339872044851463,3.802208139420939,3.725693427236653,3.8691155044168695,3.7819143200811256,3.5085558999826545,3.5610460826040513,3.310543013394025,3.6082115510464816,4.247065649239764,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355142607052412,5.268714427270919,Texas,0.09394033090196473,0,0.0,0,0.084833436,0
35,0,2.1972245773362196,3.044522437723423,4.692264892839025,0,4.543294782270004,0.6153477881055334,3.912023005428146,3.8372994592322094,2.970414465569701,2.9856819377004897,3.58351893845611,3.5263605246161616,3.7328963395307104,3.8394523125933104,3.899950424193877,3.8501476017100584,3.5380565643793527,3.414442608412176,3.505557396986398,3.471966452550362,4.188138441508461,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3520572836349585,4.827795843250328,Kansas St.,0.17021255808615388,0,0.0,0,0.08473548,0
36,0,2.0794415416798357,3.218875824868201,4.735320870453137,0,4.593097604753822,0.6094394314864602,4.005513348515485,3.883623530906448,2.9806186357439426,2.797281334830153,3.417726683613366,3.353406717825807,3.7932394694381792,3.4531571205928664,3.970291913552122,3.852273001022372,3.6635616461296463,3.5467396869528134,3.632309102625542,3.563882963939251,4.203198967134183,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8448624473137917,2.882718083509208,Saint Joseph's,0.03484268023735011,0,0.0,0,0.014901128,0
37,0,2.0794415416798357,3.091042453358316,4.7318028369214575,0,4.593097604753822,0.6067174525615576,3.9684033388642534,3.897924081048645,2.8791984572980396,2.8903717578961645,3.417726683613366,3.367295829986474,3.819907716520341,3.6375861597263857,3.937690752176724,3.845883202923601,3.6402142821326553,3.597312260588446,3.4111477125153233,3.5467396869528134,4.223909766576744,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6665472491335381,2.2845000312564268,Stanford,0.012541497005306356,0,0.0,0,0.010556827,0
38,0,2.0794415416798357,3.091042453358316,4.7086288943563215,0,4.56954300834494,0.606008522743182,3.975936331171799,3.8501476017100584,2.8507065015037334,2.89591193827178,3.2268439945173775,3.4372078191851885,3.7612001156935624,3.6375861597263857,3.910021002757473,3.828641396489095,3.6788291182604342,3.5085558999826545,3.6506582412937383,3.349904087274605,4.252771798816619,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0858215090580017,3.725859073011031,Arizona St.,0.033524544656254124,0,0.0,0,0.0144474385,0
39,0,2.1972245773362196,3.218875824868201,4.710430696645584,0,4.576770711466393,0.6012511658554083,3.962716119743664,3.871201010907891,2.995732273553991,3.0252910757955354,3.5779478934066544,3.4657359027997265,3.864931397894296,3.5409593240373143,3.9357395320454622,3.871201010907891,3.634951112088381,3.4781584227982836,3.387774361330014,3.610917912644224,4.225372824628505,1.0986122886681098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6605419193847794,2.413897921625164,George Washington,0.015249888904277302,0,0.0,0,0.022190068,0
40,0,2.4849066497880004,3.218875824868201,4.706823839714591,0,4.575741375297279,0.5993308843556605,3.9435216724875177,3.858622228701031,2.9856819377004897,2.9856819377004897,3.563882963939251,3.484312288372662,3.713572066704308,3.629660094453965,3.933784497209659,3.8543938925915096,3.5751506887855933,3.475067230228611,3.310543013394025,3.332204510175204,4.286341384539473,1.0986122886681098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6584322745314545,2.7299489816502,Massachusetts,0.03306410596731686,0,0.0,0,0.023459062,0
41,0,2.0794415416798357,3.1354942159291497,4.746669748261791,0,4.619073091157083,0.5960303697802178,3.951243718581427,3.912023005428146,2.791165107812717,2.8735646395797834,3.58351893845611,3.387774361330014,3.883623530906448,3.610917912644224,3.9219733362813143,3.8877303128591016,3.6454498961866,3.55820113047182,3.1441522786722644,3.586292865338835,4.3054155323020415,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0679430590012045,3.725859073011031,BYU,0.03918793891990663,0,0.0,0,0.016040478,0
42,0,1.9459101490553132,3.1354942159291497,4.73795129722191,0,4.61015772749913,0.5959752688076717,3.893859034800475,3.910021002757473,2.9069010598473755,2.856470206220483,3.594568774642695,3.4339872044851463,3.758871825933971,3.563882963939251,3.8501476017100584,3.906004933102583,3.58351893845611,3.5234150143864045,3.487375077903208,3.391147045808654,4.189654742026425,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3094915081087763,4.27560160479232,Providence,0.17301450214374536,0,0.0,0,0.033443484,0
43,0,1.791759469228055,3.091042453358316,4.732683506287051,0,4.6061696863211745,0.5953138202111823,3.9684033388642534,3.914021008090819,2.9806186357439426,2.8903717578961645,3.55820113047182,3.3945083935113587,3.7612001156935624,3.708682081410116,3.960813169597578,3.86702563949741,3.594568774642695,3.594568774642695,3.3357695763397,3.610917912644224,4.204692619390966,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3080381569959252,3.936897942462782,Xavier,0.13951110836148556,0,0.0,0,0.051984232,0
