,Seed,smoothPtsT
0,1.0,-4.194318181818181
1,2.0,-5.402500000000001
2,3.0,-0.5047727272727268
3,4.0,-0.21409090909090944
4,5.0,0.6320454545454546
5,6.0,-1.0745454545454545
6,7.0,3.716363636363636
7,8.0,3.0850000000000004
8,9.0,1.9245454545454548
9,10.0,0.4013043478260868
10,11.0,3.981311475409836
11,12.0,2.6956521739130435
12,13.0,1.2966666666666666
13,14.0,1.3247727272727272
14,15.0,3.2045454545454546
